hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100223_0040_21:11-13-14,"Because this figure is self-reported by the residents , it may not be entirely accurate .","because this figure is self-reported by the resident , it may not be entirely accurate .",,nyt_eng_20100223_0040_21,Twelve percent of those surveyed who had not adopted broadband said that they could not connect to broadband where they lived .,"because this figure is self-reported by the residents , it may not be entirely accurate .","because this figure is self-reported by the resident , it may not be entirely accurate .",The FCC was mandated by Congress to produce a detailed plan with specific recommendations to hasten the national adoption of broadband in the United States .,not,entirely,accurate,not,entirely,accurate,11,13,14,"{'lemma': 'accurate', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'accurate'}",neg,"{'lemma': 'accurate', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'entirely', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'accurate'}",advmod,nyt_eng_201002,11-13-14,immediateNeg
nyt_eng_20100223_0039_20:4-6-7,"-LBQ-  Our lunches are not quite as opulent as the lunches they used to have , but they have sufficient nutrition ,  -RDQ-  said Blaser , who was not involved in conducting the survey .","`` we lunch be not quite as opulent as the lunch they use to have , but they have sufficient nutrition , '' say Blaser , who was not involve in conduct the survey .",,nyt_eng_20100223_0039_20,"-LBQ-  I spend a fair amount of my budget feeding my residents ,  -RDQ-  Blaser said ,  -LBQ-  but then they can learn in a way that is not unduly influenced by who is feeding them .  -RDQ-","`` Our lunches are not quite as opulent as the lunches they used to have , but they have sufficient nutrition , '' said Blaser , who was not involved in conducting the survey .","`` we lunch be not quite as opulent as the lunch they use to have , but they have sufficient nutrition , '' say Blaser , who was not involve in conduct the survey .","While 72 percent of the survey respondents said drug industry financing was not desirable , many of those skeptics still took the money , the survey showed .",not,as,opulent,not,as,opulent,4,6,7,"{'lemma': 'opulent', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'opulent'}",neg,"{'lemma': 'opulent', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'opulent'}",advmod,nyt_eng_201002,4-6-7,immediateNeg
nyt_eng_20100223_0029_10:1-24-25,"Maybe not , but these days , unless the matchup reads ,  -LBQ-  Canada-USA  -RDQ-  or  -LBQ-  USA-Canada ,  -RDQ-  the outcome is about as worn and predictable as the punch line in a Disney Channel sitcom .",.,,nyt_eng_20100223_0029_10,"-LBQ-  I mean , hockey 's a funny game - you never know what 's going to happen .  -RDQ-","maybe not , but these days , unless the matchup reads , `` Canada-USA '' or `` USA-Canada , '' the outcome is about as worn and predictable as the punch line in a Disney Channel sitcom .","maybe not , but these day , unless the matchup read , `` canada-usa '' or `` usa-canada , '' the outcome be about as worn and predictable as the punch line in a Disney Channel sitcom .","But again , that 's not to discredit the strength , grace , skill , determination , dignity , grit , and panache of the Americans or Canadians .",not,as,worn,not,as,worn,1,24,25,"{'lemma': 'worn', 'ix': 25, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 1, 'xpos': 'RB', 'deprel': 'neg', 'head': 'worn'}",neg,"{'lemma': 'worn', 'ix': 25, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 24, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'worn'}",advmod,nyt_eng_201002,1-24-25,immediateNeg
nyt_eng_20100223_0022_33:26-28-29,"Perhaps the biggest complaint was that the company had underinvested in its highly profitable rare-disease business , while branching into acquisitions of other businesses that had not been as profitable .","perhaps the biggest complaint be that the company had underinvest in its highly profitable rare-disease business , while branch into acquisition of other business that had not be as profitable .",,nyt_eng_20100223_0022_33,"The manufacturing snag seemed to let loose long-simmering complaints from some shareholders , including criticism that the company 's accounting had not conformed to standards and that its board was too passive .","perhaps the biggest complaint was that the company had underinvested in its highly profitable rare-disease business , while branching into acquisitions of other businesses that had not been as profitable .","perhaps the biggest complaint be that the company had underinvest in its highly profitable rare-disease business , while branch into acquisition of other business that had not be as profitable .","Looked at that way , critics say , the factory shutdown and lack of backup inventory was more than merely an unfortunate accident .",not,as,profitable,not,as,profitable,26,28,29,"{'lemma': 'profitable', 'ix': 29, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'acquisition'}","{'lemma': 'not', 'ix': 26, 'xpos': 'RB', 'deprel': 'neg', 'head': 'profitable'}",neg,"{'lemma': 'profitable', 'ix': 29, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'acquisition'}","{'lemma': 'as', 'ix': 28, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'profitable'}",advmod,nyt_eng_201002,26-28-29,immediateNeg
nyt_eng_20100223_0015_21:4-5-6,"The Massachusetts law is not as generous , helping families with income up to three times the poverty level , $ 66,000 for a family of four .","the Massachusetts law be not as generous , help family with income up to three time the poverty level , $ 66,000 for a family of four .",,nyt_eng_20100223_0015_21,"The president 's plan would offer help with health insurance premiums to families making up to four times the federal poverty level , which translates to $ 88,000 for a family of four .","the Massachusetts law is not as generous , helping families with income up to three times the poverty level , $ 66,000 for a family of four .","the Massachusetts law be not as generous , help family with income up to three time the poverty level , $ 66,000 for a family of four .","Supporters said Obama 's proposed tax credits for small businesses to offer insurance to their workers would help about 70,000 companies in the state .",not,as,generous,not,as,generous,4,5,6,"{'lemma': 'generous', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'generous'}",neg,"{'lemma': 'generous', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'generous'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
nyt_eng_20100222_0181_45:3-5-6,"-LBQ-  They have n't been completely forthright with me ,  -RDQ-  he said .","`` they have not be completely forthright with I , '' he say .",,nyt_eng_20100222_0181_45,"However , Maurer , who lost his Walmart privileges when he got the trespass warning , is n't sure he wants to shop there again .","`` They have n't been completely forthright with me , '' he said .","`` they have not be completely forthright with I , '' he say .",Mark Albright can be reached,n't,completely,forthright,n't,completely,forthright,3,5,6,"{'lemma': 'forthright', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'forthright'}",neg,"{'lemma': 'forthright', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'completely', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'forthright'}",advmod,nyt_eng_201002,3-5-6,immediateNeg
nyt_eng_20100222_0178_1:14-15-16,"For former Florida State star receiver Preston Parker , the NFL scouting combine is n't so much about tenths of a second in a sprint but second chances in his life .","for former Florida State star receiver Preston Parker , the NFL scout combine be not so much about tenth of a second in a sprint but second chance in he life .",,nyt_eng_20100222_0178_1,,"for former Florida State star receiver Preston Parker , the NFL scouting combine is n't so much about tenths of a second in a sprint but second chances in his life .","for former Florida State star receiver Preston Parker , the NFL scout combine be not so much about tenth of a second in a sprint but second chance in he life .","-LBQ-  I 'm just happy to have the opportunity because I 've been through a lot of stuff ,  -RDQ-  he said .",n't,so,much,n't,so,much,14,15,16,"{'lemma': 'much', 'ix': 16, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'much'}",neg,"{'lemma': 'much', 'ix': 16, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}",advmod,nyt_eng_201002,14-15-16,immediateNeg
nyt_eng_20100222_0175_28:21-22-23,"Walker , who admits he 's frustrated , said it 's a matter of keeping things in perspective and he 's not overly concerned .","Walker , who admit he be frustrated , say it be a matter of keep thing in perspective and he be not overly concerned .",,nyt_eng_20100222_0175_28,"He could knock down six or seven in a game , and we 'd like that because it would help our team win .  -RDQ-","Walker , who admits he 's frustrated , said it 's a matter of keeping things in perspective and he 's not overly concerned .","Walker , who admit he be frustrated , say it be a matter of keep thing in perspective and he be not overly concerned .","At least , not yet .",not,overly,concerned,not,overly,concerned,21,22,23,"{'lemma': 'concerned', 'ix': 23, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'say'}","{'lemma': 'not', 'ix': 21, 'xpos': 'RB', 'deprel': 'neg', 'head': 'concerned'}",neg,"{'lemma': 'concerned', 'ix': 23, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'say'}","{'lemma': 'overly', 'ix': 22, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'concerned'}",advmod,nyt_eng_201002,21-22-23,immediateNeg
nyt_eng_20100222_0173_71:6-8-9,"Physics , she said , has not been as smooth as she would like .","Physics , she say , has not be as smooth as she would like .",,nyt_eng_20100222_0173_71,"Here , she is writing about  -LBQ-  Pride and Prejudice  -RDQ-  and studying for calculus and physics exams .","Physics , she said , has not been as smooth as she would like .","Physics , she say , has not be as smooth as she would like .","-LBQ-  The teacher is more concerned with derivation than application ,  -RDQ-  she grumbled last fall , adding that she worried about receiving her first-ever B on a report card .",not,as,smooth,not,as,smooth,6,8,9,"{'lemma': 'smooth', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'smooth'}",neg,"{'lemma': 'smooth', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'smooth'}",advmod,nyt_eng_201002,6-8-9,immediateNeg
nyt_eng_20100222_0169_38:11-12-13,"-LBQ-  It seems now , in retrospect , that he was n't as anxious as he indicated to get in a public forum and tell his side of the story fully and completely ,  -RDQ-  said Gaetz , whose son , Matt , is running for the seat Sansom was to vacate in November due to term limits .","`` it seem now , in retrospect , that he be not as anxious as he indicate to get in a public forum and tell he side of the story fully and completely , '' say Gaetz , whose son , Matt , is run for the seat Sansom be to vacate in November due to term limit .",,nyt_eng_20100222_0169_38,"One of his political allies , state Sen. Don Gaetz , R-Niceville , said the numerous delays Sansom forced in the House hearing raised doubts about how serious Sansom was .","`` It seems now , in retrospect , that he was n't as anxious as he indicated to get in a public forum and tell his side of the story fully and completely , '' said Gaetz , whose son , Matt , is running for the seat Sansom was to vacate in November due to term limits .","`` it seem now , in retrospect , that he be not as anxious as he indicate to get in a public forum and tell he side of the story fully and completely , '' say Gaetz , whose son , Matt , is run for the seat Sansom be to vacate in November due to term limit .","Crist on Monday scheduled a special election , with the primary for March 23 and the general election for April 13 .",n't,as,anxious,n't,as,anxious,11,12,13,"{'lemma': 'anxious', 'ix': 13, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'seem'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'anxious'}",neg,"{'lemma': 'anxious', 'ix': 13, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'seem'}","{'lemma': 'as', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'anxious'}",advmod,nyt_eng_201002,11-12-13,immediateNeg
nyt_eng_20100222_0168_9:3-4-5,"-LBQ-  It 's not entirely clear how they 're falling through the cracks , but it 's apparent that somehow they do .  -RDQ-","`` it be not entirely clear how they 're fall through the crack , but it be apparent that somehow they do . ''",,nyt_eng_20100222_0168_9,"-LBQ-  We may be up to 40,000 cases identified now , but that 's still just a percentage of the total cases ,  -RDQ-  Murawski said .","`` It 's not entirely clear how they 're falling through the cracks , but it 's apparent that somehow they do . ''","`` it be not entirely clear how they 're fall through the crack , but it be apparent that somehow they do . ''","The main problem stems from California 's history of taking extra precautions to protect patient privacy in HIV testing , say epidemiologists and surveillance experts .",not,entirely,clear,not,entirely,clear,3,4,5,"{'lemma': 'clear', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clear'}",neg,"{'lemma': 'clear', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'entirely', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clear'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100222_0156_9:27-34-35,"She understood in 2001 , when she was planning the first of the schools that have come to be known as the Harlem Village Academies , that none of those program elements were nearly as important as the quality of the teaching in the schools .","she understand in 2001 , when she was plan the first of the school that have come to be know as the Harlem Village Academies , that none of those program element be nearly as important as the quality of the teaching in the school .",,nyt_eng_20100222_0156_9,"There is an overemphasis on  -LBQ-  the program elements ,  -RDQ-  she said ,  -LBQ-  things like curriculum and class size and school size and the longer day .  -RDQ-","she understood in 2001 , when she was planning the first of the schools that have come to be known as the Harlem Village Academies , that none of those program elements were nearly as important as the quality of the teaching in the schools .","she understand in 2001 , when she was plan the first of the school that have come to be know as the Harlem Village Academies , that none of those program element be nearly as important as the quality of the teaching in the school .","-LBQ-  If you had an amazing teacher who was talented and passionate and given the freedom and support to teach well ,  -RDQ-  she said ,  -LBQ-  that was just 100 times more important than anything else .  -RDQ-",none,as,important,none,as,important,27,34,35,"{'lemma': 'important', 'ix': 35, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'understand'}","{'lemma': 'none', 'ix': 27, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}",nsubj,"{'lemma': 'important', 'ix': 35, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'understand'}","{'lemma': 'as', 'ix': 34, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}",advmod,nyt_eng_201002,27-34-35,immediateNeg
nyt_eng_20100222_0152_32:19-20-21,"-LBQ-  If I have to consider a new crop of dancers for each tour , then the conditions are n't much different from what I have elsewhere as a freelance choreographer ,  -RDQ-  Wheeldon said .","`` if I have to consider a new crop of dancer for each tour , then the condition be not much different from what I have elsewhere as a freelance choreographer , '' Wheeldon say .",,nyt_eng_20100222_0152_32,"In an interview Sunday evening , Wheeldon said there was not enough of a cadre of full-time dancers to work with .","`` If I have to consider a new crop of dancers for each tour , then the conditions are n't much different from what I have elsewhere as a freelance choreographer , '' Wheeldon said .","`` if I have to consider a new crop of dancer for each tour , then the condition be not much different from what I have elsewhere as a freelance choreographer , '' Wheeldon say .",By Alastair Macaulay .,n't,much,different,n't,much,different,19,20,21,"{'lemma': 'different', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 19, 'xpos': 'RB', 'deprel': 'neg', 'head': 'different'}",neg,"{'lemma': 'different', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'much', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_201002,19-20-21,immediateNeg
nyt_eng_20100222_0144_53:23-25-26,"But Dr. J. Michael Millis , the chief of transplantation at the University of Chicago Medical Center , said ,  -LBQ-  This has not been particularly successful in most of the hands that have tried it .  -RDQ-","but Dr. J. Michael Millis , the chief of transplantation at the University of Chicago Medical Center , say , `` this has not be particularly successful in most of the hand that have try it . ''",,nyt_eng_20100222_0144_53,In a recent article in a medical journal the medical team from Kings College said the operation should be considered for children who need transplants for acute liver failure .,"but Dr. J. Michael Millis , the chief of transplantation at the University of Chicago Medical Center , said , `` This has not been particularly successful in most of the hands that have tried it . ''","but Dr. J. Michael Millis , the chief of transplantation at the University of Chicago Medical Center , say , `` this has not be particularly successful in most of the hand that have try it . ''","He added ,  -LBQ-  Even in Kato 's series , the operative time is almost double , so the patients have to spend almost twice as much time in the operating room , and I think that is actually the area that is the Achilles ' heel .  -RDQ-",not,particularly,successful,not,particularly,successful,23,25,26,"{'lemma': 'successful', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 23, 'xpos': 'RB', 'deprel': 'neg', 'head': 'successful'}",neg,"{'lemma': 'successful', 'ix': 26, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'particularly', 'ix': 25, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'successful'}",advmod,nyt_eng_201002,23-25-26,immediateNeg
nyt_eng_20100222_0141_25:2-3-4,Music is n't just important for a piece of the podium .,Music be not just important for a piece of the podium .,,nyt_eng_20100222_0141_25,They reflect two different types of my personality .  -RDQ-,Music is n't just important for a piece of the podium .,Music be not just important for a piece of the podium .,It 's important for piece of mind .,n't,just,important,n't,just,important,2,3,4,"{'lemma': 'important', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'important'}",neg,"{'lemma': 'important', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'just', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'important'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100222_0136_25:6-7-8,The difference is her competition is n't as tough .,the difference be she competition be not as tough .,,nyt_eng_20100222_0136_25,She 's South Korea 's version of Canada 's hockey team .,the difference is her competition is n't as tough .,the difference be she competition be not as tough .,"Canada 's Joannie Rochette and Japan 's Mao Asada are favored to fight for silver and bronze , at 11-2 .",n't,as,tough,n't,as,tough,6,7,8,"{'lemma': 'tough', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'tough'}",neg,"{'lemma': 'tough', 'ix': 8, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'as', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'tough'}",advmod,nyt_eng_201002,6-7-8,immediateNeg
nyt_eng_20100222_0132_72:1-6-7,"-LBQ-  No , public debates are just fine ,  -RDQ-  Nissen interjected .",.,,nyt_eng_20100222_0132_72,Krall said .,"`` No , public debates are just fine , '' Nissen interjected .","`` no , public debate be just fine , '' Nissen interject .","-LBQ-  In fact , in science , the best way I know of to get to the truth is you just get it all out there and you let the chips fall where they may .  -RDQ-",No,just,fine,No,just,fine,1,6,7,"{'lemma': 'fine', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'interject'}","{'lemma': 'no', 'ix': 1, 'xpos': 'UH', 'deprel': 'dep', 'head': 'fine'}",dep,"{'lemma': 'fine', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'interject'}","{'lemma': 'just', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'fine'}",advmod,nyt_eng_201002,1-6-7,immediateNeg
nyt_eng_20100222_0129_21:38-39-40,"Kushner 's newest play ,  -LBQ-  The Intelligent Homosexual 's Guide to Capitalism and Socialism With a Key to the Scriptures ,  -RDQ-  is his first work about gay issues since  -LBQ-  Angels ,  -RDQ-  but AIDS is not as central in the new work .","Kushner 's newest play , `` the Intelligent Homosexual 's Guide to capitalism and socialism with a key to the Scriptures , '' be he first work about gay issue since `` Angels , '' but AIDS be not as central in the new work .",,nyt_eng_20100222_0129_21,"-LBQ-  The marriage issue and ` Do n't Ask , Do n't Tell ' are the two major issues now , which is not the same place that we were in as a community when I was writing ` Angels ' in the late '80s and early 1990s ,  -RDQ-  he added .","Kushner 's newest play , `` The Intelligent Homosexual 's Guide to Capitalism and Socialism With a Key to the Scriptures , '' is his first work about gay issues since `` Angels , '' but AIDS is not as central in the new work .","Kushner 's newest play , `` the Intelligent Homosexual 's Guide to capitalism and socialism with a key to the Scriptures , '' be he first work about gay issue since `` Angels , '' but AIDS be not as central in the new work .","-LBQ-  Angels ,  -RDQ-  meanwhile , is set to have its first major New York revival next fall .",not,as,central,not,as,central,38,39,40,"{'lemma': 'central', 'ix': 40, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'work'}","{'lemma': 'not', 'ix': 38, 'xpos': 'RB', 'deprel': 'neg', 'head': 'central'}",neg,"{'lemma': 'central', 'ix': 40, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'work'}","{'lemma': 'as', 'ix': 39, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'central'}",advmod,nyt_eng_201002,38-39-40,immediateNeg
nyt_eng_20100222_0129_18:45-46-47,"The change that this New York theater season reflects , said Tony Kushner , the author of  -LBQ-  Angels in America ,  -RDQ-  is that the demographics of HIV and AIDS have changed radically , and that outright discrimination against gay men and lesbians is no longer unchallenged or broadly acceptable in American society .","the change that this New York theater season reflect , say Tony Kushner , the author of `` Angels in America , '' be that the demographic of HIV and AIDS have change radically , and that outright discrimination against gay man and lesbian be no longer unchallenged or broadly acceptable in american society .",,nyt_eng_20100222_0129_18,"Several other forthcoming shows also have gay themes , like the Broadway productions  -LBQ-  Lips Together , Teeth Apart  -RDQ-  and  -LBQ-  Looped ,  -RDQ-  one of the few instances this season of a gay-tinted show focusing on a woman , in this case one who has at times been attracted to other women .","the change that this New York theater season reflects , said Tony Kushner , the author of `` Angels in America , '' is that the demographics of HIV and AIDS have changed radically , and that outright discrimination against gay men and lesbians is no longer unchallenged or broadly acceptable in American society .","the change that this New York theater season reflect , say Tony Kushner , the author of `` Angels in America , '' be that the demographic of HIV and AIDS have change radically , and that outright discrimination against gay man and lesbian be no longer unchallenged or broadly acceptable in american society .","-LBQ-  The gay community today is definitely in a post-Act Up period , and theater has begun to reflect some of that ,  -RDQ-  Kushner said , referring to the political action group that Larry Kramer , the author of  -LBQ-  The Normal Heart ,  -RDQ-  and others founded in 1987 to advocate for gay people and others with AIDS .",no,longer,unchallenged,no,longer,unchallenged,45,46,47,"{'lemma': 'unchallenged', 'ix': 47, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'change'}","{'lemma': 'no', 'ix': 45, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'unchallenged'}",advmod,"{'lemma': 'unchallenged', 'ix': 47, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'change'}","{'lemma': 'longer', 'ix': 46, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'unchallenged'}",advmod,nyt_eng_201002,45-46-47,immediateNeg
nyt_eng_20100222_0129_3:53-54-55,"The politics of these shows -- there are seven of them opening in New York in the next several weeks -- are subtler  -COL-  They place the everyday concerns of Americans in a gay context , thereby pressing the case that gay love and gay marriage , gay parenthood and gay adoption are not so different from their straight variations .","the politics of these show -- there be seven of they open in New York in the next several week -- be subtler : they place the everyday concern of Americans in a gay context , thereby press the case that gay love and gay marriage , gay parenthood and gay adoption be not so different from they straight variation .",,nyt_eng_20100222_0129_3,"These productions about gay life make little or no mention of HIV or AIDS and keep direct activism at arm 's length , with militant crusading portrayed with ambivalence more than ardor .","the politics of these shows -- there are seven of them opening in New York in the next several weeks -- are subtler : They place the everyday concerns of Americans in a gay context , thereby pressing the case that gay love and gay marriage , gay parenthood and gay adoption are not so different from their straight variations .","the politics of these show -- there be seven of they open in New York in the next several week -- be subtler : they place the everyday concern of Americans in a gay context , thereby press the case that gay love and gay marriage , gay parenthood and gay adoption be not so different from they straight variation .","While persecution remains a reality for most of these gay characters , just as it does in many movies and television shows featuring gay love stories , the widening acceptance of AIDS as a pandemic rather than a gay disease -- and the broadening debate on gay marriage and gay soldiers -- have led , and have to some extent freed , writers and producers to use a wider lens to explore a broader landscape .",not,so,different,not,so,different,53,54,55,"{'lemma': 'different', 'ix': 55, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'press'}","{'lemma': 'not', 'ix': 53, 'xpos': 'RB', 'deprel': 'neg', 'head': 'different'}",neg,"{'lemma': 'different', 'ix': 55, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'press'}","{'lemma': 'so', 'ix': 54, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_201002,53-54-55,immediateNeg
nyt_eng_20100222_0125_41:20-22-23,"If you track how many strokes and heart attacks are suffered by people on low-salt diets , the results are n't nearly as neat or encouraging , as noted recently in JAMA by Michael H. Alderman , a hypertension expert at Albert Einstein College of Medicine .","if you track how many stroke and heart attack are suffer by people on low-salt diet , the result be not nearly as neat or encouraging , as note recently in JAMA by Michael H. Alderman , a hypertension expert at Albert Einstein College of Medicine .",,nyt_eng_20100222_0125_41,"But even if people could be induced to eat less salt , would they end up better off ? The estimates about all the lives to be saved are just extrapolations based on the presumed benefits of lower blood pressure .","if you track how many strokes and heart attacks are suffered by people on low-salt diets , the results are n't nearly as neat or encouraging , as noted recently in JAMA by Michael H. Alderman , a hypertension expert at Albert Einstein College of Medicine .","if you track how many stroke and heart attack are suffer by people on low-salt diet , the result be not nearly as neat or encouraging , as note recently in JAMA by Michael H. Alderman , a hypertension expert at Albert Einstein College of Medicine .","A low-salt diet was associated with better clinical outcomes in only five of the 11 studies he considered ; in the rest , the people on the low-salt diet fared either the same or worse .",n't,as,neat,n't,as,neat,20,22,23,"{'lemma': 'neat', 'ix': 23, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 20, 'xpos': 'RB', 'deprel': 'neg', 'head': 'neat'}",neg,"{'lemma': 'neat', 'ix': 23, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 22, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'neat'}",advmod,nyt_eng_201002,20-22-23,immediateNeg
nyt_eng_20100222_0125_11:16-17-18,"For all the talk about the growing menace of sodium in packaged foods , experts are n't even sure that Americans today are eating more salt than they used to .","for all the talk about the grow menace of sodium in package food , expert be not even sure that Americans today are eat more salt than they use to .",,nyt_eng_20100222_0125_11,That 's the beauty of the salt debate  -COL-  There 's so little reliable evidence that you can imagine just about any outcome .,"for all the talk about the growing menace of sodium in packaged foods , experts are n't even sure that Americans today are eating more salt than they used to .","for all the talk about the grow menace of sodium in package food , expert be not even sure that Americans today are eat more salt than they use to .","When you do n't know past trends , predicting the future is a wide-open game .",n't,even,sure,n't,even,sure,16,17,18,"{'lemma': 'sure', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sure'}",neg,"{'lemma': 'sure', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'even', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,16-17-18,immediateNeg
