hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_20040229_0040_5:6-7-8,so_charitable,"B -RCB-  -COL-  +7147 Williams was n't so charitable , telling Disney that if the two companies do part ,  -LBQ-  all you 're going to have is a Muppet and a waterslide .  -RDQ-",n't,so,charitable,"Williams was n't so charitable , telling",nyt_eng_20040229_0040_5,"OSCARS-PIXAR -- When  -LBQ-  Finding Nemo  -RDQ-  won for best animated feature , director Andrew Stanton was gracious to Pixar 's now ex-partner , Disney , even thanking the latter 's chairman Dick Cook .","B -RCB-  -COL-  +7147 Williams was n't so charitable , telling Disney that if the two companies do part ,  -LBQ-  all you 're going to have is a Muppet and a waterslide .  -RDQ-","B -RCB- : +7147 Williams was n't so charitable , telling Disney that if the two companies do part , `` all you 're going to have is a Muppet and a waterslide . ''","B -rcb- : +7147 Williams be not so charitable , tell Disney that if the two company do part , `` all you 're go to have be a Muppet and a waterslide . ''",By Glenn Whipp .,n't,so,charitable,6,7,8,"{'lemma': 'charitable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'charitable'}",neg,"{'lemma': 'charitable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'charitable'}",advmod,nyt_eng_200402,6-7-8,so_charitable,immediateNeg
nyt_eng_20040229_0036_4:0-2-3,more_damaging,None was more damaging than Brad Norton 's gaffe at 2 -COL- 48 of the third that Sergei Fedorov converted to break a 3-3 tie .,none,more,damaging,none was more damaging than Brad,nyt_eng_20040229_0036_4,Three Kings turnovers led to goals early in the period .,None was more damaging than Brad Norton 's gaffe at 2 -COL- 48 of the third that Sergei Fedorov converted to break a 3-3 tie .,none was more damaging than Brad Norton 's gaffe at 2:48 of the third that Sergei Fedorov converted to break a 3-3 tie .,none be more damaging than Brad Norton 's gaffe at 2:48 of the third that Sergei Fedorov convert to break a 3-3 tie .,"If Norstrom had played , Norton would have been scratched .",none,more,damaging,0,2,3,"{'lemma': 'damaging', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'none', 'ix': 0, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'damaging'}",nsubj,"{'lemma': 'damaging', 'ix': 3, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 2, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'damaging'}",advmod,nyt_eng_200402,0-2-3,more_damaging,immediateNeg
nyt_eng_20040229_0010_54:3-6-7,that_bad,This job is n't really all that bad .,n't,that,bad,job is n't really all that bad .,nyt_eng_20040229_0010_54,And the danged computer wo n't work .,This job is n't really all that bad .,this job is n't really all that bad .,this job be not really all that bad .,But it 's not for those of you without an understanding of how electricity works -LRB- and how dangerous it can be -RRB- .,n't,that,bad,3,6,7,"{'lemma': 'bad', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'that', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_200402,3-6-7,that_bad,immediateNeg
nyt_eng_20040229_0008_39:10-12-13,exclusively_vegetarian,A  -COL-  Many camps offer vegetarian options for campers ; few are exclusively vegetarian .,few,exclusively,vegetarian,campers ; few are exclusively vegetarian .,nyt_eng_20040229_0008_39,_ Lou Anderson-Cole,A  -COL-  Many camps offer vegetarian options for campers ; few are exclusively vegetarian .,a : Many camps offer vegetarian options for campers ; few are exclusively vegetarian .,a : many camp offer vegetarian option for camper ; few be exclusively vegetarian .,I contacted several camp search organizations and only two strictly vegetarian camps popped up .,few,exclusively,vegetarian,10,12,13,"{'lemma': 'vegetarian', 'ix': 13, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'offer'}","{'lemma': 'few', 'ix': 10, 'xpos': 'JJ', 'deprel': 'nsubj', 'head': 'vegetarian'}",nsubj,"{'lemma': 'vegetarian', 'ix': 13, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'offer'}","{'lemma': 'exclusively', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'vegetarian'}",advmod,nyt_eng_200402,10-12-13,exclusively_vegetarian,immediateNeg
nyt_eng_20040229_0004_18:8-9-10,any_bigger,And the company line was that it 's not any bigger than any of the other 15 .,not,any,bigger,it 's not any bigger than any,nyt_eng_20040229_0004_18,"The Kings , who have won three of their past four games , have 16 games left and half are on the road , although today 's is in Anaheim .",And the company line was that it 's not any bigger than any of the other 15 .,and the company line was that it 's not any bigger than any of the other 15 .,and the company line be that it be not any bigger than any of the other 15 .,"-LBQ-  You do n't get more points because you beat the Ducks ,  -RDQ-  Mattias Norstrom said .",not,any,bigger,8,9,10,"{'lemma': 'bigger', 'ix': 10, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bigger'}",neg,"{'lemma': 'bigger', 'ix': 10, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'any', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bigger'}",advmod,nyt_eng_200402,8-9-10,any_bigger,immediateNeg
nyt_eng_20040229_0003_14:3-5-6,that_active,"-LBQ-  He was n't really that active today ,  -RDQ-  Jackson said .",n't,that,active,"He was n't really that active today ,",nyt_eng_20040229_0003_14,"O'Neal hit 13 of 17 field goals and blocked four shots , but pulled down just two rebounds in 34 minutes .","-LBQ-  He was n't really that active today ,  -RDQ-  Jackson said .","`` He was n't really that active today , '' Jackson said .","`` he be not really that active today , '' Jackson say .",Also  -COL-  Jamal Sampson might need surgery to remove scar tissue in his right foot .,n't,that,active,3,5,6,"{'lemma': 'active', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'active'}",neg,"{'lemma': 'active', 'ix': 6, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'that', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'active'}",advmod,nyt_eng_200402,3-5-6,that_active,immediateNeg
nyt_eng_20040228_0034_24:3-4-5,as_aggressive,-LBQ-  He was n't as aggressive as I 'd seen on tape .  -RDQ-,n't,as,aggressive,He was n't as aggressive as I,nyt_eng_20040228_0034_24,"-LBQ-  He did n't attack like I thought he was going to ,  -RDQ-  Allen said of Riley .",-LBQ-  He was n't as aggressive as I 'd seen on tape .  -RDQ-,`` He was n't as aggressive as I 'd seen on tape . '',`` he be not as aggressive as I 'd see on tape . '',Barrett was called for two fouls and played only 12 minutes in the first half .,n't,as,aggressive,3,4,5,"{'lemma': 'aggressive', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'aggressive'}",neg,"{'lemma': 'aggressive', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'aggressive'}",advmod,nyt_eng_200402,3-4-5,as_aggressive,immediateNeg
nyt_eng_20040228_0027_7:5-8-9,more_jarring,"The seesaw of emotions could not have been more jarring , the women 's team 's hopes soaring with the top three finishers here _ Patterson followed by 15-year-olds Courtney McCool and Chellsie Memmel _ and the men 's absorbing a huge blow with the injury to Wilson and the mistakes of the United States ' other top contender , Paul Hamm .",not,more,jarring,"emotions could not have been more jarring , the",nyt_eng_20040228_0027_7,She had cemented her spot atop the mountain of hopes for a new American Olympic darling with her convincing all-around victory here .,"The seesaw of emotions could not have been more jarring , the women 's team 's hopes soaring with the top three finishers here _ Patterson followed by 15-year-olds Courtney McCool and Chellsie Memmel _ and the men 's absorbing a huge blow with the injury to Wilson and the mistakes of the United States ' other top contender , Paul Hamm .","the seesaw of emotions could not have been more jarring , the women 's team 's hopes soaring with the top three finishers here _ Patterson followed by 15-year-olds Courtney McCool and Chellsie Memmel _ and the men 's absorbing a huge blow with the injury to Wilson and the mistakes of the United States ' other top contender , Paul Hamm .","the seesaw of emotion could not have be more jarring , the woman 's team 's hope soar with the top three finisher here _ Patterson follow by 15-year-olds Courtney McCool and Chellsie Memmel _ and the man 's absorb a huge blow with the injury to Wilson and the mistake of the United States ' other top contender , Paul Hamm .",It was Wilson who had hoped to glue this men 's team together by staying in the sport far beyond the normal career expectancy to help the United States win its first men 's team Olympic medal since 1984 .,not,more,jarring,5,8,9,"{'lemma': 'jarring', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'jarring'}",neg,"{'lemma': 'jarring', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 8, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'jarring'}",advmod,nyt_eng_200402,5-8-9,more_jarring,immediateNeg
nyt_eng_20040228_0017_57:26-28-29,as_outlandish,"Forming alliances with left-wing Israelis - even the young people who show up to demonstrate with multiple piercings in ears , nose and lips - does not seem as outlandish as it does to Palestinians who have known only Israeli soldiers or settlers .",not,as,outlandish,- does not seem as outlandish as it,nyt_eng_20040228_0017_57,Many have worked in Israel and speak Hebrew .,"Forming alliances with left-wing Israelis - even the young people who show up to demonstrate with multiple piercings in ears , nose and lips - does not seem as outlandish as it does to Palestinians who have known only Israeli soldiers or settlers .","forming alliances with left-wing Israelis - even the young people who show up to demonstrate with multiple piercings in ears , nose and lips - does not seem as outlandish as it does to Palestinians who have known only Israeli soldiers or settlers .","form alliance with left-wing Israelis - even the young people who show up to demonstrate with multiple piercing in ear , nose and lip - does not seem as outlandish as it do to Palestinians who have know only israeli soldier or settler .",Then there is the barrier itself .,not,as,outlandish,26,28,29,"{'lemma': 'outlandish', 'ix': 29, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 26, 'xpos': 'RB', 'deprel': 'neg', 'head': 'outlandish'}",neg,"{'lemma': 'outlandish', 'ix': 29, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 28, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'outlandish'}",advmod,nyt_eng_200402,26-28-29,as_outlandish,immediateNeg
nyt_eng_20040228_0011_9:2-4-5,as_effective,"It would not be as effective as a decent law , but it 's a start .",not,as,effective,it would not be as effective as a,nyt_eng_20040228_0011_9,So the governor has apparently put his shoulder behind an executive order that requires more public information on anyone lobbying for state contracts .,"It would not be as effective as a decent law , but it 's a start .","it would not be as effective as a decent law , but it 's a start .","it would not be as effective as a decent law , but it be a start .","Pataki has also called on Ira Millstein , a respected expert on corporate governance , to help figure out how to make these public - private hybrids work more openly , fairly and efficiently .",not,as,effective,2,4,5,"{'lemma': 'effective', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'effective'}",neg,"{'lemma': 'effective', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}",advmod,nyt_eng_200402,2-4-5,as_effective,immediateNeg
nyt_eng_20040228_0006_15:5-6-7,as_strict,"Zimmerman admitted the policy is not as strict as the International Olympic Committee -LRB- the first violation merits a two-year suspension ; second is a life-time ban -RRB- but ,  -LBQ-  it 's 0a stex0 -RCB- 7s left cheek that will require surgery .",not,as,strict,policy is not as strict as the,nyt_eng_20040228_0006_15,Those who test positive must undergo confidential counseling and treatmeplayer is publicly identified as having tested positive for steroids .,"Zimmerman admitted the policy is not as strict as the International Olympic Committee -LRB- the first violation merits a two-year suspension ; second is a life-time ban -RRB- but ,  -LBQ-  it 's 0a stex0 -RCB- 7s left cheek that will require surgery .","Zimmerman admitted the policy is not as strict as the International Olympic Committee -LRB- the first violation merits a two-year suspension ; second is a life-time ban -RRB- but , `` it 's 0a stex0 -RCB- 7s left cheek that will require surgery .","Zimmerman admit the policy be not as strict as the International Olympic Committee -lrb- the first violation merit a two-year suspension ; second be a life-time ban -rrb- but , `` it be 0a stex0 -rcb- 7s left cheek that will require surgery .","The condition is not good , but it 's not keeping him from his job , and he is still in camp watching the Rangers ' daily workouts .",not,as,strict,5,6,7,"{'lemma': 'strict', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'admit'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'strict'}",neg,"{'lemma': 'strict', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'admit'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'strict'}",advmod,nyt_eng_200402,5-6-7,as_strict,immediateNeg
nyt_eng_20040228_0003_15:5-6-7,seriously_entertaining,"Hunt said he is  -LBQ-  not seriously entertaining  -RDQ-  plans to seek a change of venue , although he has not ruled it out .",not,seriously,entertaining,is `` not seriously entertaining '' plans,nyt_eng_20040228_0003_15,He faces five years to life in prison if convicted .,"Hunt said he is  -LBQ-  not seriously entertaining  -RDQ-  plans to seek a change of venue , although he has not ruled it out .","Hunt said he is `` not seriously entertaining '' plans to seek a change of venue , although he has not ruled it out .","Hunt say he be `` not seriously entertaining '' plan to seek a change of venue , although he has not rule it out .","-LBQ-  I fee , cNmfortable trying it in Waco ,  -RDQ-  he said .",not,seriously,entertaining,5,6,7,"{'lemma': 'entertaining', 'ix': 7, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'plan'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'entertaining'}",neg,"{'lemma': 'entertaining', 'ix': 7, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'plan'}","{'lemma': 'seriously', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'entertaining'}",advmod,nyt_eng_200402,5-6-7,seriously_entertaining,immediateNeg
nyt_eng_20040227_0067_50:3-4-5,as_startling,"Because you see not as startling a drop , but still a very large drop , for Hispanic males as well .",not,as,startling,you see not as startling a drop,nyt_eng_20040227_0067_50,But I do n't think it is .,"Because you see not as startling a drop , but still a very large drop , for Hispanic males as well .","because you see not as startling a drop , but still a very large drop , for Hispanic males as well .","because you see not as startling a drop , but still a very large drop , for hispanic male as well .",It 's well known that black men are at the end of the hiring queue .,not,as,startling,3,4,5,"{'lemma': 'startling', 'ix': 5, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'drop'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'startling'}",neg,"{'lemma': 'startling', 'ix': 5, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'drop'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'startling'}",advmod,nyt_eng_200402,3-4-5,as_startling,immediateNeg
nyt_eng_20040227_0044_37:3-4-5,so_siepLa,The truth is not so siepLa for John Kerry .,not,so,siepLa,truth is not so siepLa for John,nyt_eng_20040227_0044_37,"And now ? For George W. Bush , as for Mel Gibson , you 're either for us -LRB- or Jesus -RRB- , or against us .",The truth is not so siepLa for John Kerry .,the truth is not so siepLa for John Kerry .,the truth be not so siepla for John Kerry .,"Changing his mind about Vietnam years ago , and insisting that not every issue has a simple answer , is a sign of strength to his supporters , a sign of weakness to conservatives .",not,so,siepLa,3,4,5,"{'lemma': 'siepla', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'siepla'}",neg,"{'lemma': 'siepla', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'siepla'}",advmod,nyt_eng_200402,3-4-5,so_siepLa,immediateNeg
nyt_eng_20040227_0022_57:7-8-9,as_innocent,"-LBQ-  Now we know that he was not as innocent as we were made to believe ,  -RDQ-  he said .",not,as,innocent,he was not as innocent as we,nyt_eng_20040227_0022_57,"But the openness of the new govern\/ent has shed light on Moi 's rule , Njugu said .","-LBQ-  Now we know that he was not as innocent as we were made to believe ,  -RDQ-  he said .","`` Now we know that he was not as innocent as we were made to believe , '' he said .","`` now we know that he be not as innocent as we were make to believe , '' he say .","He said remnants of the old regime still linger , including former officials still in office and a culture of corruption still in evidence .",not,as,innocent,7,8,9,"{'lemma': 'innocent', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'innocent'}",neg,"{'lemma': 'innocent', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'innocent'}",advmod,nyt_eng_200402,7-8-9,as_innocent,immediateNeg
nyt_eng_20040227_0016_30:3-4-5,as_good,-LRB- It 's not as good either .,not,as,good,It 's not as good either .,nyt_eng_20040227_0016_30,"After the advent of Christina Aguilera , the dancing here just is n't that ... dirty .",-LRB- It 's not as good either .,-lrb- It 's not as good either .,-lrb- it be not as good either .,I never thought I 'd yearn for the melodramatic  -LBQ-  Solid Gold  -RDQ-  moves that Kenny Ortega whipped up for the original . -RRB-,not,as,good,3,4,5,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_200402,3-4-5,as_good,immediateNeg
nyt_eng_20040227_0016_25:37-38-39,particularly_memorable,"Garai , who was the lovelorn heroine in  -LBQ-  I Capture the Castle  -RDQ-  and Luna , of  -LBQ-  Y Tu Mama Tambien ,  -RDQ-  are much better actors than Grey and Swayze , but they 're not particularly memorable in these roles .",not,particularly,memorable,they 're not particularly memorable in these,nyt_eng_20040227_0016_25,"She 's going to Radcliffe , and he 's not white .","Garai , who was the lovelorn heroine in  -LBQ-  I Capture the Castle  -RDQ-  and Luna , of  -LBQ-  Y Tu Mama Tambien ,  -RDQ-  are much better actors than Grey and Swayze , but they 're not particularly memorable in these roles .","Garai , who was the lovelorn heroine in `` I Capture the Castle '' and Luna , of `` Y Tu Mama Tambien , '' are much better actors than Grey and Swayze , but they 're not particularly memorable in these roles .","Garai , who be the lovelorn heroine in `` I Capture the Castle '' and Luna , of `` Y Tu Mama Tambien , '' be much better actor than Grey and Swayze , but they be not particularly memorable in these role .","The materi ! l lmost requires sexier , but less talented , people to bring out the movie 's garbagey strains .",not,particularly,memorable,37,38,39,"{'lemma': 'memorable', 'ix': 39, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'actor'}","{'lemma': 'not', 'ix': 37, 'xpos': 'RB', 'deprel': 'neg', 'head': 'memorable'}",neg,"{'lemma': 'memorable', 'ix': 39, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'actor'}","{'lemma': 'particularly', 'ix': 38, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'memorable'}",advmod,nyt_eng_200402,37-38-39,particularly_memorable,immediateNeg
nyt_eng_20040227_0015_15:10-11-12,completely_apt,"The civil rights movement , though often invoked , is n't completely apt as an analogy for the gay marriage struggle , in that the discrimination African-Americans suffered , particularly in the South , was both more pronounced and less avoidable than that which homosexuals endure today .",n't,completely,apt,", is n't completely apt as an",nyt_eng_20040227_0015_15,"Homosexuals function as foster parents , adopt children , and raise families ` wiUhout much fuss _ but also without the rights , privileges , and protections the state and the nation grant to married couples .","The civil rights movement , though often invoked , is n't completely apt as an analogy for the gay marriage struggle , in that the discrimination African-Americans suffered , particularly in the South , was both more pronounced and less avoidable than that which homosexuals endure today .","the civil rights movement , though often invoked , is n't completely apt as an analogy for the gay marriage struggle , in that the discrimination African-Americans suffered , particularly in the South , was both more pronounced and less avoidable than that which homosexuals endure today .","the civil rights movement , though often invoke , be not completely apt as a analogy for the gay marriage struggle , in that the discrimination African-Americans suffer , particularly in the South , be both more pronounced and less avoidable than that which homosexual endure today .","Still , it should be instructive for everyone to recall the remorse the nation now feels about the way it once treated people of other races , ethnicities , and creeds .",n't,completely,apt,10,11,12,"{'lemma': 'apt', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'apt'}",neg,"{'lemma': 'apt', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'completely', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'apt'}",advmod,nyt_eng_200402,10-11-12,completely_apt,immediateNeg
nyt_eng_20040227_0011_27:13-14-15,as_hyped-up,-LBQ-  My first impression was -LRB- the biased depiction of Jews -RRB- was n't as hyped-up as the media made it .  -RDQ-,n't,as,hyped-up,-RRB- was n't as hyped-up as the,nyt_eng_20040227_0011_27,"-LBQ-  I went in open-minded ,  -RDQ-  he said .",-LBQ-  My first impression was -LRB- the biased depiction of Jews -RRB- was n't as hyped-up as the media made it .  -RDQ-,`` My first impression was -LRB- the biased depiction of Jews -RRB- was n't as hyped-up as the media made it . '',`` my first impression be -lrb- the bias depiction of Jews -rrb- be not as hyped-up as the media make it . '',There was some agreement that Jews were n't the only ones poorly depicted .,n't,as,hyped-up,13,14,15,"{'lemma': 'hyped-up', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'hyped-up'}",neg,"{'lemma': 'hyped-up', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'as', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hyped-up'}",advmod,nyt_eng_200402,13-14-15,as_hyped-up,immediateNeg
nyt_eng_20040227_0011_25:3-5-6,so_blatant,"The anti-Semitism did n't seem so blatant to Mackin , who is also a professor of religious studies .",n't,so,blatant,anti-Semitism did n't seem so blatant to Mackin,nyt_eng_20040227_0011_25,The first hour is all about the treachery of Jews .  -RDQ-,"The anti-Semitism did n't seem so blatant to Mackin , who is also a professor of religious studies .","the anti-Semitism did n't seem so blatant to Mackin , who is also a professor of religious studies .","the anti-Semitism did not seem so blatant to Mackin , who be also a professor of religious study .","-LBQ-  I went in open-minded ,  -RDQ-  he said .",n't,so,blatant,3,5,6,"{'lemma': 'blatant', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'blatant'}",neg,"{'lemma': 'blatant', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'blatant'}",advmod,nyt_eng_200402,3-5-6,so_blatant,immediateNeg
nyt_eng_20040227_0008_40:11-13-14,so_beautiful,"A month later we had a substitute in our class , not nearly so beautiful or so young .",not,so,beautiful,"class , not nearly so beautiful or so",nyt_eng_20040227_0008_40,Perhaps you can guess what happened .,"A month later we had a substitute in our class , not nearly so beautiful or so young .","a month later we had a substitute in our class , not nearly so beautiful or so young .","a month later we have a substitute in we class , not nearly so beautiful or so young .",Lt. Adams _ I never knew his first name _ was killed flying a helicopter in Vietnam .,not,so,beautiful,11,13,14,"{'lemma': 'beautiful', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'beautiful'}",neg,"{'lemma': 'beautiful', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'beautiful'}",advmod,nyt_eng_200402,11-13-14,so_beautiful,immediateNeg
nyt_eng_20040226_0053_8:2-3-4,necessarily_illegal,"Market-timing is not necessarily illegal , but regulators contend it can be fraudulently abused and short-change  -LBQ-  se ` ller investors .",not,necessarily,illegal,"market-timing is not necessarily illegal , but",nyt_eng_20040226_0053_8,"Regulators have added the churning inquiry to their investigations of apparently improper securities trading in variable annuities by hedge funds and wealthy individuals , who investigators say used  -LBQ-  market timing  -RDQ-  to make frequent trades on terms generally not available to smaller investors .","Market-timing is not necessarily illegal , but regulators contend it can be fraudulently abused and short-change  -LBQ-  se ` ller investors .","market-timing is not necessarily illegal , but regulators contend it can be fraudulently abused and short-change `` se ` ller investors .","market-timing be not necessarily illegal , but regulator contend it can be fraudulently abuse and short-change `` se ` ller investor .",Regulators in New York and Washington have grown concerned about variable annuity sales because industry data indicate that perhaps more than half of the new annuities sold in recent years have been replacements of old variable annuities .,not,necessarily,illegal,2,3,4,"{'lemma': 'illegal', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'illegal'}",neg,"{'lemma': 'illegal', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'necessarily', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'illegal'}",advmod,nyt_eng_200402,2-3-4,necessarily_illegal,immediateNeg
nyt_eng_20040226_0048_29:3-4-5,as_good,-LRB- It 's not as good either .,not,as,good,It 's not as good either .,nyt_eng_20040226_0048_29,"After the advent of Christina Aguilera , the dancing here just is n't that ... dirty .",-LRB- It 's not as good either .,-lrb- It 's not as good either .,-lrb- it be not as good either .,I never thought I 'd yearn for the melodramatic  -LBQ-  Solid Gold  -RDQ-  moves that Kenny Ortega whipped up for the original . -RRB-,not,as,good,3,4,5,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_200402,3-4-5,as_good,immediateNeg
