adj_form_lower,very,more,most,so,not,as,too,really,much,pretty,less,n't,even,also,quite,extremely,still,highly,just,always,completely,relatively,particularly,only,far,now,all,almost,truly,incredibly,fairly,increasingly,rather,especially,slightly,absolutely,totally,often,super,entirely,somewhat,already,that,equally,no,fully,potentially,mostly,perfectly,well,nearly,deeply,largely,seemingly,actually,longer,sometimes,significantly,both,probably,politically,generally,never,usually,easily,surprisingly,currently,simply,ever,overly,definitely,certainly,once,immediately,otherwise,yet,real,any,clearly,readily,virtually,utterly,environmentally,mentally,hugely,partly,exceptionally,unusually,about,long,previously,physically,remarkably,terribly,socially,seriously,genuinely,purely,however,reasonably
famous,11159,14949,165181,4918,1559,4745,505,1144,357,905,1550,648,204,4918,1745,525,322,110,258,96,13,144,678,644,5,5649,136,1807,121,295,212,135,470,411,52,16,33,50,427,5,335,1403,207,881,1,1,7,259,2,94,66,0,28,5,119,30,45,20,115,27,17,22,44,56,4,8,41,21,206,13,13,43,955,21,37,80,31,0,4,0,21,12,0,0,180,4,50,4,32,152,36,0,5,15,1,25,18,0,35,21
ready,1055,4841,746,4617,56396,2645,1389,4560,726,152,368,29909,1279,3311,11941,50,1024,18,3377,21755,2215,8,58,459,12,13658,10083,6801,1276,5,26,107,16,51,7,587,805,251,79,320,50,1043,87,167,1,2118,60,99,260,194,1989,2,30,273,845,89,30,4,679,694,18,167,429,535,33,16,195,296,2095,8,1171,475,751,448,76,7838,17,0,507,1,52,7,0,1197,0,12,6,7,4789,34,12,1085,3,4,19,76,67,0,24,17
easier,129,1779,27,283,1022,262,28,189,142431,41,33,164,18941,3745,302,36,436,1,3439,2799,3,700,18,539,12581,3255,334,327,26,87,33,286,128,15,1889,19,6,2516,8,7,1636,30,77,5,1126,0,132,18,0,14,2,1,2,82,1727,10,664,1871,404,1474,133,909,266,1007,1,66,49,564,226,0,664,841,19,16,3,38,4,10860,53,0,2,1,0,26,5,0,4,1,32,3,1,77,44,1,5,4,5,0,11,6
exciting,41649,37843,61622,13235,1208,7481,1762,18552,408,7508,2927,593,257,1397,2729,2479,699,212,544,3923,36,32,2509,296,4,20,226,39,1568,3254,144,88,706,1371,18,92,107,179,1948,18,103,202,859,842,0,4,333,40,3,5,15,36,4,14,162,64,85,7,745,19,10,29,36,66,0,60,5,35,53,209,419,309,92,33,51,74,577,1,15,1,0,22,1,6,795,0,92,27,13,16,4,12,24,828,4,89,438,9,48,23
active,35037,44920,31384,1877,3686,4738,863,1281,546,1533,5329,861,151,5410,2225,2953,10509,3354,77,1402,57,288,2179,1024,4,1361,419,9,134,569,945,1627,200,1014,38,6,24,148,936,12,226,1475,207,229,0,643,187,311,9,27,9,12,30,15,175,3260,46,31,361,28,7367,150,75,184,1,149,4110,10,129,357,29,58,329,47,80,137,149,0,28,4,5,1,57,409,49,13,101,369,25,293,185,9397,100,73,1298,17,18,5,16,102
short,59562,1917,366,9030,2927,8293,34249,3859,190,3396,91,1114,360,739,2719,3559,1979,13,13778,843,34,21661,335,532,9313,175,246,26,59,1256,4302,333,2780,139,700,11,14,568,1327,17,876,632,202,168,4,3,38,367,16,4610,12,5,18,113,157,93,151,373,153,105,3,315,1423,531,5,771,120,76,110,62,73,40,21,6,52,38,194,1,72,1,1,17,0,2,4,2,165,689,74,66,10,19,795,149,0,234,10,14,368,494
young,59040,10344,6168,17737,1204,26223,43370,4080,175,5287,197,328,221,496,3809,1071,12752,3,528,223,21,9341,530,727,24,134,904,50,50,448,2078,171,650,306,16,7,20,366,394,17,99,82,238,204,7,3,16,2649,7,87,14,4,257,38,36,620,39,13,526,57,4,146,37,177,14,182,15,44,184,11,34,58,222,0,85,121,264,0,12,3,1,1,0,17,2,2,93,157,355,12,11,18,147,71,1,11,11,2,88,122
proud,68156,7044,10593,39902,5020,2942,4183,17401,95,3133,254,694,269,4648,3516,11499,1461,26,1240,1150,56,12,3819,206,0,825,1357,137,953,5180,68,34,818,3117,56,110,81,83,1646,40,119,122,92,726,1,17,0,65,7,23,4,470,3,35,383,53,12,2,482,53,3,49,68,38,1,11,12,52,52,132,289,318,1452,0,26,39,1093,0,396,0,0,18,1,2,359,2,436,10,9,35,8,1,24,156,0,40,223,1,33,21
fun,13718,35935,15254,16610,10325,9251,814,32567,2476,7409,2091,4857,1075,4073,3524,1806,4312,20,4978,13078,102,87,1042,1832,2,57,1212,161,605,2764,161,22,804,1239,15,175,638,281,6470,32,160,122,1,433,1,9,86,247,77,10,3,9,17,26,1321,171,262,5,942,74,3,159,2011,217,1,716,1,368,131,10,828,499,48,22,85,31,16,0,21,1,1,23,0,2,116,5,152,12,87,0,3,6,82,99,10,384,423,108,39,84
similar,96952,9678,3613,7185,1517,2536,4628,1350,1340,6468,254,305,282,2275,11725,1828,234,610,356,133,133,1317,81,184,11,164,890,1569,45,679,2720,225,1240,45,390,46,98,604,108,100,7575,57,179,38,2,10,91,245,33,21,228,16,686,358,354,16,94,56,317,728,25,591,19,212,3,1135,25,22,11,51,67,122,42,8,492,67,96,3,54,0,58,4,3,2,13,22,39,21,93,2,6,162,5967,35,20,7,8,3,92,189
worse,103,390,21,74,3365,717,32,297,46017,11,202,593,91513,299,29,24,980,0,184,503,8,66,66,1084,21221,368,364,650,23,22,0,414,176,63,1934,31,24,933,0,8,315,75,34,25,7518,1,272,68,0,15,16,1,2,39,1913,2,435,2534,48,1117,8,191,99,369,4,11,32,39,169,0,243,132,9,10,8,89,2,8487,160,0,1,0,7,4,11,1,4,1,17,1,1,26,12,20,4,18,6,1,9,0
familiar,22264,24973,9156,9339,32701,5121,14555,1345,297,1911,4722,9902,386,1717,4408,759,374,285,188,165,551,255,370,969,1,2614,5767,125,60,235,721,763,514,169,263,35,272,126,234,397,1944,10731,1258,234,2,316,16,276,155,823,8,594,104,164,174,93,29,4,663,3023,3,239,21,100,60,134,68,21,63,1250,141,427,747,496,161,902,186,4,119,66,0,124,0,1,40,21,24,21,4,276,201,6,114,306,3,1,9,0,58,162
responsible,2662,10823,6509,338,39710,2737,124,1100,391,130,677,2730,268,18063,95,187,1762,526,237,465,690,52,115,2193,8,2214,1511,23,507,68,55,377,21,70,25,116,574,920,40,1070,362,436,8,1335,3,3469,366,704,37,23,12,57,7603,46,1152,449,71,65,312,742,171,397,147,519,4,4,852,35,63,83,87,194,157,56,134,34,25,0,160,0,4,16,6226,17,85,5219,7,9,40,10,235,10,8,11,10345,13,26,11,23,42
best,150096,633,607,1023,1074,12326,30,889,70,64,37,318,129,1395,60,173,910,17,468,9759,37,16,12,279,108,112,42,63,386,70,9,0,27,12,3,476,31,1201,94,13,5,29,0,17,0,2,42,11,8,37,32,0,1,20,336,70,205,3,13,7391,9,623,28,1886,79,10,60,120,147,0,269,114,61,2,19,3,4,0,73,0,11,8,2,1,0,0,13,0,179,22,16,6,3,1,1,7,17,4,61,3
free,1651,16960,2304,2754,14617,3674,671,1962,3087,388,1966,4133,1675,5362,575,76,3082,13,567,4983,26110,2748,55,1249,63,8466,4033,1512,4114,57,236,153,120,53,11,15850,22542,904,58,3889,119,596,43,321,5,865,84,1225,834,60,1027,7,1458,169,784,803,240,14,629,83,78,1075,768,1195,26,145,1374,114,397,8,143,304,761,75,368,239,31,0,39,2,1331,247,8,44,1,507,11,76,211,35,254,51,425,3,15,10,404,53,62,233
less,2827,1342,48,567,8896,1678,261,200,56067,33,71,54,12437,780,131,88,1423,3,1193,370,9,607,13,492,32526,372,143,67,10,61,11,255,561,9,9225,12,8,898,1,6,2218,103,6,10,32410,0,202,26,4,171,16,1,2,86,558,7,297,10733,51,875,0,390,1054,482,7,45,48,55,180,0,172,344,21,5,30,47,0,949,120,0,0,0,1,1,6,0,4,1,464,1,5,8,33,5,2,7,3,0,10,6
impossible,129,823,652,1104,24679,1749,203,888,2040,621,84,1445,2242,1300,1736,18,620,94,1948,247,1426,49,18,304,27,971,105,51226,322,27,99,342,248,21,16,1762,817,1703,10,487,91,165,254,369,5,13,72,93,35,57,37483,0,150,5946,578,81,1034,0,119,1090,987,146,116,381,1,1,419,2830,36,1,78,129,181,19,525,51,7,0,316,0,17014,940,0,6,4,2,2,1,848,2,693,2279,1,2,12,18,40,11,84,5
helpful,64811,11512,17026,8227,7817,3960,431,12987,663,728,1036,1984,451,6937,3342,13527,436,255,238,3784,51,27,6535,850,5,15,438,10,701,3914,100,58,261,8252,42,78,48,1255,2696,104,392,27,846,299,2,9,461,72,14,26,2,26,20,99,882,117,401,54,259,182,66,294,187,324,4,178,4,41,210,161,457,440,11,119,41,21,141,0,55,6,0,6,20,2,547,5,488,31,6,0,8,5,108,288,18,54,375,2,71,29
right,1607,2625,732,4378,28297,442,269,1194,452,204,184,17054,263,1860,13253,73,918,9,18990,8715,1353,14,62,5151,6101,575,34146,607,281,46,41,22,7,52,81,11150,1451,447,18,752,116,109,8,108,58,69,15,608,608,72,145,10,124,36,855,89,143,2,1202,6482,116,182,750,852,5,11,47,125,290,2,570,1146,31,12,12,211,11,0,318,1,20,45,9,61,1,770,8,4,3812,9,5,48,17,14,10,17,14,6,10,13
busy,36067,1006,536,24208,3842,4524,60184,6562,216,5770,2197,1953,63,1804,4151,5312,1735,29,824,3948,37,224,1372,117,2,993,1550,4,46,2154,963,765,1052,754,47,9,54,564,3601,5,163,2494,473,257,6,18,31,119,5,33,4,4,7,19,110,30,54,8,266,312,2,116,100,656,3,165,1131,65,244,491,50,114,141,8,256,19,426,0,40,0,0,6,0,19,71,2,469,355,35,5,10,18,64,248,8,82,23,0,80,67
special,84780,18231,6587,27146,1869,3583,1318,15386,241,7941,655,708,132,691,1862,1001,291,29,471,1342,50,21,2809,257,9,23,480,9,6800,1263,39,7,1290,181,40,103,52,34,1465,31,198,119,392,257,0,12,58,75,6,17,7,32,1,11,107,90,8,2,51,13,1,2,13,16,2,16,2,46,43,97,237,99,28,5,33,15,426,2,43,0,7,15,1,2,20,1,109,17,27,98,6,0,52,70,0,56,85,9,18,4
impressive,25281,29459,37862,5256,1388,10961,760,5967,97,13914,4697,921,74,1964,6958,2318,1484,1182,240,670,23,149,4571,235,13,27,186,108,3190,1288,1073,388,1896,2177,24,115,59,119,482,43,149,2892,1529,5071,1,9,21,66,7,7,10,226,43,88,120,22,33,4,316,12,3,83,12,44,4,185,10,119,96,596,207,682,89,84,280,51,128,0,29,0,2,43,0,0,1014,3,103,37,9,3,24,292,106,292,6,725,269,1,132,73
valuable,18231,39293,65159,6760,884,7991,2942,3142,1144,512,4660,491,91,1188,1509,8747,854,3231,125,332,13,41,2829,816,1,39,192,4,1071,3568,95,956,116,2735,5,48,20,128,288,5,50,53,282,1153,3,6,1392,18,10,3,1,49,4,23,225,105,37,38,125,24,63,27,4,57,0,49,9,14,17,8,91,166,49,40,59,16,83,0,63,1,1,5,35,1,851,0,356,29,6,0,4,4,59,40,205,39,127,3,82,16
obvious,10192,18652,41286,14301,6720,5334,7327,1858,255,15327,10441,3193,276,1318,6673,457,322,27,354,2337,831,241,454,343,0,864,284,183,40,427,5562,1612,2700,409,48,202,509,203,324,330,507,787,795,584,15,21,7,49,692,11,11,6,12,794,61,47,155,6,203,538,16,48,126,234,17,28,5,54,40,196,35,85,78,4305,73,101,106,0,292,137,5,78,1,0,28,4,9,5,5,13,8,41,15,109,0,4,6,4,98,91
unique,26813,11529,21482,12039,12573,8400,384,6226,274,3502,270,2804,323,2663,4629,1341,398,854,405,552,6188,558,1273,633,50,68,2132,987,18407,1634,1512,47,3140,527,187,1347,4254,435,416,1797,1918,155,260,415,6,99,83,70,132,8,169,30,79,96,218,160,91,31,674,238,10,63,13,68,3,88,50,200,25,23,598,581,145,10,37,94,39,3,81,0,169,1162,14,0,56,4,231,11,19,1,5,28,122,89,8,48,383,33,50,33
necessary,5301,4032,2642,3250,47991,3577,127,8425,468,127,1290,13022,3481,6955,716,739,2704,433,428,3790,1044,9,473,3105,6,850,962,433,915,152,44,740,94,588,3,18759,568,3155,54,761,120,47,124,394,7,35,47,14,11,17,18,45,12,75,1062,5399,2585,11,726,692,212,222,376,1190,1,8,80,200,370,15,343,342,81,266,148,111,10,1,315,2,11,169,10,1,29,8,14,0,9,17,47,36,4,37,195,13,79,9,267,2073
wrong,11471,4497,218,12253,9181,3281,353,3634,1874,95,517,3516,577,1804,1441,256,1179,8,7141,3197,9525,4,446,1321,1272,106,13259,87,250,356,7,21,44,142,574,2485,5266,1529,45,2224,109,84,635,470,844,30,88,382,76,21,4,765,84,38,848,13,350,76,889,1722,83,132,1531,586,11,15,73,3851,506,13,902,479,23,29,22,12,51,2,1759,1,2,880,10,61,38,136,11,6,28,11,12,429,25,7248,16,3582,46,19,121,3
positive,41498,42332,8124,3978,2923,4146,579,5581,1607,2034,2064,748,301,981,1976,4284,1004,1105,176,2215,462,693,544,744,21,98,1795,1160,341,1387,911,379,379,156,750,824,297,130,360,786,668,130,124,460,7,50,570,3570,42,16,67,48,1860,257,219,60,83,355,358,39,15,3867,75,185,1,523,24,32,57,398,181,173,27,50,246,19,1098,2,240,2,8,19,88,32,952,8,200,88,127,5,29,2,247,34,113,42,176,164,54,173
complicated,16549,79943,8003,6723,2951,4422,13812,2383,169,1683,7729,959,103,375,2854,2667,189,806,136,311,14,239,664,105,7,18,141,2,72,1318,905,1264,1491,318,240,7,10,797,315,5,993,616,1270,153,3,0,127,7,7,14,1,119,2,143,44,21,439,21,132,13,93,22,36,93,3,176,9,88,22,2616,22,37,25,3,76,36,413,0,16,0,1,26,0,0,221,0,87,81,16,56,5,5,55,402,13,56,18,0,76,18
accurate,9059,62006,22038,1689,7206,8597,426,1087,182,3841,3047,1772,364,373,2352,2227,499,5080,78,1693,2252,447,402,510,5,64,265,61,373,846,2861,295,158,124,12,412,841,118,321,3005,330,22,375,198,2,486,20,366,636,10,76,9,279,46,237,335,62,2,332,420,9,470,87,249,3,631,45,15,35,19,67,125,14,1,36,33,64,0,20,0,1,24,2,0,9,73,199,43,46,6,6,121,668,123,3,12,12,5,108,1133
amazing,1452,11000,37810,13796,1303,4063,564,12261,679,18782,336,804,83,2184,4693,182,1334,31,11916,1750,584,15,416,181,9,33,1184,134,12640,444,247,33,887,297,19,11988,1203,152,622,20,185,644,589,1111,0,10,82,34,66,8,10,2,1,44,458,9,84,4,384,35,3,66,9,54,2,81,4,5790,98,21,162,91,38,5,91,17,62,0,33,0,6,659,1,1,7,0,47,9,24,5,1,5,25,14,2,554,143,51,41,5
competitive,26318,39069,19436,2612,1971,3662,979,1675,160,1030,5969,561,203,300,1031,5718,631,24833,141,566,24,185,312,193,3,171,151,27,1012,1040,402,5753,129,151,54,42,34,108,684,6,261,362,162,192,2,361,254,23,349,7,17,75,27,25,104,280,42,13,128,10,125,66,64,60,8,283,37,16,225,357,66,61,33,32,57,44,196,0,18,0,1,3,4,7,336,3,150,65,11,0,12,11,60,51,35,128,187,77,12,247
pleased,65315,5603,1365,15106,7732,1307,3852,12782,690,2726,489,2684,115,5009,5581,8317,471,261,811,1485,247,151,3576,102,27,461,609,50,224,652,289,18,897,2501,23,135,304,59,387,405,121,80,95,535,2,119,0,153,71,2654,1,67,52,46,316,14,11,0,326,87,1,690,120,96,424,47,18,57,35,170,246,440,18,29,23,37,468,0,456,3,0,28,0,0,37,2,229,6,2,1,2,2,26,130,0,13,401,0,32,148
hot,27027,3278,763,22117,3605,8004,31573,10799,555,4071,691,903,257,599,1767,6119,4851,8,666,936,54,220,1238,198,12,223,1517,132,315,2488,368,380,483,535,181,92,682,156,5045,10,103,704,486,284,2,17,80,109,65,44,33,2,5,18,156,153,112,11,213,58,107,150,138,205,14,161,180,65,70,282,219,70,710,11,52,45,527,0,26,3,1,14,1,2,10,0,409,839,38,30,34,22,45,262,2,473,36,3,41,49
attractive,24361,55643,18659,5403,2105,4495,858,1867,217,853,12138,699,171,1085,2134,2794,707,2355,163,351,24,373,3681,504,5,41,134,24,174,826,333,1623,566,2041,25,44,27,117,307,14,149,112,464,705,6,6,271,33,42,9,7,92,9,79,114,213,17,23,455,14,228,110,55,53,6,104,29,43,19,85,108,198,45,107,107,42,87,0,46,3,2,14,27,6,166,0,276,131,8,3,2,1290,87,158,31,41,58,5,125,299
perfect,582,11887,9954,10491,29919,5584,3856,1230,1056,1103,669,15591,226,4889,978,47,628,10,12063,2172,631,38,106,570,16,182,1380,6399,591,85,41,14,118,255,3,8286,481,73,94,194,25,676,276,214,6,28,60,48,195,38,4964,2,3,1526,422,76,14,1,166,91,11,43,919,125,7,57,18,1341,527,34,133,65,130,16,782,314,24,1,27,0,326,326,11,3,0,3,15,9,1591,14,47,243,15,3,6,48,22,21,59,5
accessible,4657,44009,6684,1600,5966,3062,277,460,87,221,2162,1065,174,2125,443,520,1224,1681,141,1460,561,305,125,5817,5,1668,845,8,356,250,265,423,30,53,2,39,264,125,154,149,51,227,34,471,0,3016,87,79,130,62,2,6,60,16,136,739,24,4,344,8,4,412,32,229,38380,253,335,129,33,21,38,31,91,1110,95,260,7,0,28,6052,25,37,0,0,30,23,27,43,18,7,153,180,120,11,16,1,32,0,12,280
late,5804,622,157,2193,678,255,136383,951,44,800,30,309,81,248,598,335,117,1,187,1323,3,1003,67,197,1,293,30,166,10,101,276,13,521,74,248,3,29,466,300,1,182,1071,25,17,7,0,9,17,1,14,47,2,1,18,83,2,77,33,30,73,1,26,720,178,0,31,17,29,97,8,49,21,7,0,1,21,23,0,24,0,1,1,0,0,0,0,19,152,89,5,5,0,10,69,0,30,1,1,14,16
vulnerable,6537,31203,59399,3088,1206,2802,1113,434,57,234,4985,279,104,1858,781,3561,1880,3742,80,391,591,71,11341,176,4,411,596,42,192,635,38,1591,98,6629,77,31,205,354,48,58,264,1215,62,318,0,31,1246,26,8,2,2,168,13,55,55,103,81,28,115,34,494,22,28,41,47,112,60,14,29,37,42,76,54,36,186,71,31,0,108,4,1,93,54,53,43,1,211,124,5,6,24,156,42,130,319,44,28,2,17,2
safe,13212,3881,911,2732,18570,15742,1685,2117,219,5443,7220,5193,806,2424,2177,1971,2123,201,223,2070,7874,6705,312,1844,16,1964,2230,115,1082,539,2120,121,277,126,11,1830,2187,73,497,1133,298,283,287,345,19,281,63,267,5092,33,18,5,151,429,516,1871,17,4,1231,3691,345,2165,762,615,14,79,125,53,245,69,233,163,175,17,158,301,102,0,69,0,39,72,2726,10,5,4,149,24,54,5,121,314,214,34,37,9,45,13,51,1429
fine,21443,1175,249,4004,1629,3042,2253,2179,340,902,216,405,112,1394,874,1636,1062,12,67004,382,2122,202,983,132,6,179,4086,42,384,262,135,66,399,358,10,2746,4738,86,868,90,29,130,41,413,33,12,28,438,14700,25,40,3,41,70,392,16,43,2,280,986,1,395,27,496,17,78,24,92,58,16,81,158,96,4,637,14,171,0,31,0,2,10,0,13,1,0,538,139,119,8,11,190,173,11,2,28,41,4,49,49
first,150034,1456,1066,105,160,59,14,260,145,64,61,60,236,109,25,240,69,9,53,286,14,2,15,123,19,70,20,41,89,31,6,2,13,12,2,111,5,67,19,10,5,11,0,3,2,3,10,65,48,36,13,0,4,5,22,49,8,0,7,52,0,3,6,74,4,1,12,8,74,0,12,8,21,2,3,1,2,0,8,1,3,1,0,1,1,0,1,0,150,5,5,1,2,1,1,5,4,6,4,3
greater,23,220,14,31,1726,180,14,50,43604,0,12,101,43391,445,9,4,1555,0,56,545,2,315,18,122,33525,465,67,43,78,3,5,365,77,7,1345,6,0,416,1,7,610,73,4,13,3093,1,524,8,0,8,4,0,3,56,324,8,103,4787,62,370,0,203,156,217,5,8,30,48,4293,1,110,176,15,4,4,140,3,356,69,0,2,0,0,0,29,0,7,1,368,0,5,4,7,1,0,2,6,1,16,2
real,67328,16489,2564,7064,11165,6120,5184,1592,1523,319,2109,7627,1118,503,1770,234,637,9,301,288,559,36,90,1019,7,184,1476,561,348,354,25,129,55,84,10,546,525,54,129,295,71,97,67,235,5,109,68,52,133,18,110,41,5,130,1187,113,84,8,344,130,0,74,237,79,2,82,3,29,153,0,337,219,79,11,15,68,74,0,48,1,71,154,0,2,0,59,19,8,694,1,1,112,53,66,9,14,52,11,53,5
challenging,17772,41519,32997,2138,724,1496,1961,3117,62,1293,1569,270,190,966,4891,4827,653,698,114,1065,22,86,4313,192,7,95,79,16,346,1705,393,1692,742,2204,179,36,16,1073,222,8,721,399,103,714,0,4,188,12,7,20,4,191,2,21,155,54,774,47,512,16,241,46,26,85,0,206,63,24,126,173,316,181,40,6,96,139,107,0,26,0,0,8,42,606,251,2,280,102,46,18,21,1150,42,112,37,135,96,0,80,62
lower,190,472,221,154,1230,197,38,116,45983,22,44,289,11144,2536,71,55,2067,4,249,385,16,1521,34,250,8304,667,216,8,33,32,41,171,113,41,13869,9,7,769,7,3,2079,216,3,11,1507,2,573,2478,1,23,0,2,35,27,1136,47,161,16831,94,363,0,1979,124,771,9,51,193,146,450,1,121,155,20,87,21,57,8,664,105,0,2,0,0,0,6,2,12,6,99,30,13,9,72,4,3,13,9,1,34,32
larger,75,315,550,122,633,276,27,50,78367,9,10,68,16813,525,88,18,692,0,274,200,2,514,74,336,7808,568,94,60,90,19,26,1197,278,22,12824,13,3,456,4,8,1610,190,8,16,3541,0,357,59,0,6,11,1,1,85,374,14,129,4435,163,170,2,529,41,514,12,21,26,55,2699,4,106,135,66,4,7,61,6,466,76,0,1,1,0,0,12,0,5,9,84,4,5,256,16,2,0,4,11,0,12,11
surprising,5054,10727,13636,3793,57809,1073,4218,3093,68,971,1360,7713,303,819,2514,269,536,97,186,700,334,35,1981,216,1,12,57,234,418,135,135,17,1575,831,377,35,323,1068,85,1627,4179,21,1187,403,6,2,57,9,7,2,5,18,7,25,234,212,729,0,292,70,6,4,59,28,1,7,0,23,40,176,105,132,36,10,9,17,41,0,1,0,3,93,0,0,114,5,9,2,8,1,1,0,15,1054,0,14,226,0,57,2
confident,19118,44383,2666,10063,6105,3617,1922,2384,197,8747,3771,1803,142,1678,3154,1866,1908,994,234,1011,1488,356,235,114,1,829,376,28,302,251,3099,1499,185,118,22,1326,838,26,543,408,418,199,594,371,1,1951,0,40,122,10,4,35,18,80,69,197,8,2,195,28,16,103,99,72,1,67,17,20,94,1026,135,91,125,10,39,186,396,0,128,0,0,157,1,18,42,1,32,37,7,7,8,20,71,72,73,5,53,3,52,1216
sensitive,21106,25472,14318,4638,1492,2215,4436,1147,192,499,3983,356,174,1048,1091,5783,409,12387,133,350,18,66,5150,167,0,55,167,3,142,762,169,549,263,2618,55,11,12,232,1021,10,198,283,129,205,3,46,938,13,6,5,6,338,3,24,34,53,88,7,122,21,6181,54,5,72,4,136,5,17,87,2172,24,62,19,10,96,64,105,0,84,1,0,12,4414,5,129,1,180,291,12,6,15,12,111,68,244,14,50,5,26,20
advanced,4329,55596,44310,2446,163,1660,1302,396,276,603,1619,24,93,36,825,696,11,4585,12,4,5,532,133,50,521,31,11,3,194,338,539,365,157,17,78,8,8,29,223,3,108,106,53,48,0,43,6,8,1,168,0,1,2,26,8,8,9,57,9,0,34,8,0,13,1,73,5,5,1,23,13,5,14,1,9,38,8,0,7,0,0,1,71,20,33,1,42,34,11,5,8,14,72,19,94,45,5,1,23,35
relevant,6256,25268,21773,1812,8145,7904,257,1639,602,208,3794,2386,674,1964,719,1338,7328,5000,182,772,326,7,5577,1840,1,99,498,10,380,423,34,955,54,3444,56,180,236,74,145,338,250,31,282,576,0,81,715,85,92,10,8,187,25,44,498,3030,29,15,269,77,580,72,53,58,3,186,143,20,89,19,93,293,26,440,41,45,10,0,233,1,0,40,155,0,143,8,30,6,18,3,9,31,83,148,1540,11,63,2,34,21
funny,23072,1759,388,15724,7609,7167,2760,11095,148,10000,1101,4468,2103,1291,4352,1339,1281,14,1654,1326,26,40,1142,635,1,36,372,637,576,1112,118,42,835,522,152,41,87,1571,747,13,256,74,1546,216,3,4,76,149,25,16,25,150,7,17,1165,231,1181,1,804,47,1,49,270,155,0,644,0,70,63,29,119,72,112,11,15,60,334,0,18,0,2,15,0,0,82,11,85,21,43,8,2,2,66,264,0,512,1654,19,49,51
critical,10463,19021,29265,6825,2121,5662,2130,2321,1041,629,2414,552,264,6311,1017,2130,940,8001,227,397,41,25,2367,385,31,417,481,46,270,213,221,2224,320,2982,88,5763,46,1373,275,40,258,231,184,1086,6,8,426,125,0,12,12,499,127,35,162,80,222,15,249,45,90,160,59,117,4,57,13,42,67,1413,59,109,72,43,32,53,122,0,88,1,1,45,67,3,84,10,55,109,25,115,41,1,7,26,147,23,35,25,48,11
willing,3658,23246,1362,4079,31122,1591,3658,1475,224,104,5685,12004,3010,4120,2306,137,3723,16,675,11646,308,14,88,2215,21,1971,845,208,337,32,25,1080,26,63,6,177,335,1265,30,191,64,261,25,245,3,233,52,43,2345,21,10,4,30,159,929,2182,164,1,550,226,7,368,470,542,27,109,182,236,430,30,253,607,78,34,47,514,10,12,284,105,8,15,0,27,1,0,13,36,30,9,31,9,32,7,1,39,110,0,59,8
visible,5744,18566,18394,1243,10364,2036,616,407,318,130,5920,2108,562,2357,1016,259,5605,10295,1199,1529,323,18,502,4399,6,1306,394,127,86,49,130,1097,66,399,236,17,95,463,52,129,91,934,89,88,179,784,52,113,211,168,38,5,27,6,292,1178,225,23,134,27,35,81,164,364,2856,14,292,25,103,34,62,68,63,1234,49,254,15,1,11439,1008,5,5,0,1,40,194,17,48,82,13,60,71,11,19,43,1,0,10,18,14
old,28292,2083,813,8226,3906,19854,35196,5855,317,2526,173,1726,1002,413,2940,810,186,2,1145,95,39,724,268,456,14,1045,402,296,170,303,714,59,1049,94,263,13,67,158,396,20,356,613,326,122,5,5,6,343,11,86,95,10,26,80,173,25,73,5,220,175,0,33,91,72,19,78,12,128,45,14,90,115,121,4,27,444,193,1,67,1,3,20,0,4,2,14,89,39,301,19,7,18,35,160,0,88,78,17,312,31
afraid,4401,3638,1116,9456,51647,641,9631,1999,888,47,1559,22904,735,1413,209,187,2243,13,1632,1943,55,3,125,258,3,623,806,904,272,33,10,147,125,99,178,34,75,839,30,8,155,169,115,81,0,4,3,66,1,4,10,240,13,56,592,1543,227,0,141,263,9,86,2935,155,7,2,29,410,259,40,69,32,92,8,10,58,7,0,133,0,3,16,0,3,3,14,5,4,3,16,23,31,1,404,1,87,241,0,10,17
tough,32686,1299,341,6403,1881,10340,6486,18686,106,10757,329,1204,512,1060,1770,4362,1445,19,1264,3272,6,266,2549,189,9,31,259,90,223,1834,519,1102,637,1950,122,27,15,512,979,2,173,591,904,545,0,1,302,33,3,40,26,2,0,71,156,29,450,13,190,107,133,97,34,226,3,446,12,37,20,82,597,176,38,3,97,85,2042,0,19,0,2,5,2,2603,17,0,342,266,29,27,16,423,91,76,1,190,95,1,99,78
related,339,4191,559,255,20010,122,52,684,775,11,232,2857,621,3183,97,42,315,439,459,599,119,9,744,805,36,152,3628,19,72,6,34,30,60,839,269,39,125,1965,2,163,1288,64,10,53,6,36,308,1312,22,65,122,213,446,129,953,66,166,442,190,1171,154,354,32,1029,51,14,22,146,30,3,241,237,37,92,127,26,1,0,612,4,1,5,159,5,3,325,5,0,11,9,38,32,3,5,29,9,11,60,18,503
rare,38843,4981,1337,9302,2523,3929,2107,1747,63,4602,370,540,173,793,5454,18783,1541,121,174,78,29,7250,641,275,9,782,59,44,708,2612,2050,3312,1099,391,44,26,26,208,921,26,960,128,505,230,0,1,20,32,29,5,8,0,3,90,195,110,99,11,213,141,2,165,8,123,0,296,32,21,20,4,45,115,286,1,81,16,36,0,11,0,1,18,0,0,10,0,1023,44,21,1,95,0,114,52,1,20,46,1,120,47
