                l1  l2                     f             E11  r.log.likelihood  r.Poisson.Stirling  r.gmean  r.odds.ratio  r.relative.risk  r.Dice   r.MI2   r.MI3    r.MS  r.t.score  r.z.score.corr  am.log.likelihood  am.Poisson.Stirling        am.gmean   am.odds.ratio  am.relative.risk         am.Dice          am.MI2           am.MI3           am.MS      am.t.score  am.z.score.corr       f1       f2         N  
          famously  controversial         68   9.3647011e+00             15873               11713    20904          9236             9092   20367   20904   28399   24556      17806           14517      1.5276535e+02        2.9016995e+01   2.5828662e-03   0.86403786983     0.86368559643   1.6591233e-03   2.69352390413    4.5260328e+00   9.3926544e-04       7.1105744      18.99734671     9574    72397  74015056  
              thus  meaningless           25   3.4291063e+00             23328               16109    32545          9237             9101   21951   32545   45710   18282      26698           20807      5.6246794e+01        1.0711614e+01   1.5692405e-03   0.86396280554     0.86323532811   1.5347781e-03   2.26069906717    3.6586391e+00   1.2700671e-03       4.3141787      11.37869563    19684    12894  74015056  
       universally  readable              18   2.4680346e+00             25968               17519    37194          9238             9097   25175   37194   52860   18021      29935           23248      4.0501997e+01        7.7152820e+00   1.3317934e-03   0.86392082549     0.86343752797   1.3310656e-03   2.11819376425    3.3734663e+00   1.2884753e-03       3.6609194       9.56841810    13076    13970  74015056  
               any  richer               103   1.4218927e+01             13214               10001    17224          9239             9163   17580   17224   22953   21467      14668           12302      2.3115319e+02        4.3844619e+01   3.1750003e-03   0.86390530753     0.86037272620   1.9276297e-03   2.87280761585    4.8856448e+00   1.0741251e-03       8.7478590      23.41176655    95892    10975  74015056  
             often  subject             1206   1.6913785e+02              3503                2964     4549          9240             9258    3662    4549    5114    4204       3436            4014      2.6899679e+03        5.0508728e+02   1.0778712e-02   0.86389435338     0.85494826855   8.1420195e-03   3.93445379951    7.0158011e+00   4.9187950e-03      29.8570823      79.68767091   245182    51059  74015056  
         allegedly  inconsistent          16   2.1938406e+00             26990               17998    38995          9241             9096   27308   38995   55569   23334      31126           24085      3.6000402e+01        6.8579268e+00   1.2556176e-03   0.86388397326     0.86351342728   1.2203959e-03   2.06703488749    3.2711549e+00   9.8802025e-04       3.4515398       8.98359535    10027    16194  74015056  
        apparently  eager                193   2.6606951e+01              9819                7647    12533          9242             9116    7492   12533   16252    5682      10565            9443      4.3334155e+02        8.2269670e+01   4.3491033e-03   0.86385772248     0.86242971505   4.3102486e-03   3.14611951333    5.4316768e+00   3.8030306e-03      11.9772338      32.16108099    38805    50749  74015056  
                of  cool                 416   5.8229909e+01              6635                5385     8378          9243             9103   10780    8378   10387   14082       6861            6727      9.2850355e+02        1.7457554e+02   6.3366576e-03   0.86380496735     0.86318749841   3.0839029e-03   3.47304055191    6.0921339e+00   1.6459928e-03      17.5411219      46.81915878    17053   252735  74015056  
             about  bloody                70   9.6430518e+00             15682               11576    20640          9244             9143   18884   20640   27970   22247      17573           14348      1.5720187e+02        2.9861234e+01   2.6201778e-03   0.86376202083     0.86127189455   1.7924589e-03   2.70598158216    4.5510796e+00   1.0364689e-03       7.2140351      19.27557410    67537    10568  74015056  
              also  responsible        18056   2.7246809e+03               415                 375      753          9245             9914     690     753     530     885        341             780      3.9109017e+04        6.9878782e+03   4.0207187e-02   0.86371726591     0.82786661649   2.9552063e-02   5.07792744824    9.3345490e+00   1.7610713e-02     114.0955616     293.70242866  1025285   196694  74015056  
         supremely  flavorful             14   1.9200178e+00             28103               18544    41101          9246             9102   28474   41101   58740   22262      32522           25099      3.1492966e+01        5.9993962e+00   1.1743982e-03   0.86371057164     0.86321119073   1.1652102e-03   2.00895081636    3.1550789e+00   1.0358861e-03       3.2285110       8.35709356    13515    10515  74015056  
       technically  innovative           220   3.0358850e+01              9208                7183    11723          9247             9121    7066   11723   15089    5768       9855            8919      4.9371077e+02        9.3685433e+01   4.6410899e-03   0.86370260571     0.86229441465   4.5377198e-03   3.20256004081    5.5449827e+00   3.7505541e-03      12.7856037      34.32759393    38307    58658  74015056  
         intensely  interested           884   1.2496890e+02              4295                3586     5580          9248             9112    6961    5580    6350    9196       4274            4737      1.9651359e+03        3.6717455e+02   9.1916028e-03   0.86361781112     0.86269327447   4.5973544e-03   3.79610256940    6.7425548e+00   2.4638437e-03      25.5289784      67.85352420    25780   358789  74015056  
        altogether  extraordinary         42   5.7702539e+00             19270               13757    26091          9249             9105   17024   26091   35945   14044      21879           17386      9.4406531e+01        1.7965915e+01   2.0323186e-03   0.86361230579     0.86299316812   1.9891073e-03   2.48530365917    4.1085529e+00   1.6505541e-03       5.5903712      14.87416071    16784    25446  74015056  
          horribly  jealous               25   3.4319142e+00             23335               16116    32556          9250             9107   21563   32556   45722   15935      26700           20816      5.6210287e+01        1.0702728e+01   1.5685984e-03   0.86358335243     0.86295027501   1.5644066e-03   2.26034359173    3.6582836e+00   1.4578960e-03       4.3136172      11.37252408    17148    14813  74015056  
            pretty  straight            2429   3.7480159e+02              2285                2064     3158          9251            10335   10183    3158    3197   14068       2086            2951      5.2111923e+03        9.1653847e+02   1.4583668e-02   0.86353960038     0.81223170741   3.2531998e-03   4.19705360317    7.5824811e+00   1.6473548e-03      41.6800884     106.08059654  1474485    18814  74015056  
             again  welcoming             46   6.3220936e+00             18579               13355    24989          9252             9111   15939   24989   34430   11480      21039           16811      1.0337252e+02        1.9669712e+01   2.1265095e-03   0.86349508097     0.86274311303   2.1227993e-03   2.52465474369    4.1874126e+00   2.0044446e-03       5.8501881      15.58155384    20390    22949  74015056  
             often  unnecessary          498   6.9759965e+01              6004                4923     7634          9253             9276    8756    7634    9235   11302       6112            6192      1.1107460e+03        2.0882565e+02   6.9305257e-03   0.86333751718     0.85438251424   3.7409715e-03   3.55085242964    6.2480818e+00   2.0311442e-03      19.1898948      51.21259380   245182    21059  74015056  
          racially  questionable          15   2.0600072e+00             27546               18284    40057          9254             9110   28499   40057   57068   25398      31790           24591      3.3708550e+01        6.4189205e+00   1.2147778e-03   0.86317297404     0.86283326264   1.1643703e-03   2.03831377489    3.2144050e+00   9.0607067e-04       3.3410918       8.66733847     9210    16555  74015056  
              also  possible           32336   4.9403005e+03               230                 216      484          9255             9916     354     484     296     377        174             529      6.9655680e+04        1.2340661e+04   5.3474850e-02   0.86313646218     0.82775290116   4.6798521e-02   5.32561922735    9.8353055e+00   3.1538548e-02     152.3488730     389.76046538  1025285   356639  74015056  
      ridiculously  steep                 93   1.2813578e+01             13851               10414    18132          9256             9129   11154   18132   24228    8645      15388           12795      2.0871951e+02        3.9666178e+01   3.0198662e-03   0.86310376082     0.86178846607   2.9867523e-03   2.82929547526    4.7977784e+00   2.6024177e-03       8.3149446      22.26122788    35736    26539  74015056  
      ridiculously  gorgeous             117   1.6130073e+01             12456                9486    16154          9257             9131    9780   16154   21408    6734      13759           11670      2.6251872e+02        4.9871839e+01   3.3861614e-03   0.86309215524     0.86177766358   3.3842416e-03   2.92873537911    4.9969212e+00   3.2740094e-03       9.3254280      24.99110356    35736    33408  74015056  
         massively  ambitious             90   1.2418014e+01             14074               10547    18413          9258             9115   14545   18413   24655   16207      15617           12983      2.0186336e+02        3.8330629e+01   2.9686322e-03   0.86303771869     0.86250021992   2.3247404e-03   2.81443286506    4.7686754e+00   1.4333493e-03       8.1778593      21.87392997    14638    62790  74015056  
     traditionally  static                17   2.3358677e+00             26470               17775    38093          9259             9118   26996   38093   54225   24108      30554           23658      3.8190184e+01        7.2710055e+00   1.2928995e-03   0.86301468279     0.86235914846   1.2362737e-03   2.09244960799    3.3228985e+00   9.5634563e-04       3.5565745       9.26756964    17776     9726  74015056  
        supposedly  non-existent          23   3.1614881e+00             24028               16499    33740          9260             9122   23131   33740   47495   19907      27510           21387      5.1660941e+01        9.8334614e+00   1.5035644e-03   0.86300122039     0.86227237036   1.4554199e-03   2.22356411830    3.5852920e+00   1.1633789e-03       4.1366157      10.87620225    19770    11836  74015056  
         painfully  bland                 35   4.8154799e+00             20693               14596    28275          9261             9126   20221   28275   39272   19803      23548           18593      7.8583908e+01        1.4949690e+01   1.8539082e-03   0.86296972028     0.86186665935   1.6729602e-03   2.40549651239    3.9495646e+00   1.1691609e-03       5.1021151      13.52727266    29936    11906  74015056  
         literally  identical             59   8.1316523e+00             16828               12286    22330          9262             9114   17834   22330   30479   19644      18993           15328      1.3237985e+02        2.5156345e+01   2.4049307e-03   0.86295667633     0.86251443848   1.9015696e-03   2.63152522022    4.4023772e+00   1.1794810e-03       6.6224948      17.66315591    12032    50022  74015056  
          horribly  dull                  33   4.5391253e+00             21130               14868    28956          9263             9123   18838   28956   40357   13766      24118           18968      7.4095944e+01        1.4099160e+01   1.8003951e-03   0.86289502450     0.86226336212   1.7964072e-03   2.38005570486    3.8985696e+00   1.6843610e-03       4.9544023      13.12395297    17148    19592  74015056  
               non  transparent           46   6.3394636e+00             18588               13370    25024          9264             9117   20453   25024   34449   22729      21046           16833      1.0319590e+02        1.9614898e+01   2.1235942e-03   0.86275448914     0.86237421085   1.6518538e-03   2.52346314838    4.1862210e+00   1.0143777e-03       5.8476271      15.55329373    10347    45348  74015056  
         similarly  questionable          53   7.3006119e+00             17536               12745    23424          9265             9138   15696   23424   32121   14282      19845           15935      1.1891898e+02        2.2610973e+01   2.2800071e-03   0.86272653443     0.86152522614   2.1546905e-03   2.58519247610    4.3094683e+00   1.6237745e-03       6.2772937      16.72834296    32640    16555  74015056  
           however  unpopular            136   1.8782528e+01             11601                8924    14988          9266             9154    9677   14988   19714    8947      12687           10968      3.0483980e+02        5.7866691e+01   3.6475550e-03   0.86270917960     0.86073241149   3.4153263e-03   2.99332376673    5.1268627e+00   2.5277871e-03      10.0513153      26.93139481    53802    25839  74015056  
        supposedly  magical               47   6.4744264e+00             18431               13271    24764          9267             9130   15839   24764   34087   11880      20858           16685      1.0543488e+02        2.0050298e+01   2.1470254e-03   0.86251515117     0.86178800732   2.1359267e-03   2.53299441994    4.2050923e+00   1.9390239e-03       5.9112625      15.73029679    19770    24239  74015056  
        completely  ridiculous          2128   3.0575039e+02              2468                2134     3296          9268             9513    3897    3296    3424    5120       2273            3006      4.6958116e+03        8.6888394e+02   1.4145818e-02   0.86250446137     0.84416070627   7.6797875e-03   4.17057622675    7.4985479e+00   4.1742596e-03      39.5022701     104.18499491   509791    44391  74015056  
           exactly  average               78   1.0766486e+01             14981               11141    19681          9269             9157   14642   19681   26550   15584      16742           13778      1.7483931e+02        3.3206639e+01   2.7631062e-03   0.86250335698     0.86057874931   2.3083753e-03   2.75211522821    4.6442098e+00   1.4896583e-03       7.6126964      20.33794207    52361    15219  74015056  
       dangerously  volatile              83   1.1448216e+01             14558               10871    19138          9270             9137   11883   19138   25742    9161      16269           13407      1.8609939e+02        3.5361800e+01   2.8513409e-03   0.86250107735     0.86157368869   2.8226012e-03   2.77941835874    4.6984965e+00   2.4724456e-03       7.8538286      20.99936064    25241    33570  74015056  
              more  compact             9776   2.2821312e+03               925                1167     1630          9271            16430   14259    1630    1205   19525        768            1865      1.7087579e+04        1.9310153e+03   2.3786517e-02   0.86247270307     0.63221579183   2.3665783e-03   4.62198178494    8.6121430e+00   1.1862320e-03      75.7923706     156.85804924  8241221    20496  74015056  
         basically  anonymous             22   3.0281242e+00             24381               16670    34373          9272             9136   24249   34373   48457   22170      27965           21755      4.9363649e+01        9.3929993e+00   1.4695210e-03   0.86241767471     0.86163846126   1.3855649e-03   2.20367167424    3.5460944e+00   1.0393046e-03       4.0448175      10.61510161    21168    10588  74015056  
        especially  wary                 558   7.9017847e+01              5626                4669     7222          9273             9393   11018    7222    8578   14696       5714            5928      1.2381700e+03        2.3135491e+02   7.2964493e-03   0.86230567608     0.84949875928   3.0194070e-03   3.59554320802    6.3421774e+00   1.5805440e-03      20.2769314      53.82736855   353043    16566  74015056  
          socially  impactful             86   1.1887809e+01             14363               10732    18852          9274             9174   14779   18852   25275   16387      15996           13248      1.9260575e+02        3.6558785e+01   2.8992623e-03   0.86215696800     0.85992693577   2.2863523e-03   2.79389508814    4.7283935e+00   1.4157777e-03       7.9917231      21.35004712    60744    14485  74015056  
            enough  fertile               19   2.6162349e+00             25562               17292    36428          9275             9140   25148   36428   51690   21074      29380           22854      4.2614721e+01        8.1088653e+00   1.3653852e-03   0.86212537083     0.86148742099   1.3329592e-03   2.13983046857    3.4185841e+00   1.0956060e-03       3.7586935       9.82008144    17342    11166  74015056  
         eternally  loving                16   2.2028656e+00             27023               18025    39078          9276             9132   27673   39078   55613   24548      31144           24127      3.5887363e+01        6.8294000e+00   1.2530429e-03   0.86211056295     0.86175844299   1.2028266e-03   2.06525196627    3.2693719e+00   9.3951850e-04       3.4492836       8.95909330     9574    17030  74015056  
         allegedly  mistaken              15   2.0651418e+00             27562               18293    40098          9277             9134   27998   40098   57096   23432      31796           24616      3.3643501e+01        6.4027034e+00   1.2132667e-03   0.86207088484     0.86170209441   1.1871315e-03   2.03723263513    3.2133239e+00   9.8399370e-04       3.3397660       8.65298388    10027    15244  74015056  
      consistently  average               63   8.6973286e+00             16408               12022    21669          9278             9161   15433   21669   29566   15587      18426           14963      1.4115352e+02        2.6816592e+01   2.4830621e-03   0.86206627549     0.86051269701   2.1906567e-03   2.65929522106    4.4586358e+00   1.4894321e-03       6.8414935      18.24361510    42298    15219  74015056  
          uniquely  visual                44   6.0699876e+00             18928               13569    25568          9279             9153   18160   25568   35250   17855      21468           17130      9.8604382e+01        1.8742697e+01   2.0758632e-03   0.86199559769     0.86075185948   1.8674533e-03   2.50371754922    4.1471702e+00   1.2998139e-03       5.7181645      15.19238890    33851    13272  74015056  
        enormously  comforting            35   4.8253680e+00             20704               14605    28304          9280             9150   19067   28304   39292   16774      23559           18607      7.8453573e+01        1.4918509e+01   1.8520077e-03   0.86198540265     0.86105647992   1.7763792e-03   2.40460565222    3.9486737e+00   1.3847128e-03       5.1004437      13.50890427    25276    14130  74015056  
        noticeably  richer                17   2.3413513e+00             26484               17782    38122          9281             9141   26324   38122   54254   21423      30562           23691      3.8120405e+01        7.2536935e+00   1.2913846e-03   0.86196641774     0.86138575897   1.2703157e-03   2.09143125590    3.3218802e+00   1.0766308e-03       3.5552445       9.25312676    15790    10975  74015056  
       deliciously  pink                   9   1.2389996e+00             31957               20290    48751          9282             9139   34706   48751   70337   26499      36915           28770      2.0183190e+01        3.8418917e+00   9.3982478e-04   0.86187797057     0.86149637584   9.3681690e-04   1.81541385166    2.7696564e+00   8.6746988e-04       2.5870001       6.52320275    10375     8839  74015056  
   extraordinarily  insightful            52   7.1815680e+00             17684               12848    23674          9283             9166   17882   23674   32426   18851      20019           16076      1.1646226e+02        2.2125458e+01   2.2554524e-03   0.86179690760     0.86024475610   1.8960111e-03   2.57578740835    4.2917908e+00   1.2298959e-03       6.2151983      16.53768619    42280    12572  74015056  
          somewhat  smaller              255   3.5728556e+01              8605                6740    10914          9284             9286   15057   10914   13946   19493       9108            8392      5.6792910e+02        1.0690371e+02   4.9587523e-03   0.86179204226     0.85396867350   2.2470227e-03   3.26006490213    5.6666051e+00   1.1879970e-03      13.7313105      36.60015334   214647    12320  74015056  
                no  greater              392   5.5052605e+01              6886                5554     8680          9285             9298   10708    8680   10818   13915       7110            6946      8.7218119e+02        1.6393978e+02   6.1409717e-03   0.86169471131     0.85313061416   3.1031808e-03   3.44579426088    6.0390803e+00   1.6657531e-03      17.0184134      45.34487756   235329    17315  74015056  
     fundamentally  collaborative         34   4.6926500e+00             20904               14760    28642          9286             9162   22000   28642   39824   23237      23847           18815      7.6159897e+01        1.4476053e+01   1.8243569e-03   0.86169009348     0.86043266492   1.5320146e-03   2.39153967482    3.9230186e+00   9.9290366e-04       5.0261691      13.29824195    34243    10143  74015056  
           visibly  identifiable          29   3.9998451e+00             22147               15443    30628          9287             9145   20810   30628   42820   18200      25297           19841      6.4975581e+01        1.2355750e+01   1.6854519e-03   0.86166778098     0.86118978591   1.6220147e-03   2.32275282148    3.7851508e+00   1.2753980e-03       4.6424122      12.25031462    13020    22738  74015056  
            eerily  beautiful            403   5.6884960e+01              6785                5479     8560          9288             9148   13012    8560   10630   17143       7009            6875      8.9482054e+02        1.6765328e+02   6.2107820e-03   0.86161870476     0.86111131193   2.5848163e-03   3.45561263648    6.0609177e+00   1.3538164e-03      17.2412182      45.82409594    14144   297677  74015056  
               all  asleep               346   4.9185737e+01              7358                5928     9307          9289             9432   19426    9307   11704   25761       7659            7406      7.6611400e+02        1.4287808e+02   5.7345120e-03   0.86159997502     0.84756946209   1.7421559e-03   3.38631301009    5.9253891e+00   8.9216187e-04      15.9568336      42.25060792   387822     9387  74015056  
               all  natural             4316   6.1882752e+02              1453                1252     2074          9290             9431    1451    2074    1901    1559       1296            1992      9.5244141e+03        1.7661820e+03   2.0166781e-02   0.86158723539     0.84767855817   1.7061851e-02   4.47859325016    8.1136747e+00   1.1128817e-02      56.2767480     148.60251615   387822   118102  74015056  
       technically  incompetent           33   4.5570882e+00             21150               14885    29001          9291             9167   23998   29001   40394   26645      24126           19000      7.3895705e+01        1.4042557e+01   1.7968432e-03   0.86155520539     0.86014913137   1.4009170e-03   2.37834044983    3.8968544e+00   8.6146135e-04       4.9512754      13.08964733    38307     8805  74015056  
               yet  live                 126   1.7477437e+01             12059                9240    15620          9292             9194   13349   15620   20562   15637      13228           11348      2.8166229e+02        5.3373388e+01   3.5032541e-03   0.86155384326     0.85844906680   2.5186651e-03   2.95826334098    5.0586339e+00   1.4858841e-03       9.6679583      25.83899406    84798    15255  74015056  
              long  feasible             581   8.1444669e+01              5480                4525     7029          9293             9274    6099    7029    8342    7464       5567            5783      1.2934251e+03        2.4345003e+02   7.4831554e-03   0.86151119239     0.85443052994   5.1521937e-03   3.61748960122    6.3816657e+00   2.9863788e-03      20.7250474      55.29901139   194550    30985  74015056  
          racially  representative        22   3.0350732e+00             24398               16679    34406          9294             9147   25591   34406   48475   25494      27976           21782      4.9279499e+01        9.3710988e+00   1.4678378e-03   0.86148698386     0.86114901871   1.3094848e-03   2.20267619731    3.5450989e+00   9.0197204e-04       4.0433360      10.59895404     9210    24391  74015056  
        profoundly  meaningful           123   1.7029562e+01             12205                9328    15793          9295             9159   10146   15793   20829    9270      13391           11459      2.7513123e+02        5.2202081e+01   3.4645221e-03   0.86145992762     0.86054276152   3.2647644e-03   2.94860675312    5.0385119e+00   2.4461548e-03       9.5550326      25.55812654    25067    50283  74015056  
        constantly  surprising           244   3.4040742e+01              8778                6856    11159          9296             9152   11335   11159   14287   14116       9325            8554      5.4416585e+02        1.0274750e+02   4.8610522e-03   0.86143106519     0.86081592790   2.9465396e-03   3.24278063267    5.6301705e+00   1.6412078e-03      13.4412641      35.90046307    16947   148671  74015056  
             maybe  unnecessary           37   5.1080449e+00             20282               14365    27655          9297             9155   17877   27655   38264   13208      23034           18260      8.2848628e+01        1.5749144e+01   1.9028929e-03   0.86137795869     0.86071941333   1.8968523e-03   2.42814874472    3.9963505e+00   1.7569685e-03       5.2430051      13.88964076    17953    21059  74015056  
             truly  disgusting           450   6.3816579e+01              6379                5214     8087          9298             9407   13502    8087    9916   17908       6522            6543      9.9710154e+02        1.8629303e+02   6.5476539e-03   0.86133682590     0.84876218629   2.4933718e-03   3.50149150694    6.1547040e+00   1.2954897e-03      18.2048610      48.27966080   347359    13598  74015056  
              thus  most                  42   5.8010777e+00             19299               13774    26152          9299             9160   16735   26152   35988   11979      21893           17426      9.4017501e+01        1.7868737e+01   2.0269121e-03   0.86126196636     0.86054024647   2.0242427e-03   2.48298989713    4.1062392e+00   1.9254573e-03       5.5856150      14.82179368    19684    21813  74015056  
        critically  flawed                94   1.3006724e+01             13818               10391    18079          9300             9173   11131   18079   24128    8707      15316           12768      2.1027400e+02        3.9918552e+01   3.0295900e-03   0.86126035475     0.85992903161   2.9920107e-03   2.83208778486    4.8052156e+00   2.5859697e-03       8.3538186      22.31904677    36350    26484  74015056  
            simply  foolish              110   1.5274321e+01             12861                9743    16730          9301             9208   15770   16730   22188   18975      14218           12032      2.4571309e+02        4.6544991e+01   3.2715359e-03   0.86118004534     0.85788819807   2.1451276e-03   2.89882344628    4.9402161e+00   1.2222765e-03       9.0317391      24.10950601    89996    12562  74015056  
              thus  unreliable            17   2.3467065e+00             26497               17787    38158          9302             9164   27870   38158   54288   26599      30568           23712      3.8055498e+01        7.2368261e+00   1.2899102e-03   0.86103567190     0.86031359699   1.1926477e-03   2.09043905903    3.3208880e+00   8.6364560e-04       3.5539457       9.23906707    19684     8824  74015056  
          slightly  dark                2637   3.7542492e+02              2095                1820     2816          9303             9381    1912    2816    2866    2100       1909            2649      5.8308171e+03        1.0872155e+03   1.5819347e-02   0.86068403417     0.84987183600   1.3420462e-02   4.26769716466    7.6888073e+00   8.7748488e-03      44.0408757     116.69531923   300518    92464  74015056  
           awfully  foolish               30   4.1478415e+00             21902               15295    30250          9304             9178   20816   30250   42176   18891      24964           19632      6.7092869e+01        1.2750139e+01   1.7121829e-03   0.86065396608     0.85975883464   1.6215778e-03   2.33642036105    3.8135416e+00   1.2275461e-03       4.7199368      12.44812291    24439    12562  74015056  
         eternally  hungry                33   4.5657397e+00             21159               14895    29024          9305             9165   22889   29024   40417   24648      24136           19017      7.3782161e+01        1.4015374e+01   1.7951400e-03   0.86064536982     0.86029516129   1.4708832e-03   2.37751673373    3.8960307e+00   9.3492365e-04       4.9497694      13.07319090     9574    35297  74015056  
       beautifully  immersive             19   2.6251997e+00             25587               17303    36489          9306             9171   25072   36489   51741   20634      29393           22888      4.2502356e+01        8.0806388e+00   1.3630519e-03   0.86063219263     0.86001096189   1.3373218e-03   2.13834486222    3.4170985e+00   1.1206134e-03       3.7566368       9.79776688    16955    11460  74015056  
      unbelievably  adorable              51   7.0570174e+00             17846               12935    23910          9307             9176   15163   23910   32763   10548      20190           16230      1.1401919e+02        2.1657380e+01   2.2315136e-03   0.86062209828     0.85980898468   2.2306296e-03   2.56651916233    4.2740893e+00   2.1695665e-03       6.1532483      16.35343688    22220    23507  74015056  
         otherwise  flat                 325   4.5252870e+01              7591                6042     9533          9308             9205    5700    9533   12072    4536       7930            7527      7.2478317e+02        1.3713139e+02   5.6156530e-03   0.86053191342     0.85796933449   5.5106695e-03   3.36812059466    5.8800040e+00   4.6212692e-03      15.5175788      41.51123505    70327    47626  74015056  
           already  huge                 811   1.1428660e+02              4530                3752     5867          9309             9311    4986    5867    6715    5993       4513            4930      1.8001076e+03        3.3796889e+02   8.8178592e-03   0.86048274236     0.85238164595   6.2045987e-03   3.76004639368    6.6690672e+00   3.6272396e-03      24.4649164      65.12454772   223586    37833  74015056  
        noticeably  sharp                 67   9.2854047e+00             16021               11804    21111          9310             9175   14976   21111   28668   15083      17926           14657      1.4967612e+02        2.8406625e+01   2.5557263e-03   0.86044193898     0.85986521594   2.2591250e-03   2.68434876767    4.5104236e+00   1.5393452e-03       7.0509600      18.77614417    15790    43525  74015056  
      refreshingly  cold                  98   1.3642317e+01             13569               10220    17748          9311             9169   19407   17748   23669   24135      15035           12606      2.1855102e+02        4.1360260e+01   3.0840540e-03   0.86043802616     0.86008009544   1.7437878e-03   2.84756402263    4.8387901e+00   9.5560344e-04       8.5214128      22.70381271     9846   102553  74015056  
          horribly  bored                 24   3.3183898e+00             23701               16331    33209          9312             9177   22106   33209   46647   16594      27126           21150      5.3663188e+01        1.0199745e+01   1.5313960e-03   0.86043586924     0.85980805220   1.5252137e-03   2.23949508872    3.6197063e+00   1.3995801e-03       4.2216160      11.07878456    17148    14323  74015056  
            though  reluctant             29   4.0122141e+00             22162               15454    30662          9313             9170   22199   30662   42849   21696      25305           19870      6.4826024e+01        1.2316863e+01   1.6828520e-03   0.86041076795     0.86001275282   1.5193985e-03   2.32141189495    3.7838099e+00   1.0625824e-03       4.6401154      12.22524212    10881    27292  74015056  
            longer  exempt                10   1.3816562e+00             31087               19894    46927          9314             9172   33215   46927   67512   25570      35831           27931      2.2364118e+01        4.2530552e+00   9.8887173e-04   0.86034404960     0.85993682174   9.8444576e-04   1.85959999712    2.8596000e+00   8.9944235e-04       2.7253596       6.90664980    11118     9198  74015056  
            mainly  technical             83   1.1506985e+01             14585               10894    19184          9315             9179   11951   19184   25784    9329      16274           13451      1.8536618e+02        3.5177232e+01   2.8440504e-03   0.86027440205     0.85936256459   2.8097495e-03   2.77719464552    4.6962727e+00   2.4330187e-03       7.8473779      20.92834337    24966    34114  74015056  
         therefore  critical             586   8.2097110e+01              5459                4498     6992          9316             9193    4787    6992    8297    5043       5538            5749      1.3033248e+03        2.4569531e+02   7.5175036e-03   0.86018390355     0.85859743027   6.4255443e-03   3.62146736450    6.3893650e+00   4.2299780e-03      20.8160365      55.55866107    43862   138535  74015056  
             plain  terrible             126   1.7498020e+01             12070                9241    15631          9317             9189    9531   15631   20577    7491      13230           11356      2.8115706e+02        5.3308981e+01   3.5011930e-03   0.86004113660     0.85892543372   3.4555577e-03   2.95775217668    5.0581227e+00   2.9765420e-03       9.6661246      25.81887173    30595    42331  74015056  
         similarly  troubled              29   4.0174313e+00             22169               15458    30675          9318             9191   24182   30675   42858   25873      25312           19883      6.4768484e+01        1.2300497e+01   1.6817589e-03   0.85997540458     0.85878211897   1.3892216e-03   2.32084754081    3.7832455e+00   8.8848039e-04       4.6391465      12.21469860    32640     9110  74015056  
         partially  immune                33   4.5705302e+00             21170               14899    29043          9319             9183   18928   29043   40428   14012      24141           19030      7.3703284e+01        1.4000345e+01   1.7941990e-03   0.85989586867     0.85927585987   1.7883756e-03   2.37706130032    3.8955752e+00   1.6551309e-03       4.9489355      13.06409718    16967    19938  74015056  
      unbelievably  vast                  31   4.2938920e+00             21663               15158    29837          9320             9187   19964   29837   41570   16642      24686           19400      6.9231028e+01        1.3150699e+01   1.7389060e-03   0.85984502360     0.85903296398   1.6975604e-03   2.34987226649    3.8412340e+00   1.3951395e-03       4.7965586      12.64669268    22220    14303  74015056  
         otherwise  disappointing        323   4.5046683e+01              7616                6065     9587          9321             9216    5730    9587   12131    4570       7966            7554      7.1941910e+02        1.3606221e+02   5.5938534e-03   0.85981845450     0.85726067487   5.4868519e-03   3.36474223017    5.8739448e+00   4.5928306e-03      15.4657363      41.33886176    70327    47409  74015056  
              only  usable               434   6.2015129e+01              6526                5344     8271          9322             9481   15973    8271   10172   21165       6673            6690      9.5741360e+02        1.7824276e+02   6.4059105e-03   0.85971729352     0.84539824313   2.1195235e-03   3.48248180540    6.1199715e+00   1.0904714e-03      17.8558452      47.17287052   397993    11533  74015056  
         naturally  defensive             47   6.5205700e+00             18467               13301    24843          9323             9196   18226   24843   34156   18612      20876           16755      1.0488042e+02        1.9905337e+01   2.1394150e-03   0.85965643267     0.85827836934   1.8602074e-03   2.52991015227    4.2020080e+00   1.2451651e-03       5.9045317      15.65646876    37746    12786  74015056  
        impossibly  bright                90   1.2515661e+01             14107               10574    18479          9324             9184   14614   18479   24709   16286      15637           13024      2.0064610e+02        3.8024481e+01   2.9570290e-03   0.85962455287     0.85909079036   2.3130598e-03   2.81103122748    4.7652737e+00   1.4251781e-03       8.1675665      21.76083167    14669    63150  74015056  
     astonishingly  irresponsible         11   1.5225061e+00             30260               19535    45302          9325             9182   32016   45302   64932   25440      34929           27120      2.4567929e+01        4.6699307e+00   1.0362228e-03   0.85961691372     0.85927852899   1.0265982e-03   1.90022632225    2.9416190e+00   9.0371344e-04       2.8575719       7.27571357     9258    12172  74015056  
       wonderfully  light                265   3.6969366e+01              8418                6619    10648          9326             9199    6759   10648   13599    6371       8891            8215      5.8999301e+02        1.1159399e+02   5.0659959e-03   0.85949270994     0.85820282380   4.7094366e-03   3.27864973935    5.7018956e+00   3.4412456e-03      14.0078105      37.42130010    35533    77007  74015056  
