hit_id,status,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19951018_0554_17:18,keep,so_popular,so,popular,"-LBQ-  It 's kind of depressing that part of the reason ` You Oughta Know ' is so popular is because people see its shock as a novelty ; thinking ` yeah , that chick is being perverted , '  -RDQ-  Hatfield said of Morissette 's song .",nyt_eng_19951018_0554_17,18
nyt_eng_19951019_0008_32:12,discard,pretty_sure,pretty,sure,"-LBQ-  I guess if they felt that way , I 'm pretty sure that , everyone being a professional , they would have come to me and said something about it ,  -RDQ-  he said .",nyt_eng_19951019_0008_32,12
nyt_eng_19951019_0008_32:12,keep,pretty_sure,pretty,sure,"-LBQ-  I guess if they felt that way , I 'm pretty sure that , everyone being a professional , they would have come to me and said something about it ,  -RDQ-  he said .",nyt_eng_19951019_0008_32,12
nyt_eng_19951019_0379_13:30,discard,inherently_objectionable,inherently,objectionable,"Unlike Washington 's  -LBQ-  Redskins ,  -RDQ-  a nasty , even vile moniker in every sense , the names  -LBQ-  Braves  -RDQ-  and  -LBQ-  Indians  -RDQ-  themselves are n't inherently objectionable .",nyt_eng_19951019_0379_13,30
nyt_eng_19951019_0379_13:30,keep,inherently_objectionable,inherently,objectionable,"Unlike Washington 's  -LBQ-  Redskins ,  -RDQ-  a nasty , even vile moniker in every sense , the names  -LBQ-  Braves  -RDQ-  and  -LBQ-  Indians  -RDQ-  themselves are n't inherently objectionable .",nyt_eng_19951019_0379_13,30
nyt_eng_19951019_0503_35:10,discard,still_warm,still,warm,"The day we went , the peaceful waters were still warm enough for swimming in the 70-degree sun .",nyt_eng_19951019_0503_35,10
nyt_eng_19951019_0503_35:10,keep,still_warm,still,warm,"The day we went , the peaceful waters were still warm enough for swimming in the 70-degree sun .",nyt_eng_19951019_0503_35,10
nyt_eng_19951020_0003_24:7,discard,again_undefeated,again,undefeated,"This season , the Hawkeyes are again undefeated , but they have yet to get top-10 respect .",nyt_eng_19951020_0003_24,7
nyt_eng_19951020_0003_24:7,keep,again_undefeated,again,undefeated,"This season , the Hawkeyes are again undefeated , but they have yet to get top-10 respect .",nyt_eng_19951020_0003_24,7
nyt_eng_19951020_0248_49:15,discard,very_accurate,very,accurate,"If you like economy , the EPA mileage ratings on the window sticker are very accurate , though that once was n't true .",nyt_eng_19951020_0248_49,15
nyt_eng_19951020_0248_49:15,keep,very_accurate,very,accurate,"If you like economy , the EPA mileage ratings on the window sticker are very accurate , though that once was n't true .",nyt_eng_19951020_0248_49,15
nyt_eng_19951021_0072_32:9,discard,so_lucky,so,lucky,"Other times , however , they 're not so lucky .",nyt_eng_19951021_0072_32,9
nyt_eng_19951021_0072_32:9,keep,so_lucky,so,lucky,"Other times , however , they 're not so lucky .",nyt_eng_19951021_0072_32,9
nyt_eng_19951021_0280_25:11,discard,very_compelling,very,compelling,"But longer term ,  -LBQ-  CyCare 's business prospects are very compelling .  -RDQ-",nyt_eng_19951021_0280_25,11
nyt_eng_19951021_0280_25:11,keep,very_compelling,very,compelling,"But longer term ,  -LBQ-  CyCare 's business prospects are very compelling .  -RDQ-",nyt_eng_19951021_0280_25,11
nyt_eng_19951022_0037_33:6,discard,so_repugnant,so,repugnant,"-LBQ-  This , it is so repugnant .",nyt_eng_19951022_0037_33,6
nyt_eng_19951022_0037_33:6,keep,so_repugnant,so,repugnant,"-LBQ-  This , it is so repugnant .",nyt_eng_19951022_0037_33,6
nyt_eng_19951022_0165_26:25,discard,as_colorful,as,colorful,"But thanks to software that makes it easy and relatively inexpensive to put material on the World Wide Web , these sites can be as colorful as those produced by the campaigns themselves _ and infinitely more lively .",nyt_eng_19951022_0165_26,25
nyt_eng_19951022_0165_26:25,keep,as_colorful,as,colorful,"But thanks to software that makes it easy and relatively inexpensive to put material on the World Wide Web , these sites can be as colorful as those produced by the campaigns themselves _ and infinitely more lively .",nyt_eng_19951022_0165_26,25
nyt_eng_19951023_0535_51:8,discard,quite_proud,quite,proud,"-LBQ-  That particular photo , we are quite proud of ,  -RDQ-  he said .",nyt_eng_19951023_0535_51,8
nyt_eng_19951023_0535_51:8,keep,quite_proud,quite,proud,"-LBQ-  That particular photo , we are quite proud of ,  -RDQ-  he said .",nyt_eng_19951023_0535_51,8
nyt_eng_19951023_0545_29:8,discard,very_real,very,real,"Either way , Hanks ' indignation was very real .",nyt_eng_19951023_0545_29,8
nyt_eng_19951023_0545_29:8,keep,very_real,very,real,"Either way , Hanks ' indignation was very real .",nyt_eng_19951023_0545_29,8
nyt_eng_19951023_0608_15:11,discard,very_aggressive,very,aggressive,"Early this season , the 49ers ' defense was a very aggressive one .",nyt_eng_19951023_0608_15,11
nyt_eng_19951023_0608_15:11,keep,very_aggressive,very,aggressive,"Early this season , the 49ers ' defense was a very aggressive one .",nyt_eng_19951023_0608_15,11
nyt_eng_19951024_0406_23:12,discard,as_good,as,good,"So far this earnings season , results have been just about as good as last quarter 's .",nyt_eng_19951024_0406_23,12
nyt_eng_19951024_0406_23:12,keep,as_good,as,good,"So far this earnings season , results have been just about as good as last quarter 's .",nyt_eng_19951024_0406_23,12
nyt_eng_19951025_0016_68:14,discard,so_strong,so,strong,"-LBQ-  If he is , I think 's he crazy because he 's so strong .",nyt_eng_19951025_0016_68,14
nyt_eng_19951025_0016_68:14,keep,so_strong,so,strong,"-LBQ-  If he is , I think 's he crazy because he 's so strong .",nyt_eng_19951025_0016_68,14
nyt_eng_19951025_0385_44:12,discard,as_good,as,good,"So far this earnings season , results have been just about as good as last quarter 's .",nyt_eng_19951025_0385_44,12
nyt_eng_19951025_0385_44:12,keep,as_good,as,good,"So far this earnings season , results have been just about as good as last quarter 's .",nyt_eng_19951025_0385_44,12
nyt_eng_19951026_0225_33:10,discard,as_good,as,good,"Good as he is , Orel Hershiser is not as good as Maddux .",nyt_eng_19951026_0225_33,10
nyt_eng_19951026_0225_33:10,keep,as_good,as,good,"Good as he is , Orel Hershiser is not as good as Maddux .",nyt_eng_19951026_0225_33,10
nyt_eng_19951026_0770_21:8,discard,particularly_ironic,particularly,ironic,"Koch 's attack on Giuliani Thursday was particularly ironic , since he razzed more foreign diplomats during his reign in the 1980s than all previous mayors combined .",nyt_eng_19951026_0770_21,8
nyt_eng_19951026_0770_21:8,keep,particularly_ironic,particularly,ironic,"Koch 's attack on Giuliani Thursday was particularly ironic , since he razzed more foreign diplomats during his reign in the 1980s than all previous mayors combined .",nyt_eng_19951026_0770_21,8
nyt_eng_19951101_0587_13:45,discard,grossly_overworked,grossly,overworked,The MCAD complaint says Raytheon violated Alba 's rights under state law and the federal Americans with Disabilities Act by failing to accommodate his mental disability by reducing his work  -LBQ-  or otherwise making such personnel available so that Mr. Alba would not be grossly overworked .  -RDQ-,nyt_eng_19951101_0587_13,45
nyt_eng_19951101_0587_13:45,keep,grossly_overworked,grossly,overworked,The MCAD complaint says Raytheon violated Alba 's rights under state law and the federal Americans with Disabilities Act by failing to accommodate his mental disability by reducing his work  -LBQ-  or otherwise making such personnel available so that Mr. Alba would not be grossly overworked .  -RDQ-,nyt_eng_19951101_0587_13,45
nyt_eng_19951101_0598_63:11,discard,too_much,too,much,"-LBQ-  Lookit , when you 're losing , it 's too much ; when you 're winning , it 's not too much ,  -RDQ-  he said .",nyt_eng_19951101_0598_63,11
nyt_eng_19951101_0598_63:11,keep,too_much,too,much,"-LBQ-  Lookit , when you 're losing , it 's too much ; when you 're winning , it 's not too much ,  -RDQ-  he said .",nyt_eng_19951101_0598_63,11
nyt_eng_19951102_0002_31:11,discard,just_worried,just,worried,"-LBQ-  A couple of years ago , I was n't just worried about playing hockey ,  -RDQ-  Granato said ,  -LBQ-  but about things like picking up my kids , playing with them .",nyt_eng_19951102_0002_31,11
nyt_eng_19951102_0002_31:11,keep,just_worried,just,worried,"-LBQ-  A couple of years ago , I was n't just worried about playing hockey ,  -RDQ-  Granato said ,  -LBQ-  but about things like picking up my kids , playing with them .",nyt_eng_19951102_0002_31,11
nyt_eng_19951102_0023_43:22,discard,as_important,as,important,"-LBQ-  It 's not our focus ,  -RDQ-  Motta said ,  -LBQ-  because Golden State the next night will be just as important .",nyt_eng_19951102_0023_43,22
nyt_eng_19951102_0023_43:22,keep,as_important,as,important,"-LBQ-  It 's not our focus ,  -RDQ-  Motta said ,  -LBQ-  because Golden State the next night will be just as important .",nyt_eng_19951102_0023_43,22
nyt_eng_19951102_0253_32:21,discard,incredibly_gifted,incredibly,gifted,"Pervis Ellison 's knees make him as reliable as the Italian mail , which is a shame because he is incredibly gifted and makes everything look so seamless .",nyt_eng_19951102_0253_32,21
nyt_eng_19951102_0253_32:21,keep,incredibly_gifted,incredibly,gifted,"Pervis Ellison 's knees make him as reliable as the Italian mail , which is a shame because he is incredibly gifted and makes everything look so seamless .",nyt_eng_19951102_0253_32,21
nyt_eng_19951102_0268_28:9,discard,very_modern,very,modern,"Most of the time , the effect was very modern , but sometimes all the white suits on the runways made the fashion shows seem like a convention of pharmacists .",nyt_eng_19951102_0268_28,9
nyt_eng_19951102_0268_28:9,keep,very_modern,very,modern,"Most of the time , the effect was very modern , but sometimes all the white suits on the runways made the fashion shows seem like a convention of pharmacists .",nyt_eng_19951102_0268_28,9
nyt_eng_19951103_0175_12:4,discard,so_admired,so,admired,president today is so admired for his boldness nor so savagely reviled for his arrogance as is John Silber of Boston University .,nyt_eng_19951103_0175_12,4
nyt_eng_19951103_0175_12:4,keep,so_admired,so,admired,president today is so admired for his boldness nor so savagely reviled for his arrogance as is John Silber of Boston University .,nyt_eng_19951103_0175_12,4
nyt_eng_19951104_0010_22:10,discard,so_bad,so,bad,"Aw , say the riders , it 's not so bad .",nyt_eng_19951104_0010_22,10
nyt_eng_19951104_0010_22:10,keep,so_bad,so,bad,"Aw , say the riders , it 's not so bad .",nyt_eng_19951104_0010_22,10
nyt_eng_19951104_0190_18:9,discard,highly_improbable,highly,improbable,"The way we 're playing , it 's highly improbable .",nyt_eng_19951104_0190_18,9
nyt_eng_19951104_0190_18:9,keep,highly_improbable,highly,improbable,"The way we 're playing , it 's highly improbable .",nyt_eng_19951104_0190_18,9
nyt_eng_19951104_0218_9:16,discard,so_easy,so,easy,-LBQ-  This signing of the Israeli-Palestinian declaration of principle here today _ it 's not so easy _ either for myself as a soldier in Israel 's war nor for the people of Israel .,nyt_eng_19951104_0218_9,16
nyt_eng_19951104_0218_9:16,keep,so_easy,so,easy,-LBQ-  This signing of the Israeli-Palestinian declaration of principle here today _ it 's not so easy _ either for myself as a soldier in Israel 's war nor for the people of Israel .,nyt_eng_19951104_0218_9,16
nyt_eng_19951105_0194_3:13,discard,well_aware,well,aware,"KID VIDEO -LRB- undated -RRB- Even at 6 , Kate Hyde is well aware of the adult",nyt_eng_19951105_0194_3,13
nyt_eng_19951105_0194_3:13,keep,well_aware,well,aware,"KID VIDEO -LRB- undated -RRB- Even at 6 , Kate Hyde is well aware of the adult",nyt_eng_19951105_0194_3,13
nyt_eng_19951105_0216_2:15,discard,so_easy,so,easy,"This signing of the Israeli-Palestinian declaration of principle here today _ it 's not so easy _ neither for myself as a soldier in Israel 's war nor for the people of Israel , not to the Jewish people in the diaspora , who are watching us now with great hope mixed with apprehension .",nyt_eng_19951105_0216_2,15
nyt_eng_19951105_0216_2:15,keep,so_easy,so,easy,"This signing of the Israeli-Palestinian declaration of principle here today _ it 's not so easy _ neither for myself as a soldier in Israel 's war nor for the people of Israel , not to the Jewish people in the diaspora , who are watching us now with great hope mixed with apprehension .",nyt_eng_19951105_0216_2,15
nyt_eng_19951106_0308_9:11,discard,so_puzzling,so,puzzling,"Roentgen called them  -LBQ-  X-rays  -RDQ-  because their nature was so puzzling , but others were soon calling them Roentgen rays , and he won the very first Nobel prize for physics in 1901 .",nyt_eng_19951106_0308_9,11
nyt_eng_19951106_0308_9:11,keep,so_puzzling,so,puzzling,"Roentgen called them  -LBQ-  X-rays  -RDQ-  because their nature was so puzzling , but others were soon calling them Roentgen rays , and he won the very first Nobel prize for physics in 1901 .",nyt_eng_19951106_0308_9,11
nyt_eng_19951106_0324_18:4,discard,certainly_true,certainly,true,"A. It 's certainly true that the last 24 months have been tough ones for all three funds , but I suggest you stick with your basic approach .",nyt_eng_19951106_0324_18,4
nyt_eng_19951106_0324_18:4,keep,certainly_true,certainly,true,"A. It 's certainly true that the last 24 months have been tough ones for all three funds , but I suggest you stick with your basic approach .",nyt_eng_19951106_0324_18,4
nyt_eng_19951107_0002_33:5,discard,already_1-0,already,1-0,This season they 're already 1-0 with a six-point victory in San Antonio .,nyt_eng_19951107_0002_33,5
nyt_eng_19951107_0002_33:5,keep,already_1-0,already,1-0,This season they 're already 1-0 with a six-point victory in San Antonio .,nyt_eng_19951107_0002_33,5
nyt_eng_19951108_0124_2:14,discard,painfully_shy,painfully,shy,The 45-year - old National Public Radio commentator and best-selling author is so painfully shy she would rather deal with snakes than the media .,nyt_eng_19951108_0124_2,14
nyt_eng_19951108_0124_2:14,keep,painfully_shy,painfully,shy,The 45-year - old National Public Radio commentator and best-selling author is so painfully shy she would rather deal with snakes than the media .,nyt_eng_19951108_0124_2,14
nyt_eng_19951108_0306_27:23,discard,really_sluggish,really,sluggish,"-LBQ-  I was so drugged , I kept going back to sleep , and the first couple of days , I was really sluggish .  -RDQ-",nyt_eng_19951108_0306_27,23
nyt_eng_19951108_0306_27:23,keep,really_sluggish,really,sluggish,"-LBQ-  I was so drugged , I kept going back to sleep , and the first couple of days , I was really sluggish .  -RDQ-",nyt_eng_19951108_0306_27,23
nyt_eng_19951109_0149_21:13,discard,entirely_satisfied,entirely,satisfied,"And yet , greedy girl that I am , I 'm not entirely satisfied with its chilly and bureaucratic past .",nyt_eng_19951109_0149_21,13
nyt_eng_19951109_0149_21:13,keep,entirely_satisfied,entirely,satisfied,"And yet , greedy girl that I am , I 'm not entirely satisfied with its chilly and bureaucratic past .",nyt_eng_19951109_0149_21,13
nyt_eng_19951109_0314_6:12,discard,quite_splendid,quite,splendid,"But finally , thanks largely to James Garner , it is quite splendid .",nyt_eng_19951109_0314_6,12
nyt_eng_19951109_0314_6:12,keep,quite_splendid,quite,splendid,"But finally , thanks largely to James Garner , it is quite splendid .",nyt_eng_19951109_0314_6,12
nyt_eng_19951109_0484_13:21,discard,fairly_restrained,fairly,restrained,"Anthony Dwyer , chief market strategist at Josephthal , Lyon &amp; Ross , said the market 's reaction Thursday was fairly restrained given the pessimistic signals from Washington .",nyt_eng_19951109_0484_13,21
nyt_eng_19951109_0484_13:21,keep,fairly_restrained,fairly,restrained,"Anthony Dwyer , chief market strategist at Josephthal , Lyon &amp; Ross , said the market 's reaction Thursday was fairly restrained given the pessimistic signals from Washington .",nyt_eng_19951109_0484_13,21
nyt_eng_19951111_0039_15:8,discard,so_much,so,much,"This time , the talk was not so much about democracy and freedom as about sewage and and garbage collection .",nyt_eng_19951111_0039_15,8
nyt_eng_19951111_0039_15:8,keep,so_much,so,much,"This time , the talk was not so much about democracy and freedom as about sewage and and garbage collection .",nyt_eng_19951111_0039_15,8
nyt_eng_19951112_0385_41:14,discard,too_much,too,much,"-LBQ-  One thing about this team , we 're in officials ' faces too much ; John and Mason , if you want to know names ,  -RDQ-  Charles Oakley said , refer - ring to John Starks and Anthony Mason .",nyt_eng_19951112_0385_41,14
nyt_eng_19951112_0385_41:14,keep,too_much,too,much,"-LBQ-  One thing about this team , we 're in officials ' faces too much ; John and Mason , if you want to know names ,  -RDQ-  Charles Oakley said , refer - ring to John Starks and Anthony Mason .",nyt_eng_19951112_0385_41,14
nyt_eng_19951113_0590_11:6,discard,largely_anonymous,largely,anonymous,"Blue ,  -RDQ-  Hedaya was largely anonymous until his scene-stealing appearance as Alicia Silverstone 's father in the recent comedy  -LBQ-  Clueless .  -RDQ-",nyt_eng_19951113_0590_11,6
nyt_eng_19951113_0590_11:6,keep,largely_anonymous,largely,anonymous,"Blue ,  -RDQ-  Hedaya was largely anonymous until his scene-stealing appearance as Alicia Silverstone 's father in the recent comedy  -LBQ-  Clueless .  -RDQ-",nyt_eng_19951113_0590_11,6
nyt_eng_19951114_0229_4:21,discard,very_high,very,high,"-LBQ-  There might be a certain apprehension , but -LRB- in -RRB- ... the hydrocarbon sector , the stakes are very high ,  -RDQ-  said Alile .",nyt_eng_19951114_0229_4,21
nyt_eng_19951114_0229_4:21,keep,very_high,very,high,"-LBQ-  There might be a certain apprehension , but -LRB- in -RRB- ... the hydrocarbon sector , the stakes are very high ,  -RDQ-  said Alile .",nyt_eng_19951114_0229_4,21
nyt_eng_19951114_0699_9:9,discard,too_familiar,too,familiar,"The material Tuesday night was just a bit too familiar  -COL-  Twenty-five percent of the works offered had been on the auction block within the last 10 years , most of them in the boom years of the late 1980s .",nyt_eng_19951114_0699_9,9
nyt_eng_19951114_0699_9:9,keep,too_familiar,too,familiar,"The material Tuesday night was just a bit too familiar  -COL-  Twenty-five percent of the works offered had been on the auction block within the last 10 years , most of them in the boom years of the late 1980s .",nyt_eng_19951114_0699_9,9
nyt_eng_19951115_0661_21:8,discard,almost_unanimous,almost,unanimous,"-LBQ-  And my God , it was almost unanimous  -COL-  Do what you think is right .",nyt_eng_19951115_0661_21,8
nyt_eng_19951115_0661_21:8,keep,almost_unanimous,almost,unanimous,"-LBQ-  And my God , it was almost unanimous  -COL-  Do what you think is right .",nyt_eng_19951115_0661_21,8
nyt_eng_19951115_0723_2:18,discard,deeply_committed,deeply,committed,"A brilliant , whimsical man , with a Hamlet-like tendency to speak in riddles , Silajdzic is deeply committed to the idea of a single Bosnian state in which Muslims , Serbs and Croats live together .",nyt_eng_19951115_0723_2,18
nyt_eng_19951115_0723_2:18,keep,deeply_committed,deeply,committed,"A brilliant , whimsical man , with a Hamlet-like tendency to speak in riddles , Silajdzic is deeply committed to the idea of a single Bosnian state in which Muslims , Serbs and Croats live together .",nyt_eng_19951115_0723_2,18
nyt_eng_19951116_0188_22:10,discard,very_theatrical,very,theatrical,"-LBQ-  The first time she read , she was very theatrical ,  -RDQ-  he said recently by telephone from his home in London .",nyt_eng_19951116_0188_22,10
nyt_eng_19951116_0188_22:10,keep,very_theatrical,very,theatrical,"-LBQ-  The first time she read , she was very theatrical ,  -RDQ-  he said recently by telephone from his home in London .",nyt_eng_19951116_0188_22,10
nyt_eng_19951117_0076_5:9,discard,so_sure,so,sure,"Traders , bankers and fund managers are n't so sure .",nyt_eng_19951117_0076_5,9
nyt_eng_19951117_0076_5:9,keep,so_sure,so,sure,"Traders , bankers and fund managers are n't so sure .",nyt_eng_19951117_0076_5,9
nyt_eng_19951117_0136_27:8,discard,so_impressive,so,impressive,"-LBQ-  The downtown , it is not so impressive ,  -RDQ-  he said .",nyt_eng_19951117_0136_27,8
nyt_eng_19951117_0136_27:8,keep,so_impressive,so,impressive,"-LBQ-  The downtown , it is not so impressive ,  -RDQ-  he said .",nyt_eng_19951117_0136_27,8
nyt_eng_19951117_0284_6:19,discard,too_busy,too,busy,"Mr. Speaker , while democracy in action can be loud , most people in a free society are too busy living their lives to listen closely .",nyt_eng_19951117_0284_6,19
nyt_eng_19951117_0284_6:19,keep,too_busy,too,busy,"Mr. Speaker , while democracy in action can be loud , most people in a free society are too busy living their lives to listen closely .",nyt_eng_19951117_0284_6,19
nyt_eng_19951117_0487_49:15,discard,very_difficult,very,difficult,"The sloppiness of Dopey , the clothing and all of that , that is very difficult to do with a computer .  -RDQ-",nyt_eng_19951117_0487_49,15
nyt_eng_19951117_0487_49:15,keep,very_difficult,very,difficult,"The sloppiness of Dopey , the clothing and all of that , that is very difficult to do with a computer .  -RDQ-",nyt_eng_19951117_0487_49,15
nyt_eng_19951119_0094_12:60,discard,so_afraid,so,afraid,"He asked voters what kind of Ireland they want  -COL-   -LBQ-  Is it the Ireland we like to present to the world as a place that has very strong beliefs but does n't need to enforce them by law , that welcomes people with a different point of view and treats them well ? Or an Ireland that 's so afraid it has to use the criminal and civil law to enforce a particular set of beliefs ?  -RDQ-",nyt_eng_19951119_0094_12,60
nyt_eng_19951119_0094_12:60,keep,so_afraid,so,afraid,"He asked voters what kind of Ireland they want  -COL-   -LBQ-  Is it the Ireland we like to present to the world as a place that has very strong beliefs but does n't need to enforce them by law , that welcomes people with a different point of view and treats them well ? Or an Ireland that 's so afraid it has to use the criminal and civil law to enforce a particular set of beliefs ?  -RDQ-",nyt_eng_19951119_0094_12,60
nyt_eng_19951119_0220_6:23,discard,entirely_irrelevant,entirely,irrelevant,"But Quello , Barrett and Commissioner Rachelle Chong have insisted that the agency make it clear the children 's television pledge is entirely irrelevant .",nyt_eng_19951119_0220_6,23
nyt_eng_19951119_0220_6:23,keep,entirely_irrelevant,entirely,irrelevant,"But Quello , Barrett and Commissioner Rachelle Chong have insisted that the agency make it clear the children 's television pledge is entirely irrelevant .",nyt_eng_19951119_0220_6,23
nyt_eng_19951120_0351_18:10,discard,that_different,that,different,Gramm 's lagging attendance record this year is n't that different from past years .,nyt_eng_19951120_0351_18,10
nyt_eng_19951120_0351_18:10,keep,that_different,that,different,Gramm 's lagging attendance record this year is n't that different from past years .,nyt_eng_19951120_0351_18,10
nyt_eng_19951121_0265_5:13,discard,so_ego-swollen,so,ego-swollen,At least -LRB- ital -RRB- one -LRB- unital -RRB- Clintonista is n't so ego-swollen he ca n't crack a joke at his own expense .,nyt_eng_19951121_0265_5,13
nyt_eng_19951121_0265_5:13,keep,so_ego-swollen,so,ego-swollen,At least -LRB- ital -RRB- one -LRB- unital -RRB- Clintonista is n't so ego-swollen he ca n't crack a joke at his own expense .,nyt_eng_19951121_0265_5,13
nyt_eng_19951121_0297_18:19,discard,entirely_self-taught,entirely,self-taught,"A grandson of a freed Virginia slave , son of a house painter and carpenter , he was entirely self-taught as an artist .",nyt_eng_19951121_0297_18,19
nyt_eng_19951121_0297_18:19,keep,entirely_self-taught,entirely,self-taught,"A grandson of a freed Virginia slave , son of a house painter and carpenter , he was entirely self-taught as an artist .",nyt_eng_19951121_0297_18,19
nyt_eng_19951122_0004_30:18,discard,so_big,so,big,-LBQ-  You gotta get the puck down deep and work these guys down low because they 're so big .  -RDQ-,nyt_eng_19951122_0004_30,18
nyt_eng_19951122_0004_30:18,keep,so_big,so,big,-LBQ-  You gotta get the puck down deep and work these guys down low because they 're so big .  -RDQ-,nyt_eng_19951122_0004_30,18
nyt_eng_19951122_0258_24:16,discard,very_thankful,very,thankful,"In addition to all the things I 'm grateful for this Thanksgiving , I 'm very thankful for athletes like Charles Haley , a man who has a heart as big as some of those plays he makes on Sunday afternoons .",nyt_eng_19951122_0258_24,16
nyt_eng_19951122_0258_24:16,keep,very_thankful,very,thankful,"In addition to all the things I 'm grateful for this Thanksgiving , I 'm very thankful for athletes like Charles Haley , a man who has a heart as big as some of those plays he makes on Sunday afternoons .",nyt_eng_19951122_0258_24,16
nyt_eng_19951122_0304_12:5,discard,very_innovative,very,innovative,"Technically , it 's very innovative , and the tie-in to the Windows 95 operating system is powerful .",nyt_eng_19951122_0304_12,5
nyt_eng_19951122_0304_12:5,keep,very_innovative,very,innovative,"Technically , it 's very innovative , and the tie-in to the Windows 95 operating system is powerful .",nyt_eng_19951122_0304_12,5
nyt_eng_19951122_0336_10:10,discard,as_harmful,as,harmful,"-LBQ-  The impact this time around should n't be as harmful ,  -RDQ-  he said .",nyt_eng_19951122_0336_10,10
nyt_eng_19951122_0336_10:10,keep,as_harmful,as,harmful,"-LBQ-  The impact this time around should n't be as harmful ,  -RDQ-  he said .",nyt_eng_19951122_0336_10,10
nyt_eng_19951122_0460_16:5,discard,relatively_small,relatively,small,"Spending  -LBQ-  restraint is relatively small in 1996 ,  -RDQ-  said Gramley .",nyt_eng_19951122_0460_16,5
nyt_eng_19951122_0460_16:5,keep,relatively_small,relatively,small,"Spending  -LBQ-  restraint is relatively small in 1996 ,  -RDQ-  said Gramley .",nyt_eng_19951122_0460_16,5
nyt_eng_19951122_0648_32:14,discard,so_much,so,much,The funeral I remember vividly and how the holiday spirit that year was so much dampened .  -RDQ-,nyt_eng_19951122_0648_32,14
nyt_eng_19951122_0648_32:14,keep,so_much,so,much,The funeral I remember vividly and how the holiday spirit that year was so much dampened .  -RDQ-,nyt_eng_19951122_0648_32,14
nyt_eng_19951124_0353_12:6,discard,so_stupid,so,stupid,"-LBQ-  Man , that was so stupid .  -RDQ-",nyt_eng_19951124_0353_12,6
nyt_eng_19951124_0353_12:6,keep,so_stupid,so,stupid,"-LBQ-  Man , that was so stupid .  -RDQ-",nyt_eng_19951124_0353_12,6
nyt_eng_19951126_0111_35:7,discard,just_tryin,just,tryin,These great players ... they 're just tryin ' to bust me .,nyt_eng_19951126_0111_35,7
nyt_eng_19951126_0111_35:7,keep,just_tryin,just,tryin,These great players ... they 're just tryin ' to bust me .,nyt_eng_19951126_0111_35,7
nyt_eng_19951126_0153_12:11,discard,entirely_satisfying,entirely,satisfying,"-LBQ-  Hoffa  -RDQ-  -LRB- 1992 -RRB- _ It 's not entirely satisfying as drama or biography , but Nicholson 's portrayal of the controversial Teamster boss in this Danny DeVito-directed epic is one of the best things he 's ever done , and probably the most underrated performance of his career .",nyt_eng_19951126_0153_12,11
nyt_eng_19951126_0153_12:11,keep,entirely_satisfying,entirely,satisfying,"-LBQ-  Hoffa  -RDQ-  -LRB- 1992 -RRB- _ It 's not entirely satisfying as drama or biography , but Nicholson 's portrayal of the controversial Teamster boss in this Danny DeVito-directed epic is one of the best things he 's ever done , and probably the most underrated performance of his career .",nyt_eng_19951126_0153_12,11
nyt_eng_19951126_0215_39:22,discard,rather_mundane,rather,mundane,"-LBQ-  For the past few years we 've been stuck on Windows this and Windows that , stuff that is really rather mundane ,  -RDQ-  Bajarin said .",nyt_eng_19951126_0215_39,22
nyt_eng_19951126_0215_39:22,keep,rather_mundane,rather,mundane,"-LBQ-  For the past few years we 've been stuck on Windows this and Windows that , stuff that is really rather mundane ,  -RDQ-  Bajarin said .",nyt_eng_19951126_0215_39,22
nyt_eng_19951126_0237_5:9,discard,almost_commonplace,almost,commonplace,"Nowadays in China , discoveries like these are almost commonplace .",nyt_eng_19951126_0237_5,9
nyt_eng_19951126_0237_5:9,keep,almost_commonplace,almost,commonplace,"Nowadays in China , discoveries like these are almost commonplace .",nyt_eng_19951126_0237_5,9
nyt_eng_19951127_0313_18:7,discard,no_express,no,express,! 1\/2 R This one is no express as Wesley Snipes and Woody Harrelson ca n't decide if they want to be cops or robbers of the New York transit train that collects the money from token booths .,nyt_eng_19951127_0313_18,7
nyt_eng_19951127_0313_18:7,keep,no_express,no,express,! 1\/2 R This one is no express as Wesley Snipes and Woody Harrelson ca n't decide if they want to be cops or robbers of the New York transit train that collects the money from token booths .,nyt_eng_19951127_0313_18,7
nyt_eng_19951128_0184_43:14,discard,only_lucky,only,lucky,"In short , the way the Suns are playing , they 're not only lucky to be 6-6 , but lucky to be shooting the 40 percent they did against the Jazz .",nyt_eng_19951128_0184_43,14
nyt_eng_19951128_0184_43:14,keep,only_lucky,only,lucky,"In short , the way the Suns are playing , they 're not only lucky to be 6-6 , but lucky to be shooting the 40 percent they did against the Jazz .",nyt_eng_19951128_0184_43,14
nyt_eng_19951128_0212_10:27,discard,too_great,too,great,"Diesel engines are efficient in terms of power , but the chancellor made it clear that the real cost , in terms of pollution , is too great for the fuel to continue to qualify for tax protection .",nyt_eng_19951128_0212_10,27
nyt_eng_19951128_0212_10:27,keep,too_great,too,great,"Diesel engines are efficient in terms of power , but the chancellor made it clear that the real cost , in terms of pollution , is too great for the fuel to continue to qualify for tax protection .",nyt_eng_19951128_0212_10,27
nyt_eng_19951128_0237_39:8,discard,as_well-built,as,well-built,Norcross said toasters today are n't generally as well-built as they were years ago .,nyt_eng_19951128_0237_39,8
nyt_eng_19951128_0237_39:8,keep,as_well-built,as,well-built,Norcross said toasters today are n't generally as well-built as they were years ago .,nyt_eng_19951128_0237_39,8
