adj,PosVers,Pos%ofPossible,PosTrivialVers,Pos%ofTrivial,VersDiffPos,PercDiffPos,NegVers,Neg%ofPossible,NegTrivialVers,Neg%ofTrivial,VersDiffNeg,PercDiffNeg,NegVersOdds,AllVers,PosVersRatioAll,NegVersRatioAll
spontaneous,77,1.7877873229626189,276,0.488936916508707,199,-1.298850406453912,14.0,0.325052240538658,41.0,0.07263193324948183,27.0,-0.2524203072891762,0.18181818181818182,80,0.9625,0.175
stratospheric,11,0.2553981889946598,60,0.10629063402363195,49,-0.14910755497102787,2.0,0.046436034362665427,6.0,0.010629063402363194,4.0,-0.035806970960302234,0.18181818181818182,12,0.9166666666666666,0.16666666666666666
sane,99,2.2985837009519385,333,0.5899130188311573,234,-1.7086706821207813,18.0,0.4179243092639889,47.0,0.08326099665184503,29.0,-0.3346633126121439,0.18181818181818182,103,0.9611650485436893,0.17475728155339806
mainstream,99,2.2985837009519385,350,0.6200286984711864,251,-1.6785550024807523,18.0,0.4179243092639889,45.0,0.07971797551772396,27.0,-0.3382063337462649,0.18181818181818182,105,0.9428571428571428,0.17142857142857143
straight,144,3.343394474111911,502,0.8892983046643873,358,-2.454096169447524,26.0,0.6036684467146506,70.0,0.12400573969423728,44.0,-0.4796627070204133,0.18055555555555555,148,0.972972972972973,0.17567567567567569
coincidental,61,1.4162990480612956,194,0.3436730500097433,133,-1.0726259980515522,11.0,0.2553981889946598,32.0,0.05668833814593704,21.0,-0.19870985084872278,0.18032786885245902,62,0.9838709677419355,0.1774193548387097
hardy,50,1.1609008590666356,176,0.3117858598026537,126,-0.8491149992639819,9.0,0.20896215463199444,33.0,0.05845984871299758,24.0,-0.15050230591899685,0.18,51,0.9803921568627451,0.17647058823529413
careful,139,3.2273043882052472,468,0.8290669453843291,329,-2.398237442820918,25.0,0.5804504295333178,71.0,0.1257772502612978,46.0,-0.45467317927202,0.17985611510791366,142,0.9788732394366197,0.176056338028169
clear,512,11.88762479684235,1562,2.7670995057485515,1050,-9.120525291093799,92.0,2.1360575806826096,268.0,0.4747648319722227,176.0,-1.661292748710387,0.1796875,528,0.9696969696969697,0.17424242424242425
beneficial,251,5.827722312514512,674,1.193998122198799,423,-4.6337241903157125,45.0,1.044810773159972,131.0,0.23206788428492978,86.0,-0.8127428888750423,0.17928286852589642,255,0.984313725490196,0.17647058823529413
transparent,173,4.01671697237056,653,1.1567964002905278,480,-2.859920572080032,31.0,0.7197585326213141,99.0,0.17537954613899273,68.0,-0.5443789864823213,0.1791907514450867,180,0.9611111111111111,0.17222222222222222
fashionable,134,3.111214302298584,524,0.9282715371397191,390,-2.182942765158865,24.0,0.5572324123519852,60.0,0.10629063402363195,36.0,-0.45094177832835325,0.1791044776119403,140,0.9571428571428572,0.17142857142857143
startling,67,1.555607151149292,230,0.40744743042392245,163,-1.1481597207253695,12.0,0.2786162061759926,29.0,0.05137380644475544,17.0,-0.22724239973123714,0.1791044776119403,69,0.9710144927536232,0.17391304347826086
unheard,67,1.555607151149292,191,0.33835851830856173,124,-1.2172486328407301,12.0,0.2786162061759926,39.0,0.06908891211536076,27.0,-0.2095272940606318,0.1791044776119403,73,0.9178082191780822,0.1643835616438356
urgent,95,2.205711632226608,354,0.6271147407394285,259,-1.5785968914871793,17.0,0.3947062920826561,59.0,0.10451912345657141,42.0,-0.29018716862608473,0.17894736842105263,98,0.9693877551020408,0.17346938775510204
speedy,56,1.300208962154632,232,0.41099045155804353,176,-0.8892185105965884,10.0,0.23218017181332712,27.0,0.04783078531063438,17.0,-0.18434938650269272,0.17857142857142858,62,0.9032258064516129,0.16129032258064516
formal,112,2.600417924309264,459,0.8131233502807844,347,-1.7872945740284796,20.0,0.46436034362665424,56.0,0.09920459175538983,36.0,-0.3651557518712644,0.17857142857142858,118,0.9491525423728814,0.1694915254237288
granular,28,0.650104481077316,109,0.19309465180959803,81,-0.45700982926771794,5.0,0.11609008590666356,13.0,0.023029637371786923,8.0,-0.09306044853487663,0.17857142857142858,28,1.0,0.17857142857142858
stealthy,28,0.650104481077316,129,0.2285248631508087,101,-0.42157961792650733,5.0,0.11609008590666356,22.0,0.038973232475331715,17.0,-0.07711685343133184,0.17857142857142858,30,0.9333333333333333,0.16666666666666666
rigorous,101,2.345019735314604,335,0.5934560399652784,234,-1.7515636953493257,18.0,0.4179243092639889,56.0,0.09920459175538983,38.0,-0.31871971750859907,0.1782178217821782,105,0.9619047619047619,0.17142857142857143
expensive,376,8.7299744601811,1200,2.1258126804726394,824,-6.604161779708461,67.0,1.555607151149292,235.0,0.41630498325922516,168.0,-1.1393021678900668,0.17819148936170212,386,0.9740932642487047,0.17357512953367876
wealthy,174,4.039934989551893,569,1.007989512657443,395,-3.0319454768944496,31.0,0.7197585326213141,100.0,0.17715105670605324,69.0,-0.5426074759152608,0.1781609195402299,180,0.9666666666666667,0.17222222222222222
holy,73,1.694915254237288,276,0.488936916508707,203,-1.205978337728581,13.0,0.3018342233573253,42.0,0.07440344381654236,29.0,-0.22743077954078295,0.1780821917808219,74,0.9864864864864865,0.17567567567567569
familiar,400,9.287206872533085,1213,2.148842317844426,813,-7.138364554688659,71.0,1.6484792198746225,178.0,0.3153288809367748,107.0,-1.3331503389378478,0.1775,410,0.975609756097561,0.17317073170731706
durable,124,2.8790341304852562,416,0.7369483958971815,292,-2.1420857345880746,22.0,0.5107963779893196,52.0,0.09211854948714769,30.0,-0.41867782850217194,0.1774193548387097,127,0.9763779527559056,0.1732283464566929
outlandish,62,1.4395170652426281,252,0.4464206628992542,190,-0.9930964023433739,11.0,0.2553981889946598,38.0,0.06731740154830024,27.0,-0.1880807874463596,0.1774193548387097,66,0.9393939393939394,0.16666666666666666
dire,79,1.8342233573252844,296,0.5243671278499176,217,-1.3098562294753668,14.0,0.325052240538658,45.0,0.07971797551772396,31.0,-0.24533426502093403,0.17721518987341772,88,0.8977272727272727,0.1590909090909091
comfortable,322,7.476201532389134,1000,1.7715105670605327,678,-5.704690965328601,57.0,1.3234269793359648,162.0,0.28698471186380625,105.0,-1.0364422674721585,0.17701863354037267,331,0.972809667673716,0.17220543806646527
liable,113,2.6236359414905968,304,0.5385392123864019,191,-2.085096729104195,20.0,0.46436034362665424,80.0,0.1417208453648426,60.0,-0.3226394982618116,0.17699115044247787,114,0.9912280701754386,0.17543859649122806
physical,181,4.202461109821221,632,1.1195946783822566,451,-3.0828664314389647,32.0,0.7429765498026468,86.0,0.1523499087672058,54.0,-0.590626641035441,0.17679558011049723,184,0.9836956521739131,0.17391304347826086
better,504,11.701880659391687,1730,3.0647132810147215,1226,-8.637167378376965,89.0,2.066403529138612,276.0,0.488936916508707,187.0,-1.5774666126299048,0.1765873015873016,514,0.980544747081712,0.17315175097276264
cuddly,34,0.7894125841653122,144,0.2550975216567167,110,-0.5343150625085955,6.0,0.1393081030879963,32.0,0.05668833814593704,26.0,-0.08261976494205925,0.17647058823529413,38,0.8947368421052632,0.15789473684210525
obtainable,68,1.5788251683306245,214,0.37910326135095396,146,-1.1997219069796705,12.0,0.2786162061759926,58.0,0.10274761288951088,46.0,-0.1758685932864817,0.17647058823529413,73,0.9315068493150684,0.1643835616438356
expert,51,1.1841188762479684,211,0.37378872964977233,160,-0.810330146598196,9.0,0.20896215463199444,34.0,0.0602313592800581,25.0,-0.14873079535193634,0.17647058823529413,55,0.9272727272727272,0.16363636363636364
ashamed,102,2.368237752495937,296,0.5243671278499176,194,-1.8438706246460193,18.0,0.4179243092639889,51.0,0.09034703892008716,33.0,-0.3275772703439017,0.17647058823529413,110,0.9272727272727272,0.16363636363636364
boxy,17,0.3947062920826561,96,0.1700650144378111,79,-0.224641277644845,3.0,0.06965405154399815,9.0,0.015943595103544792,6.0,-0.05371045644045336,0.17647058823529413,17,1.0,0.17647058823529413
reverential,17,0.3947062920826561,139,0.24623996882141402,122,-0.1484663232612421,3.0,0.06965405154399815,22.0,0.038973232475331715,19.0,-0.03068081906866643,0.17647058823529413,17,1.0,0.17647058823529413
original,238,5.525888089157186,750,1.3286329252953994,512,-4.1972551638617865,42.0,0.975156721615974,139.0,0.24623996882141402,97.0,-0.7289167527945599,0.17647058823529413,252,0.9444444444444444,0.16666666666666666
succesful,17,0.3947062920826561,102,0.18069407784017433,85,-0.2140122142424818,3.0,0.06965405154399815,12.0,0.02125812680472639,9.0,-0.04839592473927176,0.17647058823529413,18,0.9444444444444444,0.16666666666666666
square,68,1.5788251683306245,275,0.4871654059416464,207,-1.091659762388978,12.0,0.2786162061759926,39.0,0.06908891211536076,27.0,-0.2095272940606318,0.17647058823529413,70,0.9714285714285714,0.17142857142857143
flagrant,17,0.3947062920826561,82,0.14526386649896367,65,-0.24944242558369245,3.0,0.06965405154399815,11.0,0.019486616237665857,8.0,-0.05016743530633229,0.17647058823529413,18,0.9444444444444444,0.16666666666666666
immediate,68,1.5788251683306245,334,0.5916845293982178,266,-0.9871406389324067,12.0,0.2786162061759926,48.0,0.08503250721890555,36.0,-0.19358369895708705,0.17647058823529413,72,0.9444444444444444,0.16666666666666666
snooty,17,0.3947062920826561,101,0.1789225672731138,84,-0.21578372480954233,3.0,0.06965405154399815,11.0,0.019486616237665857,8.0,-0.05016743530633229,0.17647058823529413,17,1.0,0.17647058823529413
complete,210,4.87578360807987,762,1.3498910521001257,552,-3.5258925559797447,37.0,0.8590666357093104,101.0,0.1789225672731138,64.0,-0.6801440684361966,0.1761904761904762,216,0.9722222222222222,0.1712962962962963
damaging,159,3.6916647318319016,491,0.8698116884267214,332,-2.8218530434051803,28.0,0.650104481077316,103.0,0.18246558840723484,75.0,-0.4676388926700812,0.1761006289308176,169,0.9408284023668639,0.16568047337278108
commercial,142,3.296958439749245,462,0.8184378819819661,320,-2.478520557767279,25.0,0.5804504295333178,58.0,0.10274761288951088,33.0,-0.4777028166438069,0.176056338028169,146,0.9726027397260274,0.17123287671232876
american,216,5.015091711167866,709,1.2560009920459176,493,-3.7590907191219483,38.0,0.8822846528906432,97.0,0.17183652500487165,59.0,-0.7104481278857715,0.17592592592592593,222,0.972972972972973,0.17117117117117117
relevant,398,9.24077083817042,1088,1.9274034969618592,690,-7.3133673412085605,70.0,1.62526120269329,210.0,0.37201721908271185,140.0,-1.2532439836105782,0.17587939698492464,410,0.9707317073170731,0.17073170731707318
literate,91,2.112839563501277,386,0.6838030788853655,295,-1.4290364846159114,16.0,0.3714882749013234,76.0,0.13463480309660047,60.0,-0.23685347180472294,0.17582417582417584,96,0.9479166666666666,0.16666666666666666
exceptional,114,2.6468539586719295,380,0.6731740154830024,266,-1.9736799431889271,20.0,0.46436034362665424,58.0,0.10274761288951088,38.0,-0.36161273073714334,0.17543859649122806,122,0.9344262295081968,0.16393442622950818
pigmented,57,1.3234269793359648,190,0.3365870077415012,133,-0.9868399715944636,10.0,0.23218017181332712,39.0,0.06908891211536076,29.0,-0.16309125969796634,0.17543859649122806,60,0.95,0.16666666666666666
helpful,285,6.617134896679823,895,1.5855019575191767,610,-5.031632939160646,50.0,1.1609008590666356,159.0,0.2816701801626247,109.0,-0.879230678904011,0.17543859649122806,299,0.9531772575250836,0.16722408026755853
idle,57,1.3234269793359648,208,0.36847419794859076,151,-0.9549527813873739,10.0,0.23218017181332712,32.0,0.05668833814593704,22.0,-0.17549183366739007,0.17543859649122806,61,0.9344262295081968,0.16393442622950818
egregious,57,1.3234269793359648,203,0.3596166451132881,146,-0.9638103342226767,10.0,0.23218017181332712,34.0,0.0602313592800581,24.0,-0.17194881253326902,0.17543859649122806,60,0.95,0.16666666666666666
dignified,57,1.3234269793359648,261,0.462364258002799,204,-0.8610627213331657,10.0,0.23218017181332712,32.0,0.05668833814593704,22.0,-0.17549183366739007,0.17543859649122806,59,0.9661016949152542,0.1694915254237288
bulky,57,1.3234269793359648,211,0.37378872964977233,154,-0.9496382496861924,10.0,0.23218017181332712,40.0,0.0708604226824213,30.0,-0.1613197491309058,0.17543859649122806,61,0.9344262295081968,0.16393442622950818
sober,97,2.252147666589273,423,0.7493489698666053,326,-1.5027986967226679,17.0,0.3947062920826561,51.0,0.09034703892008716,34.0,-0.30435925316256895,0.17525773195876287,102,0.9509803921568627,0.16666666666666666
crafty,40,0.9287206872533085,196,0.3472160711438644,156,-0.5815046161094442,7.0,0.162526120269329,25.0,0.04428776417651331,18.0,-0.11823835609281569,0.175,43,0.9302325581395349,0.16279069767441862
roomy,40,0.9287206872533085,151,0.2674980956261404,111,-0.6612225916271681,7.0,0.162526120269329,24.0,0.04251625360945278,17.0,-0.12000986665987623,0.175,42,0.9523809523809523,0.16666666666666666
straightforward,149,3.459484560018575,570,1.0097610232245036,421,-2.449723536794071,26.0,0.6036684467146506,77.0,0.136406313663661,51.0,-0.4672621330509896,0.174496644295302,158,0.9430379746835443,0.16455696202531644
scary,201,4.666821453447875,745,1.3197753724600967,544,-3.347046080987779,35.0,0.812630601346645,111.0,0.1966376729437191,76.0,-0.615992928402926,0.17412935323383086,213,0.9436619718309859,0.1643192488262911
predictable,201,4.666821453447875,695,1.23119984410707,494,-3.4356216093408056,35.0,0.812630601346645,118.0,0.20903824691314282,83.0,-0.6035923544335022,0.17412935323383086,206,0.9757281553398058,0.16990291262135923
military,69,1.6020431855119575,233,0.4127619621251041,164,-1.1892812233868533,12.0,0.2786162061759926,39.0,0.06908891211536076,27.0,-0.2095272940606318,0.17391304347826086,74,0.9324324324324325,0.16216216216216217
boozy,23,0.5340143951706524,141,0.24978298995553508,118,-0.28423140521511736,4.0,0.09287206872533085,16.0,0.02834416907296852,12.0,-0.06452789965236233,0.17391304347826086,25,0.92,0.16
predisposed,46,1.0680287903413048,191,0.33835851830856173,145,-0.729670272032743,8.0,0.1857441374506617,31.0,0.054916827578876504,23.0,-0.1308273098717852,0.17391304347826086,51,0.9019607843137255,0.1568627450980392
ostentatious,23,0.5340143951706524,168,0.29761377526616944,145,-0.23640061990448297,4.0,0.09287206872533085,19.0,0.03365870077415012,15.0,-0.059213367951180734,0.17391304347826086,25,0.92,0.16
different,673,15.625725563036916,2047,3.62628213077291,1374,-11.999443432264005,117.0,2.7165080102159274,323.0,0.572197913160552,206.0,-2.1443100970553752,0.1738484398216939,684,0.9839181286549707,0.17105263157894737
dead,265,6.152774553053169,866,1.5341281510744211,601,-4.618646401978747,46.0,1.0680287903413048,147.0,0.2604120533578983,101.0,-0.8076167369834065,0.17358490566037735,271,0.977859778597786,0.16974169741697417
serious,294,6.826097051311818,1043,1.8476855214441354,749,-4.9784115298676825,51.0,1.1841188762479684,154.0,0.272812627327322,103.0,-0.9113062489206465,0.17346938775510204,303,0.9702970297029703,0.16831683168316833
effortless,75,1.7413512885999536,267,0.47299332140516215,192,-1.2683579671947913,13.0,0.3018342233573253,38.0,0.06731740154830024,25.0,-0.23451682180902506,0.17333333333333334,81,0.9259259259259259,0.16049382716049382
descriptive,104,2.4146737868586023,430,0.761749543836029,326,-1.6529242430225732,18.0,0.4179243092639889,58.0,0.10274761288951088,40.0,-0.315176696374478,0.17307692307692307,111,0.9369369369369369,0.16216216216216217
eager,162,3.7613187833759,631,1.117823167815196,469,-2.643495615560704,28.0,0.650104481077316,69.0,0.12223422912717676,41.0,-0.5278702519501393,0.1728395061728395,167,0.9700598802395209,0.16766467065868262
comfy,81,1.88065939168795,270,0.47830785310634377,189,-1.402351538581606,14.0,0.325052240538658,37.0,0.0655458909812397,23.0,-0.2595063495574183,0.1728395061728395,85,0.9529411764705882,0.16470588235294117
significant,336,7.801253772927792,988,1.7502524402558062,652,-6.051001332671985,58.0,1.3466449965172975,188.0,0.3330439866073801,130.0,-1.0136010099099173,0.17261904761904762,345,0.9739130434782609,0.1681159420289855
typical,116,2.693289993034595,436,0.7723786072383921,320,-1.9209113857962028,20.0,0.46436034362665424,65.0,0.1151481868589346,45.0,-0.34921215676771966,0.1724137931034483,122,0.9508196721311475,0.16393442622950818
promotional,29,0.6733224982586488,158,0.27989866959556414,129,-0.3934238286630846,5.0,0.11609008590666356,23.0,0.04074474304239225,18.0,-0.0753453428642713,0.1724137931034483,32,0.90625,0.15625
sugary,29,0.6733224982586488,156,0.27635564846144306,127,-0.3969668497972057,5.0,0.11609008590666356,27.0,0.04783078531063438,22.0,-0.06825930059602918,0.1724137931034483,30,0.9666666666666667,0.16666666666666666
stimulating,87,2.0199674947759463,309,0.5473967652217046,222,-1.4725707295542416,15.0,0.3482702577199907,35.0,0.06200286984711864,20.0,-0.2862673878728721,0.1724137931034483,91,0.9560439560439561,0.16483516483516483
mean,58,1.3466449965172975,266,0.47122181083810166,208,-0.8754231856791959,10.0,0.23218017181332712,46.0,0.0814894860847845,36.0,-0.1506906857285426,0.1724137931034483,65,0.8923076923076924,0.15384615384615385
hygienic,29,0.6733224982586488,125,0.22143882088256658,96,-0.45188367737608215,5.0,0.11609008590666356,20.0,0.03543021134121065,15.0,-0.0806598745654529,0.1724137931034483,30,0.9666666666666667,0.16666666666666666
praiseworthy,29,0.6733224982586488,104,0.18423709897429538,75,-0.48908539928435335,5.0,0.11609008590666356,25.0,0.04428776417651331,20.0,-0.07180232173015025,0.1724137931034483,32,0.90625,0.15625
admirable,93,2.1592755978639424,287,0.5084235327463729,194,-1.6508520651175695,16.0,0.3714882749013234,47.0,0.08326099665184503,31.0,-0.28822727824947836,0.17204301075268819,97,0.9587628865979382,0.16494845360824742
productive,250,5.804504295333179,739,1.3091463090577335,489,-4.495357986275446,43.0,0.9983747387973066,139.0,0.24623996882141402,96.0,-0.7521347699758927,0.172,261,0.9578544061302682,0.16475095785440613
crunchy,64,1.4859530996052936,270,0.47830785310634377,206,-1.0076452464989498,11.0,0.2553981889946598,31.0,0.054916827578876504,20.0,-0.20048136141578332,0.171875,66,0.9696969696969697,0.16666666666666666
tall,163,3.7845368005572326,604,1.0699923825045616,441,-2.7145444180526708,28.0,0.650104481077316,86.0,0.1523499087672058,58.0,-0.4977545723101102,0.17177914110429449,169,0.9644970414201184,0.16568047337278108
justified,35,0.812630601346645,119,0.2108097574802034,84,-0.6018208438664416,6.0,0.1393081030879963,26.0,0.046059274743573846,20.0,-0.09324882834442244,0.17142857142857143,36,0.9722222222222222,0.16666666666666666
conscious,210,4.87578360807987,731,1.2949742245212492,521,-3.5808093835586208,36.0,0.8358486185279778,133.0,0.23561090541905083,97.0,-0.6002377131089269,0.17142857142857143,223,0.9417040358744395,0.16143497757847533
specific,210,4.87578360807987,758,1.3428050098318836,548,-3.5329785982479867,36.0,0.8358486185279778,125.0,0.22143882088256658,89.0,-0.6144097976454111,0.17142857142857143,216,0.9722222222222222,0.16666666666666666
pertinent,70,1.62526120269329,300,0.5314531701181598,230,-1.0938080325751303,12.0,0.2786162061759926,44.0,0.07794646495066343,32.0,-0.20066974122532916,0.17142857142857143,75,0.9333333333333333,0.16
recent,70,1.62526120269329,306,0.542082233520523,236,-1.0831789691727671,12.0,0.2786162061759926,31.0,0.054916827578876504,19.0,-0.22369937859711608,0.17142857142857143,73,0.958904109589041,0.1643835616438356
dogmatic,35,0.812630601346645,192,0.3401300288756222,157,-0.4725005724710228,6.0,0.1393081030879963,37.0,0.0655458909812397,31.0,-0.0737622121067566,0.17142857142857143,38,0.9210526315789473,0.15789473684210525
constructive,76,1.7645693057812863,295,0.5225956172828571,219,-1.2419736884984292,13.0,0.3018342233573253,41.0,0.07263193324948183,28.0,-0.22920229010784346,0.17105263157894737,82,0.926829268292683,0.15853658536585366
inspired,41,0.9519387044346412,247,0.43756311006395154,206,-0.5143755943706897,7.0,0.162526120269329,26.0,0.046059274743573846,19.0,-0.11646684552575515,0.17073170731707318,42,0.9761904761904762,0.16666666666666666
momentous,41,0.9519387044346412,163,0.2887562224308668,122,-0.6631824820037744,7.0,0.162526120269329,27.0,0.04783078531063438,20.0,-0.11469533495869462,0.17073170731707318,46,0.8913043478260869,0.15217391304347827
hoppy,41,0.9519387044346412,197,0.3489875817109249,156,-0.6029511227237163,7.0,0.162526120269329,27.0,0.04783078531063438,20.0,-0.11469533495869462,0.17073170731707318,43,0.9534883720930233,0.16279069767441862
rude,164,3.807754817738565,561,0.9938174281209587,397,-2.8139373896176063,28.0,0.650104481077316,92.0,0.162978972169569,64.0,-0.487125508907747,0.17073170731707318,170,0.9647058823529412,0.16470588235294117
greener,41,0.9519387044346412,131,0.23206788428492978,90,-0.7198708201497115,7.0,0.162526120269329,14.0,0.024801147938847457,7.0,-0.13772497233048153,0.17073170731707318,44,0.9318181818181818,0.1590909090909091
smelly,41,0.9519387044346412,152,0.26926960619320095,111,-0.6826690982414403,7.0,0.162526120269329,16.0,0.02834416907296852,9.0,-0.13418195119636048,0.17073170731707318,42,0.9761904761904762,0.16666666666666666
focused,82,1.9038774088692825,283,0.5013374904781307,201,-1.4025399183911518,14.0,0.325052240538658,41.0,0.07263193324948183,27.0,-0.2524203072891762,0.17073170731707318,85,0.9647058823529412,0.16470588235294117
mandatory,82,1.9038774088692825,226,0.4003613881556804,144,-1.503516020713602,14.0,0.325052240538658,55.0,0.09743308118832929,41.0,-0.22761915935032873,0.17073170731707318,89,0.9213483146067416,0.15730337078651685
identical,170,3.9470629208265615,545,0.9654732590479902,375,-2.981589661778571,29.0,0.6733224982586488,96.0,0.1700650144378111,67.0,-0.5032574838208377,0.17058823529411765,177,0.96045197740113,0.1638418079096045
fat,141,3.2737404225679128,528,0.9353575794079613,387,-2.3383828431599514,24.0,0.5572324123519852,76.0,0.13463480309660047,52.0,-0.4225976092553847,0.1702127659574468,146,0.9657534246575342,0.1643835616438356
unwarranted,47,1.0912468075226376,161,0.2852132012967457,114,-0.8060336062258919,8.0,0.1857441374506617,17.0,0.03011567964002905,9.0,-0.15562845781063267,0.1702127659574468,52,0.9038461538461539,0.15384615384615385
pleasant,188,4.36498723009055,701,1.2418289075094333,513,-3.123158322581117,32.0,0.7429765498026468,90.0,0.15943595103544791,58.0,-0.5835405987671989,0.1702127659574468,194,0.9690721649484536,0.16494845360824742
gay,159,3.6916647318319016,594,1.0522772768339563,435,-2.6393874549979452,27.0,0.6268864638959832,98.0,0.1736080355719322,71.0,-0.4532784283240511,0.16981132075471697,166,0.9578313253012049,0.16265060240963855
spicy,124,2.8790341304852562,446,0.7900937129089975,322,-2.088940417576259,21.0,0.487578360807987,77.0,0.136406313663661,56.0,-0.35117204714432604,0.1693548387096774,130,0.9538461538461539,0.16153846153846155
prominent,124,2.8790341304852562,470,0.8326099665184503,346,-2.046424163966806,21.0,0.487578360807987,70.0,0.12400573969423728,49.0,-0.3635726211137497,0.1693548387096774,133,0.9323308270676691,0.15789473684210525
vain,65,1.5091711167866264,301,0.5332246806852203,236,-0.9759464361014061,11.0,0.2553981889946598,35.0,0.06200286984711864,24.0,-0.19339531914754118,0.16923076923076924,71,0.9154929577464789,0.15492957746478872
humane,65,1.5091711167866264,275,0.4871654059416464,210,-1.02200571084498,11.0,0.2553981889946598,25.0,0.04428776417651331,14.0,-0.2111104248181465,0.16923076923076924,68,0.9558823529411765,0.16176470588235295
evil,266,6.175992570234502,889,1.5748728941168133,623,-4.601119676117689,45.0,1.044810773159972,160.0,0.2834416907296852,115.0,-0.7613690824302868,0.16917293233082706,275,0.9672727272727273,0.16363636363636364
unwelcome,71,1.6484792198746225,197,0.3489875817109249,126,-1.2994916381636976,12.0,0.2786162061759926,31.0,0.054916827578876504,19.0,-0.22369937859711608,0.16901408450704225,77,0.922077922077922,0.15584415584415584
reflective,142,3.296958439749245,493,0.8733547095608425,351,-2.4236037301884026,24.0,0.5572324123519852,70.0,0.12400573969423728,46.0,-0.4332266726577479,0.16901408450704225,146,0.9726027397260274,0.1643835616438356
secure,219,5.084745762711865,658,1.1656539531258303,439,-3.9190918095860345,37.0,0.8590666357093104,118.0,0.20903824691314282,81.0,-0.6500283887961675,0.1689497716894977,229,0.9563318777292577,0.1615720524017467
attributable,77,1.7877873229626189,207,0.3667026873815302,130,-1.4210846355810887,13.0,0.3018342233573253,48.0,0.08503250721890555,35.0,-0.21680171613841975,0.16883116883116883,82,0.9390243902439024,0.15853658536585366
abnormal,89,2.066403529138612,295,0.5225956172828571,206,-1.5438079118557546,15.0,0.3482702577199907,46.0,0.0814894860847845,31.0,-0.2667807716352062,0.16853932584269662,94,0.9468085106382979,0.1595744680851064
crowded,125,2.9022521476665895,433,0.7670640755372106,308,-2.1351880721293788,21.0,0.487578360807987,58.0,0.10274761288951088,37.0,-0.3848307479184761,0.168,131,0.9541984732824428,0.16030534351145037
faithful,149,3.459484560018575,577,1.0221615971939273,428,-2.4373229628246476,25.0,0.5804504295333178,70.0,0.12400573969423728,45.0,-0.45644468983908054,0.16778523489932887,156,0.9551282051282052,0.16025641025641027
consistent,304,7.058277223125145,895,1.5855019575191767,591,-5.472775265605969,51.0,1.1841188762479684,152.0,0.26926960619320095,101.0,-0.9148492700547675,0.16776315789473684,310,0.9806451612903225,0.16451612903225807
scared,167,3.8774088692825637,476,0.8432390299208136,309,-3.03416983936175,28.0,0.650104481077316,92.0,0.162978972169569,64.0,-0.487125508907747,0.16766467065868262,173,0.9653179190751445,0.16184971098265896
crazy,203,4.713257487810541,822,1.4561816861237578,619,-3.257075801686783,34.0,0.7894125841653122,128.0,0.22675335258374815,94.0,-0.5626592315815641,0.16748768472906403,213,0.9530516431924883,0.1596244131455399
terrible,233,5.409798003250523,754,1.3357189675636416,521,-4.074079035686881,39.0,0.9055026700719759,117.0,0.20726673634608228,78.0,-0.6982359337258937,0.16738197424892703,241,0.966804979253112,0.16182572614107885
sporting,6,0.1393081030879963,50,0.08857552835302662,44,-0.05073257473496967,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.16666666666666666,7,0.8571428571428571,0.14285714285714285
scot-free,6,0.1393081030879963,24,0.04251625360945278,18,-0.09679184947854352,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.16666666666666666,6,1.0,0.16666666666666666
sympathetic,204,4.736475504991874,636,1.1266807206504987,432,-3.609794784341375,34.0,0.7894125841653122,100.0,0.17715105670605324,66.0,-0.612261527459259,0.16666666666666666,210,0.9714285714285714,0.1619047619047619
lengthier,6,0.1393081030879963,56,0.09920459175538983,50,-0.040103511332606465,1.0,0.023218017181332713,1.0,0.0017715105670605324,0.0,-0.021446506614272182,0.16666666666666666,7,0.8571428571428571,0.14285714285714285
pocket-friendly,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.16666666666666666,8,0.75,0.125
well-suited,6,0.1393081030879963,39,0.06908891211536076,33,-0.07021919097263553,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.16666666666666666,7,0.8571428571428571,0.14285714285714285
explosive,114,2.6468539586719295,471,0.8343814770855109,357,-1.8124724815864186,19.0,0.4411423264453216,64.0,0.11337667629187408,45.0,-0.3277656501534475,0.16666666666666666,124,0.9193548387096774,0.1532258064516129
observant,84,1.950313443231948,369,0.6536873992453365,285,-1.2966260439866115,14.0,0.325052240538658,53.0,0.09389006005420822,39.0,-0.23116218048444978,0.16666666666666666,94,0.8936170212765957,0.14893617021276595
off-base,6,0.1393081030879963,45,0.07971797551772396,39,-0.059590127570272336,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.16666666666666666,8,0.75,0.125
mellifluous,6,0.1393081030879963,72,0.12754876082835834,66,-0.011759342259637956,1.0,0.023218017181332713,4.0,0.00708604226824213,3.0,-0.016131974913090583,0.16666666666666666,6,1.0,0.16666666666666666
bookable,6,0.1393081030879963,33,0.05845984871299758,27,-0.08084825437499871,1.0,0.023218017181332713,4.0,0.00708604226824213,3.0,-0.016131974913090583,0.16666666666666666,7,0.8571428571428571,0.14285714285714285
