key,f,dP1,LRC,P1,G2,l1,l2,f1,f2,N,exp_f,unexp_f,unexp_r,adv,adv_total,adj,adj_total,odds_r_disc,t,MI
NEGmir~any_different,48,0.80602896,3.2202172,0.97959185,158.72837829589844,NEGMIR,any_different,291735,49,1680633,8.5057327,39.494266510009766,0.82279724,any,1169,different,35852,2.187403,5.7005067,0.7515295
NEGmir~that_interested,62,0.7658376,3.1697452,0.93939394,188.49038696289062,NEGMIR,that_interested,291735,66,1680633,11.4567011,50.54330062866211,0.8152145,that,5465,interested,8143,1.8204398,6.4190054,0.7333321
NEGmir~that_big,113,0.6890628,3.1515744,0.86259544,297.782958984375,NEGMIR,that_big,291735,131,1680633,22.7398159,90.26018524169922,0.7987627,that,5465,big,7748,1.465668,8.490964,0.6962915
NEGmir~ever_sick,39,0.8264328,3.1273084,1.0,136.5885467529297,NEGMIR,ever_sick,291735,39,1680633,6.7698689,32.23012924194336,0.82641363,ever,5042,sick,1873,2.5753665,5.1609516,0.76048434
NEGmir~particularly_revolutionary,39,0.8264328,3.1273084,1.0,136.5885467529297,NEGMIR,particularly_revolutionary,291735,39,1680633,6.7698689,32.23012924194336,0.82641363,particularly,12946,revolutionary,481,2.5753665,5.1609516,0.76048434
NEGmir~necessarily_bad,50,0.78797644,3.0930269,0.96153843,158.9231414794922,NEGMIR,necessarily_bad,291735,52,1680633,9.0264918,40.973506927490234,0.81947017,necessarily,1092,bad,10150,1.9831064,5.794529,0.743451
NEGmir~that_serious,49,0.78722185,3.0575237,0.9607843,155.4999237060547,NEGMIR,that_serious,291735,51,1680633,8.8529054,40.1470947265625,0.8193285,that,5465,serious,9072,1.9744188,5.735299,0.74311024
NEGmir~any_easier,61,0.7506855,3.0223675,0.92424244,180.13510131835938,NEGMIR,any_easier,291735,66,1680633,11.4567011,49.54330062866211,0.8121852,any,1169,easier,2372,1.726283,6.3433695,0.72627026
NEGmir~remotely_true,61,0.7506855,3.0223675,0.92424244,180.13510131835938,NEGMIR,remotely_true,291735,66,1680633,11.4567011,49.54330062866211,0.8121852,remotely,2314,true,6098,1.726283,6.3433695,0.72627026
NEGany~ever_satisfied,64,0.45589826,2.915481,0.5,227.84722,NEGATED,ever_satisfied,3173681,128,71961373,5.6451281,58.3548719,0.9117949,ever,110979,satisfied,61792,1.3359557,7.294359,1.0545062
NEGmir~particularly_convincing,34,0.8264303,2.8796554,1.0,119.07671356201172,NEGMIR,particularly_convincing,291735,34,1680633,5.9019369,28.09806251525879,0.82641363,particularly,12946,convincing,840,2.5165808,4.818778,0.76048434
NEGany~remotely_interested,330,0.28458667,2.8321276,0.32868525,849.29142,NEGATED,remotely_interested,3173681,1004,71961373,44.278973,285.721027,0.8658213,remotely,15394,interested,259727,1.0261778,15.728425,0.8723164
NEGmir~necessarily_true,53,0.7402323,2.7751343,0.9137931,153.462646484375,NEGMIR,necessarily_true,291735,58,1680633,10.0680101,42.93199157714844,0.81003755,necessarily,1092,true,6098,1.6657497,5.8971624,0.72133225
NEGmir~that_keen,31,0.8264289,2.7085414,1.0,108.5696792602539,NEGMIR,that_keen,291735,31,1680633,5.3811778,25.61882209777832,0.82641363,that,5465,keen,1348,2.477068,4.6012764,0.76048434
NEGmir~particularly_radical,31,0.8264289,2.7085414,1.0,108.5696792602539,NEGMIR,particularly_radical,291735,31,1680633,5.3811778,25.61882209777832,0.82641363,particularly,12946,radical,1067,2.477068,4.6012764,0.76048434
NEGmir~any_bigger,36,0.7994042,2.7038696,0.972973,117.26814270019531,NEGMIR,any_bigger,291735,37,1680633,6.4226961,29.57730484008789,0.8215918,any,1169,bigger,3783,2.0639362,4.9295506,0.7485851
NEGmir~remotely_comparable,44,0.76260513,2.7016456,0.9361702,132.93080139160156,NEGMIR,remotely_comparable,291735,47,1680633,8.1585599,35.84143829345703,0.8145782,remotely,2314,comparable,281,1.7820377,5.4033003,0.7318392
NEGmir~yet_available,28,0.8264274,2.515371,1.0,98.06269836425781,NEGMIR,yet_available,291735,28,1680633,4.8604187,23.13958168029785,0.82641363,yet,810,available,9846,2.4335978,4.3729696,0.76048434
NEGmir~terribly_interested,39,0.7550039,2.4791522,0.9285714,116.11759948730469,NEGMIR,terribly_interested,291735,42,1680633,7.290628,31.70937156677246,0.8130608,terribly,4583,interested,8143,1.7302674,5.0775633,0.7282997
NEGany~remotely_similar,152,0.27059904,2.4602313,0.3146998,377.08703,NEGATED,remotely_similar,3173681,483,71961373,21.301538,130.698462,0.8598583,remotely,15394,similar,202564,0.9987524,10.601045,0.85343266
COM~longer_lasting,3541,0.04297633,2.4479568,0.9988716,282.11724,COMPLEMENT,longer_lasting,68787692,3545,71961373,3388.6564,152.34360000000015,0.043022763,longer,11259,lasting,21954,1.5600492,2.5601254,0.01909839
NEGmir~terribly_interesting,56,0.67492497,2.4145606,0.8484849,143.79904174804688,NEGMIR,terribly_interesting,291735,66,1680633,11.4567011,44.54330062866211,0.79541606,terribly,4583,interesting,12368,1.4086206,5.9523487,0.68912846
NEGmir~any_more,41,0.7177376,2.3050861,0.8913044,113.87195587158203,NEGMIR,any_more,291735,46,1680633,7.9849735,33.0150260925293,0.80524457,any,1169,more,7463,1.5554261,5.1560807,0.7105104
NEGmir~exactly_new,29,0.79309446,2.292502,0.96666664,93.17761993408203,NEGMIR,exactly_new,291735,30,1680633,5.2075914,23.792407989501953,0.8204279,exactly,1031,new,12793,1.9714549,4.4181395,0.7457611
NEGany~remotely_accurate,50,0.35589805,2.2219129,0.4,150.63717,NEGATED,remotely_accurate,3173681,125,71961373,5.5128204,44.4871796,0.88974357,remotely,15394,accurate,151014,1.1612982,6.291437,0.9575962
NEGmir~terribly_unusual,24,0.82642543,2.21224,1.0,84.053466796875,NEGMIR,terribly_unusual,291735,24,1680633,4.1660731,19.833927154541016,0.82641363,terribly,4583,unusual,2286,2.367913,4.0485835,0.76048434
NEGmir~terribly_special,24,0.82642543,2.21224,1.0,84.053466796875,NEGMIR,terribly_special,291735,24,1680633,4.1660731,19.833927154541016,0.82641363,terribly,4583,special,15479,2.367913,4.0485835,0.76048434
NEGmir~that_impressive,23,0.82642496,2.126029,1.0,80.55117797851562,NEGMIR,that_impressive,291735,23,1680633,3.9924868,19.00751304626465,0.82641363,that,5465,impressive,4971,2.3498132,3.9633405,0.76048434
NEGmir~necessarily_right,23,0.82642496,2.126029,1.0,80.55117797851562,NEGMIR,necessarily_right,291735,23,1680633,3.9924868,19.00751304626465,0.82641363,necessarily,1092,right,5535,2.3498132,3.9633405,0.76048434
NEGmir~any_good,32,0.7407148,2.0997057,0.9142857,92.74027252197266,NEGMIR,any_good,291735,35,1680633,6.0755233,25.924476623535156,0.8101399,any,1169,good,31461,1.6455432,4.5828433,0.72156626
NEGmir~remotely_believable,21,0.82642394,1.9376607,1.0,73.5466079711914,NEGMIR,remotely_believable,291735,21,1680633,3.645314,17.354686737060547,0.82641363,remotely,2314,believable,594,2.3111808,3.787103,0.76048434
NEGmir~yet_certain,21,0.82642394,1.9376607,1.0,73.5466079711914,NEGMIR,yet_certain,291735,21,1680633,3.645314,17.354686737060547,0.82641363,yet,810,certain,1773,2.3111808,3.787103,0.76048434
NEGmir~remotely_funny,41,0.6464329,1.910489,0.82,99.88541412353516,NEGMIR,remotely_funny,291735,50,1680633,8.679319,32.320682525634766,0.7883093,remotely,2314,funny,5362,1.318064,5.047642,0.6742982
NEGmir~immediately_available,162,0.4198884,1.845453,0.5934066,240.856201171875,NEGMIR,immediately_available,291735,273,1680633,47.389082,114.61091613769531,0.7074748,immediately,1183,available,9846,0.84146625,9.004684,0.5338367
NEGmir~longer_relevant,20,0.82642347,1.834165,1.0,70.04432678222656,NEGMIR,longer_relevant,291735,20,1680633,3.4717276,16.52827262878418,0.82641363,longer,910,relevant,3165,2.290495,3.6958342,0.76048434
NEGmir~any_younger,20,0.82642347,1.834165,1.0,70.04432678222656,NEGMIR,any_younger,291735,20,1680633,3.4717276,16.52827262878418,0.82641363,any,1169,younger,933,2.290495,3.6958342,0.76048434
NEGmir~exactly_easy,20,0.82642347,1.834165,1.0,70.04432678222656,NEGMIR,exactly_easy,291735,20,1680633,3.4717276,16.52827262878418,0.82641363,exactly,1031,easy,18697,2.290495,3.6958342,0.76048434
NEGmir~necessarily_new,23,0.78475815,1.8222543,0.9583333,72.61861419677734,NEGMIR,necessarily_new,291735,24,1680633,4.1660731,18.833927154541016,0.8188664,necessarily,1092,new,12793,1.8726918,3.9271452,0.74200094
NEGmir~that_comfortable,23,0.78475815,1.8222543,0.9583333,72.61861419677734,NEGMIR,that_comfortable,291735,24,1680633,4.1660731,18.833927154541016,0.8188664,that,5465,comfortable,4613,1.8726918,3.9271452,0.74200094
NEGmir~that_fond,23,0.78475815,1.8222543,0.9583333,72.61861419677734,NEGMIR,that_fond,291735,24,1680633,4.1660731,18.833927154541016,0.8188664,that,5465,fond,1110,1.8726918,3.9271452,0.74200094
NEGmir~remotely_interesting,56,0.5537117,1.7809241,0.72727275,113.89950561523438,NEGMIR,remotely_interesting,291735,77,1680633,13.3661513,42.63385009765625,0.76131874,remotely,2314,interesting,12368,1.097368,5.697188,0.62218165
NEGmir~necessarily_better,27,0.7264266,1.7565467,0.9,76.19926452636719,NEGMIR,necessarily_better,291735,30,1680633,5.2075914,21.792407989501953,0.8071262,necessarily,1092,better,13606,1.5729852,4.193951,0.71472687
NEGmir~remotely_similar,71,0.5026355,1.7395211,0.6761905,129.3911590576172,NEGMIR,remotely_similar,291735,105,1680633,18.22657,52.77342987060547,0.74328774,remotely,2314,similar,6966,0.99426323,6.263054,0.5905534
NEGmir~yet_sure,19,0.826423,1.7233529,1.0,66.54206085205078,NEGMIR,yet_sure,291735,19,1680633,3.2981412,15.701858520507812,0.82641363,yet,810,sure,6736,2.268774,3.6022534,0.76048434
NEGmir~yet_clear,19,0.826423,1.7233529,1.0,66.54206085205078,NEGMIR,yet_clear,291735,19,1680633,3.2981412,15.701858520507812,0.82641363,yet,810,clear,6689,2.268774,3.6022534,0.76048434
NEGmir~terribly_popular,19,0.826423,1.7233529,1.0,66.54206085205078,NEGMIR,terribly_popular,291735,19,1680633,3.2981412,15.701858520507812,0.82641363,terribly,4583,popular,5628,2.268774,3.6022534,0.76048434
NEGmir~longer_afraid,18,0.82642245,1.6041788,1.0,63.039794921875,NEGMIR,longer_afraid,291735,18,1680633,3.1245549,14.875445365905762,0.82641363,longer,910,afraid,2347,2.2459097,3.506176,0.76048434
NEGmir~yet_ready,18,0.82642245,1.6041788,1.0,63.039794921875,NEGMIR,yet_ready,291735,18,1680633,3.1245549,14.875445365905762,0.82641363,yet,810,ready,3013,2.2459097,3.506176,0.76048434
NEGmir~remotely_possible,38,0.5864311,1.531228,0.76,82.55348205566406,NEGMIR,remotely_possible,291735,50,1680633,8.679319,29.320680618286133,0.77159685,remotely,2314,possible,3028,1.1662848,4.7564425,0.64129794
NEGmir~any_clearer,17,0.826422,1.4753664,1.0,59.53753662109375,NEGMIR,any_clearer,291735,17,1680633,2.9509685,14.049031257629395,0.82641363,any,1169,clearer,128,2.2217746,3.4073906,0.76048434
NEGmir~remotely_surprising,17,0.826422,1.4753664,1.0,59.53753662109375,NEGMIR,remotely_surprising,291735,17,1680633,2.9509685,14.049031257629395,0.82641363,remotely,2314,surprising,2648,2.2217746,3.4073906,0.76048434
NEGmir~any_higher,21,0.7394672,1.3987187,0.9130435,60.718994140625,NEGMIR,any_higher,291735,23,1680633,3.9924868,17.00751304626465,0.80988157,any,1169,higher,2862,1.6122103,3.7113438,0.7209758
NEGmir~longer_possible,15,0.826421,1.1821222,1.0,52.53303527832031,NEGMIR,longer_possible,291735,15,1680633,2.6037957,12.396203994750977,0.82641363,longer,910,possible,3028,2.1690652,3.2006862,0.76048434
NEGmir~terribly_clear,15,0.826421,1.1821222,1.0,52.53303527832031,NEGMIR,terribly_clear,291735,15,1680633,2.6037957,12.396203994750977,0.82641363,terribly,4583,clear,6689,2.1690652,3.2006862,0.76048434
NEGmir~necessarily_illegal,15,0.826421,1.1821222,1.0,52.53303527832031,NEGMIR,necessarily_illegal,291735,15,1680633,2.6037957,12.396203994750977,0.82641363,necessarily,1092,illegal,929,2.1690652,3.2006862,0.76048434
NEGmir~immediately_clear,31,0.54735786,1.1101353,0.7209302,62.22684860229492,NEGMIR,immediately_clear,291735,43,1680633,7.4642144,23.535785675048828,0.7592189,immediately,1183,clear,6689,1.0791242,4.227152,0.61837757
NEGmir~terribly_remarkable,14,0.8264205,1.013202,1.0,49.030792236328125,NEGMIR,terribly_remarkable,291735,14,1680633,2.4302093,11.569790840148926,0.82641363,terribly,4583,remarkable,3209,2.1401,3.0921566,0.76048434
