key,l1,exp_f,adv,f1,l2,P1,unexp_f,f2,dP1,odds_r_disc,G2,LRC,adv_total,MI,adj_total,N,t,f,adj
NEGany~inherently_evil,NEGATED,48.929713,inherently,3173660,inherently_evil,0.31878895,309.070287,1123,0.27522266,1.0120481,905.79517,2.8122904,47803,0.8643104,22706,72839589,16.334871,358,evil
NEGany~remotely_interested,NEGATED,46.27191,remotely,3173660,remotely_interested,0.31073445,283.72809,1062,0.26716784,0.9958644,817.05674,2.7377417,16426,0.8531965,264528,72839589,15.618717,330,interested
NEGmir~any_worse,NEGMIR,17.9983184,any,291732,any_worse,0.82857144,69.00167846679688,105,0.65719944,1.3592554,217.4592777,2.7328658,1197,0.6842873,8790,1701929,7.3977566,87,worse
NEGmir~that_keen,NEGMIR,5.3137892,that,291732,that_keen,1.0,25.68621063232422,31,0.82860255,2.483682,109.3510148,2.7303338,5494,0.76595736,1360,1701929,4.6133795,31,keen
NEGmir~particularly_radical,NEGMIR,5.3137892,particularly,291732,particularly_radical,1.0,25.68621063232422,31,0.82860255,2.483682,109.3510148,2.7303338,13003,0.76595736,1072,1701929,4.6133795,31,radical
NEGmir~any_bigger,NEGMIR,6.3422646,any,291732,any_bigger,0.972973,29.65773582458496,37,0.80157787,2.07055,118.1702482,2.7256815,1197,0.7540581,3923,1701929,4.942956,36,bigger
NEGmir~remotely_comparable,NEGMIR,8.0563901,remotely,291732,remotely_comparable,0.9361702,35.94361114501953,47,0.7647788,1.7886517,134.0240471,2.723479,2341,0.7373122,283,1701929,5.418703,44,comparable
NEGmir~necessarily_true,NEGMIR,10.1133408,necessarily,291732,necessarily_true,0.89830506,42.88665771484375,59,0.72691774,1.5998126,150.4169365,2.6883113,1107,0.7193812,6191,1701929,5.890936,53,true
NEGany~ever_satisfied,NEGATED,6.5791511,ever,3173660,ever_satisfied,0.42384106,57.4208489,151,0.38027132,1.2090199,203.0109,2.5658724,114075,0.9880101,62862,72839589,7.177606,64,satisfied
NEGmir~yet_available,NEGMIR,4.7995516,yet,291732,yet_available,1.0,23.200448989868164,28,0.82860106,2.4402118,98.7684199,2.5371587,815,0.76595736,10284,1701929,4.384473,28,available
NEGany~inherently_negative,NEGATED,8.4091136,inherently,3173660,inherently_negative,0.38860103,66.5908864,193,0.3450314,1.1456981,222.62734,2.5014234,47803,0.95031106,53385,72839589,7.6892533,75,negative
NEGmir~terribly_interesting,NEGMIR,11.3132287,terribly,291732,terribly_interesting,0.8484849,44.686771392822266,66,0.6770986,1.4152346,145.1579713,2.4364223,4610,0.6946015,12447,1701929,5.971521,56,interesting
NEGmir~particularly_fast,NEGMIR,4.4567265,particularly,291732,particularly_fast,1.0,21.54327392578125,26,0.8286001,2.4086096,91.7133851,2.3931248,13003,0.76595736,1259,1701929,4.2249837,26,fast
NEGmir~terribly_interested,NEGMIR,7.3707399,terribly,291732,terribly_interested,0.90697676,31.629261016845703,43,0.73558277,1.6277366,112.460553,2.3579745,4610,0.72355354,8255,1701929,5.064735,39,interested
NEGmir~any_closer,NEGMIR,11.8274664,any,291732,any_closer,0.82608694,45.17253494262695,69,0.65470093,1.3471341,141.8198888,2.3266048,1197,0.68298316,993,1701929,5.983248,57,closer
NEGmir~exactly_new,NEGMIR,5.1423767,exactly,291732,exactly_new,0.96666664,23.857624053955078,30,0.7952681,1.9780687,93.903293,2.314304,1041,0.7512341,12836,1701929,4.430249,29,new
NEGmir~terribly_unusual,NEGMIR,4.1139013,terribly,291732,terribly_unusual,1.0,19.886098861694336,24,0.82859915,2.374527,84.658373,2.2340193,4610,0.76595736,2302,1701929,4.0592327,24,unusual
NEGmir~terribly_special,NEGMIR,4.1139013,terribly,291732,terribly_special,1.0,19.886098861694336,24,0.82859915,2.374527,84.658373,2.2340193,4610,0.76595736,15541,1701929,4.0592327,24,special
NEGany~inherently_good,NEGATED,51.282522,inherently,3173660,inherently_good,0.2404418,231.717478,1177,0.19687444,0.8424658,554.72001,2.205505,47803,0.74181706,1681795,72839589,13.774175,283,good
NEGany~remotely_similar,NEGATED,24.35593,remotely,3173660,remotely_similar,0.27191412,127.64407,559,0.22834535,0.91462046,334.61186,2.2007337,16426,0.79523885,203453,72839589,10.353301,152,similar
NEGmir~necessarily_right,NEGMIR,3.9424888,necessarily,291732,necessarily_right,1.0,19.057510375976562,23,0.8285986,2.3564272,81.1308755,2.1478057,1107,0.76595736,5576,1701929,3.9737659,23,right
NEGmir~that_impressive,NEGMIR,3.9424888,that,291732,that_impressive,1.0,19.057510375976562,23,0.8285986,2.3564272,81.1308755,2.1478057,5494,0.76595736,5007,1701929,3.9737659,23,impressive
NEGmir~any_good,NEGMIR,5.9994395,any,291732,any_good,0.9142857,26.000560760498047,35,0.74288845,1.6521572,93.5310507,2.1215262,1197,0.7270393,31585,1701929,4.596293,32,good
NEGany~remotely_accurate,NEGATED,5.8384519,remotely,3173660,remotely_accurate,0.37313432,44.1615481,134,0.3295644,1.117901,143.78061,2.100497,16426,0.9326723,152299,72839589,6.245386,50,accurate
NEGmir~inherently_illegal,NEGMIR,4.628139,inherently,291732,inherently_illegal,0.962963,21.37186050415039,27,0.791563,1.9314882,83.5352497,2.097021,5133,0.749567,937,1701929,4.1913667,26,illegal
NEGmir~remotely_believable,NEGMIR,3.5996637,remotely,291732,remotely_believable,1.0,17.40033721923828,21,0.82859766,2.3177948,74.0758974,1.9594313,2341,0.76595736,600,1701929,3.7970648,21,believable
NEGmir~yet_certain,NEGMIR,3.5996637,yet,291732,yet_certain,1.0,17.40033721923828,21,0.82859766,2.3177948,74.0758974,1.9594313,815,0.76595736,1800,1701929,3.7970648,21,certain
NEGmir~any_younger,NEGMIR,3.4282511,any,291732,any_younger,1.0,16.571748733520508,20,0.8285972,2.2971087,70.5484169,1.855932,1197,0.76595736,939,1701929,3.7055557,20,younger
NEGmir~exactly_easy,NEGMIR,3.4282511,exactly,291732,exactly_easy,1.0,16.571748733520508,20,0.8285972,2.2971087,70.5484169,1.855932,1041,0.76595736,18610,1701929,3.7055557,20,easy
NEGmir~remotely_funny,NEGMIR,8.7420404,remotely,291732,remotely_funny,0.8039216,32.25796127319336,51,0.63252795,1.2812119,97.9052855,1.8514082,2341,0.67117107,5365,1701929,5.037847,41,funny
NEGmir~immediately_available,NEGMIR,47.1384529,immediately,291732,immediately_available,0.5890909,114.8615493774414,275,0.41774586,0.84035903,241.5297601,1.8457625,1195,0.53613967,10284,1701929,9.024375,162,available
NEGmir~that_fond,NEGMIR,4.1139013,that,291732,that_fond,0.9583333,18.886098861694336,24,0.7869319,1.8793057,73.1930644,1.8440431,5494,0.74747396,1115,1701929,3.9380238,23,fond
NEGmir~that_comfortable,NEGMIR,4.1139013,that,291732,that_comfortable,0.9583333,18.886098861694336,24,0.7869319,1.8793057,73.1930644,1.8440431,5494,0.74747396,4642,1701929,3.9380238,23,comfortable
NEGmir~necessarily_new,NEGMIR,4.1139013,necessarily,291732,necessarily_new,0.9583333,18.886098861694336,24,0.7869319,1.8793057,73.1930644,1.8440431,1107,0.74747396,12836,1701929,3.9380238,23,new
NEGmir~remotely_interesting,NEGMIR,13.1987668,remotely,291732,remotely_interesting,0.72727275,42.801231384277344,77,0.5558853,1.103982,115.2006442,1.802798,2341,0.6276547,12447,1701929,5.7195554,56,interesting
NEGmir~terribly_popular,NEGMIR,3.2568386,terribly,291732,terribly_popular,1.0,15.74316120147705,19,0.8285967,2.275388,67.0209421,1.745116,4610,0.76595736,5668,1701929,3.611729,19,popular
NEGmir~yet_clear,NEGMIR,3.2568386,yet,291732,yet_clear,1.0,15.74316120147705,19,0.8285967,2.275388,67.0209421,1.745116,815,0.76595736,6722,1701929,3.611729,19,clear
NEGmir~yet_sure,NEGMIR,3.2568386,yet,291732,yet_sure,1.0,15.74316120147705,19,0.8285967,2.275388,67.0209421,1.745116,815,0.76595736,6761,1701929,3.611729,19,sure
NEGmir~remotely_similar,NEGMIR,18.3411435,remotely,291732,remotely_similar,0.6635514,52.65885543823242,107,0.4921698,0.97640294,127.3212241,1.7013313,2341,0.5878319,7011,1701929,6.2494564,71,similar
NEGmir~inherently_better,NEGMIR,10.1133408,inherently,291732,inherently_better,0.7457627,33.88665771484375,59,0.5743701,1.1423843,93.950531,1.6504186,5133,0.63855803,14013,1701929,5.108606,44,better
NEGmir~necessarily_better,NEGMIR,5.3137892,necessarily,291732,necessarily_better,0.87096775,21.68621063232422,31,0.6995679,1.4704542,72.9033769,1.6266291,1107,0.70595944,14013,1701929,4.1735134,27,better
NEGmir~inherently_improper,NEGMIR,3.085426,inherently,291732,inherently_improper,1.0,14.914573669433594,18,0.82859623,2.2525237,63.493473,1.6259375,5133,0.76595736,142,1701929,3.5153987,18,improper
NEGmir~yet_ready,NEGMIR,3.085426,yet,291732,yet_ready,1.0,14.914573669433594,18,0.82859623,2.2525237,63.493473,1.6259375,815,0.76595736,3034,1701929,3.5153987,18,ready
NEGmir~any_clearer,NEGMIR,2.9140135,any,291732,any_clearer,1.0,14.085986137390137,17,0.8285957,2.2283885,59.9660095,1.49712,1197,0.76595736,130,1701929,3.4163535,17,clearer
NEGmir~remotely_surprising,NEGMIR,2.9140135,remotely,291732,remotely_surprising,1.0,14.085986137390137,17,0.8285957,2.2283885,59.9660095,1.49712,2341,0.76595736,2662,1701929,3.4163535,17,surprising
NEGmir~any_higher,NEGMIR,3.9424888,any,291732,any_higher,0.9130435,17.057510375976562,23,0.7416409,1.6188242,61.2377773,1.4205083,1197,0.72644883,2893,1701929,3.722254,21,higher
NEGmir~remotely_possible,NEGMIR,8.9134529,remotely,291732,remotely_possible,0.7307692,29.0865478515625,52,0.55937374,1.1084402,78.7290616,1.420007,2341,0.6297376,3160,1701929,4.718461,38,possible
NEGmir~that_clear,NEGMIR,3.2568386,that,291732,that_clear,0.94736844,14.74316120147705,19,0.7759645,1.7754021,56.0342198,1.3037237,5494,0.7424763,6722,1701929,3.4749966,18,clear
NEGmir~terribly_clear,NEGMIR,2.5711883,terribly,291732,terribly_clear,1.0,12.428812026977539,15,0.82859474,2.1756792,52.9110997,1.2038637,4610,0.76595736,6722,1701929,3.2091053,15,clear
NEGmir~necessarily_illegal,NEGMIR,2.5711883,necessarily,291732,necessarily_illegal,1.0,12.428812026977539,15,0.82859474,2.1756792,52.9110997,1.2038637,1107,0.76595736,937,1701929,3.2091053,15,illegal
NEGmir~inherently_evil,NEGMIR,16.969843,inherently,291732,inherently_evil,0.5858586,41.030155181884766,99,0.41447014,0.8334766,85.7033458,1.1806108,5133,0.5337502,1271,1701929,5.3875237,58,evil
NEGany~inherently_problematic,NEGATED,12.069039,inherently,3173660,inherently_problematic,0.20938627,45.930960999999996,277,0.16581638,0.7671879,98.703329,1.1730777,47803,0.6817553,33408,72839589,6.0310307,58,problematic
NEGmir~immediately_clear,NEGMIR,7.3707399,immediately,291732,immediately_clear,0.7209302,23.629261016845703,43,0.5495316,1.0857382,62.9451412,1.131975,1195,0.6238506,6722,1701929,4.2439404,31,clear
NEGmir~terribly_remarkable,NEGMIR,2.3997758,terribly,291732,terribly_remarkable,1.0,11.600224494934082,14,0.82859427,2.146714,49.3836533,1.0349358,4610,0.76595736,3238,1701929,3.1002903,14,remarkable
NEGmir~remotely_new,NEGMIR,3.7710762,remotely,291732,remotely_new,0.8636364,15.228923797607422,22,0.6922327,1.430289,50.6235606,1.0022075,2341,0.70228827,12836,1701929,3.4937546,19,new
