hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
apw_eng_20020623_0604_15:13,neg-ext-nonsubj,as_big,as,big,-LBQ-  The race -LRB- for the drivers ' title -RRB- is not as big as it was in Austria .,apw_eng_20020623_0604_15,13,apw_eng_200206,"-LBQ-  Team tactics are a part of Ferrari , and today our tactic was to let Barrichello win .  -RDQ-","We felt we can start to help Barrichello in the championship ,  -RDQ-  he added .",apw_eng_20020623,Apw,2002-06-23,negative,not_VP-adv,not,VP-adv,False,35623,2002,False
apw_eng_19971217_1516_15:8,neg-ext-nonsubj,as_big,as,big,"His curve , however , is not as big as Park 's .  -RDQ-",apw_eng_19971217_1516_15,8,apw_eng_199712,"-LBQ-  However , Jae has more control and a better slider .","Young Jae Cheun , the Los Angeles-based agent for the brothers , said 12 teams had shown interest in the pitcher and six had made offers , including the New York Yankees .",apw_eng_19971217,Apw,1997-12-17,negative,not_VP-adv,not,VP-adv,False,8472,1997,False
nyt_eng_19960329_0626_120:15,neg-ext-nonsubj,as_big,as,big,"-LBQ-  There is a chance they 'll cut , but the chance is not as big as this week 's cut was ,  -RDQ-  said Wictorin .",nyt_eng_19960329_0626_120,15,nyt_eng_199603,"Treasury bills were faring better than bonds because the central bank might cut its most important interest rate , the securities repurchase rate , again on Tuesday .","-LBQ-  However , the central bank is in a hurry to cut right now , so we ca n't rule out another move next week .  -RDQ-",nyt_eng_19960329,Nyt1,1996-03-29,negative,not_VP-adv,not,VP-adv,False,20994,1996,False
nyt_eng_19960306_0167_3:21,neg-ext-nonsubj,as_big,as,big,"At 6 inches by 4 -LCB- inches by 1 inches , the IBM Palm Top PC 110 is not quite as big as the Ivy edition of  -LBQ-  Oldest Living Confederate Widow Tells All .  -RDQ-",nyt_eng_19960306_0167_3,21,nyt_eng_199603,How small ? About the size of a paperback novel .,"At 1 pound , 6 ounces , it weighs almost exactly as much as the Signet Classics edition of  -LBQ-  Les Miserables .  -RDQ-",nyt_eng_19960306,Nyt1,1996-03-06,negative,not_VP-adv,not,VP-adv,True,21997,1996,False
nyt_eng_19980519_0464_22:10,outdated_input_file,as_big,as,big,"-LBQ-  Sometimes , you tell him the hole is as big as a garbage can .",nyt_eng_19980519_0464_22,10,,,,nyt_eng_19980519,Nyt1,1998-05-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,440233,1998,False
apw_eng_20091014_0632_10:13,neg-ext-nonsubj,as_big,as,big,"Though it was the largest decline this year , it was not as big as the 2.1 percent drop analysts expected .",apw_eng_20091014_0632_10,13,apw_eng_200910,"Meanwhile , the Commerce Department said retail sales declined 1.5 percent in September as car sales tumbled following the end of the government 's Cash for Clunkers incentive program .","Excluding autos , retail sales rose 0.5 percent , better than the 0.2 percent increase analysts forecast .",apw_eng_20091014,Apw,2009-10-14,negative,not_VP-adv,not,VP-adv,False,48502,2009,False
apw_eng_20010221_0935_8:18,neg-ext-nonsubj,as_blatant,as,blatant,"-LBQ-  There have been former Cabinet secretaries who have had political ambitions but they have not been as blatant about it as Secretary Cuomo ,  -RDQ-  said Tom Schatz , president of Citizens Against Government Waste , a Washington-based private group .",apw_eng_20010221_0935_8,18,apw_eng_200102,"-LBQ-  Exposing Injustice ,  -RDQ-  which cost $ 162,509 for 10,000 copies , chronicled HUD initiatives designed to combat racial and economic inequality and included at least 11 photographs of Cuomo .",Nearly half of the copies of  -LBQ-  HUD International  -RDQ-  were never distributed .,apw_eng_20010221,Apw,2001-02-21,negative,not_VP-adv,not,VP-adv,False,42722,2001,False
nyt_eng_20090216_0093_38:39,neg-ext-nonsubj,as_bleak,as,bleak,"The economy has not stopped falling , but recently , a few lesser-known indexes and indicators measuring things like overseas shipping rates and manufacturing outlooks have begun to paint a picture that , while bad , is not as bleak as a few months ago .",nyt_eng_20090216_0093_38,39,nyt_eng_200902,wrenching pace of the downturn may be slowing .,By Jack Healy .,nyt_eng_20090216,Nyt2,2009-02-16,negative,not_VP-adv,not,VP-adv,False,13109,2009,False
nyt_eng_19960220_0330_5:34,outdated_input_file,as_blockheaded,as,blockheaded,"If Salvador Dali , a work of art himself with upwardly twisting buffalo horns mustache , ca n't make you smile and laugh in the presence of his creations , you may be as blockheaded as the cubistic angels he painted to guard his plain , un-Daliesque tomb .",nyt_eng_19960220_0330_5,34,,,,nyt_eng_19960220,Nyt1,1996-02-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,168371,1996,False
nyt_eng_19990219_0320_35:20,neg-ext-nonsubj,as_bodacious,as,bodacious,"The president soon follows , after coming to the sad realization that Hooterville 's female denizens are n't quite as bodacious as he thought they would be .",nyt_eng_19990219_0320_35,20,nyt_eng_199902,"His wife -LRB- Joan Allen -RRB- has a hard time adjusting to the rural lifestyle , though , and eventually leaves him to run for a Senate opening in New York .",WKRP in Cincinnati  -COL-  Howard Stern plays a shock jock who sets up shop at a conservative midwest radio station full of quirky characters .,nyt_eng_19990219,Nyt1,1999-02-19,negative,not_VP-adv,not,VP-adv,False,8026,1999,False
nyt_eng_19950707_0110_6:9,outdated_input_file,as_bright,as,bright,"At night , parts of the street are as bright as a Kmart with unflattering blasts of fluorescent lights from rows of T-shirt shops .",nyt_eng_19950707_0110_6,9,,,,nyt_eng_19950707,Nyt1,1995-07-07,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,92930,1995,False
nyt_eng_19950604_0106_16:5,outdated_input_file,as_broad,as,broad,"-LBQ-  These guidelines are as broad as you 'll find in the world ,  -RDQ-  says Peter Trzyna , an intellectual property lawyer with Keck , Mahin & Kate in Chicago .",nyt_eng_19950604_0106_16,5,,,,nyt_eng_19950604,Nyt1,1995-06-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,81884,1995,False
nyt_eng_19970405_0137_37:8,outdated_input_file,as_brutal,as,brutal,"The rebel reply , however , was as brutal as it was swift .",nyt_eng_19970405_0137_37,8,,,,nyt_eng_19970405,Nyt1,1997-04-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,303952,1997,False
nyt_eng_19970916_0613_23:6,neg-ext-nonsubj,as_bulked-up,as,bulked-up,"The free-range chicken is not as bulked-up as ordinary chicken , but is extremely flavorful .",nyt_eng_19970916_0613_23,6,nyt_eng_199709,"Barbecued free-range chicken -LRB- $ 14 -RRB- is also a winner , as are side dishes of sauteed broccoli rape and sweet corn , grilled on the cob .","Aside from a salmon burger on a wholewheat bun -LRB- $ 13 -RRB- that had the down-home appeal of salmon croquettes , fish dishes are less successful .",nyt_eng_19970916,Nyt1,1997-09-16,negative,not_VP-adv,not,VP-adv,True,7077,1997,False
nyt_eng_20101101_0234_20:5,neg-ext-nonsubj,as_celebrated,as,celebrated,"Their heartache was not as celebrated as Boston 's , and their wait was not as long as Chicago 's .",nyt_eng_20101101_0234_20,5,nyt_eng_201011,-LBQ-  It 's on behalf of 53 years of waiting .  -RDQ-,But that does not mean the path was any less painful for those who lived it .,nyt_eng_20101101,Nyt2,2010-11-01,negative,not_VP-adv,not,VP-adv,False,23495,2010,False
nyt_eng_20000418_0258_11:21,neg-ext-nonsubj,as_certain,as,certain,"But the Israeli government has been slow to act on their requests , saying their ties to Judaism are not as certain as those of the Ethiopians who clearly maintained their faith and were allowed to emigrate in the past .",nyt_eng_20000418_0258_11,21,nyt_eng_200004,-LBQ-  These people have been crossing the Red Sea in my lifetime .  -RDQ-,"Some government officials say they worry that the motives are really economic  -COL-  Ethiopia is one of the poorest nations , made worse by a severe food shortage in the last several months , and Jews here are among the worst off .",nyt_eng_20000418,Nyt2,2000-04-18,negative,not_VP-adv,not,VP-adv,False,43796,2000,False
nyt_eng_19960325_0664_17:22,neg-ext-nonsubj,as_charismatic,as,charismatic,"Smith , while ingratiating with humorous anecdotes and quotations out of everyone from H.G. Wells to Flannery O'Connor , is not as charismatic as Joseph Campbell , whom Moyers interviewed in  -LBQ-  The Power of Myth  -RDQ-  series .",nyt_eng_19960325_0664_17,22,nyt_eng_199603,"The final program is the most heated , albeit in a genteel way .","But when Moyers focuses on some extremely sensitive issues , Smith bristles .",nyt_eng_19960325,Nyt1,1996-03-25,negative,not_VP-adv,not,VP-adv,True,21198,1996,False
nyt_eng_20010621_0207_1:4,neg-ext-nonsubj,as_clever,as,clever,"It 's not as clever as  -LBQ-  Shrek  -RDQ-  or as action-packed as  -LBQ-  Atlantis ,  -RDQ-  but for my money ,  -LBQ-  Dr. Dolittle 2  -RDQ-  wins the prize for most charming kid flick of the summer .",nyt_eng_20010621_0207_1,4,nyt_eng_200106,,"It 's very pleasant , very sweet and very funny .",nyt_eng_20010621,Nyt2,2001-06-21,negative,not_VP-adv,not,VP-adv,False,16584,2001,False
nyt_eng_20040819_0149_44:22,neg-ext-subj,as_clever,as,clever,"The no-frills  -LBQ-  Bush 's Brain  -RDQ-  piles up charges of Rove dirty tricks , yet nothing the film says is as clever as its title .",nyt_eng_20040819_0149_44,22,nyt_eng_200408,"-LRB- The film 's drab style is surprising because one of its directors , Harry Thomason , is also behind the Clinton campaign biography ,  -LBQ-  The Man From Hope ,  -RDQ-  a masterpiece of political image-making . -RRB-",And it 's hard to find documentaries more flat-footed than Robert Greenwald 's  -LBQ-  Uncovered  -COL-  The War on Iraq  -RDQ-  and  -LBQ-  Outfoxed  -COL-  Rupert Murdoch 's War on Journalism .  -RDQ-,nyt_eng_20040819,Nyt2,2004-08-19,negative,nothing_subj-NP,nothing,subj-NP,False,296,2004,False
apw_eng_20090801_0543_5:5,neg-ext-nonsubj,as_close,as,close,"He was n't nearly as close as last year 's Beijing Olympics , when Phelps famously won by one-hundredth of a second and Cavic always maintained that he actually touched first .",apw_eng_20090801_0543_5,5,apw_eng_200908,"Cavic also broke 50 seconds , but 49.95 only got him a silver -- and plenty of words to eat .","-LBQ-  That satisfied me a little bit ,  -RDQ-  Phelps quipped with that crooked grin of his .",apw_eng_20090801,Apw,2009-08-01,negative,not_VP-adv,not,VP-adv,False,9194,2009,False
nyt_eng_20070218_0004_49:4,neg-ext-nonsubj,as_close-knitted,as,close-knitted,It 's not as close-knitted as it used to be .  -RDQ-,nyt_eng_20070218_0004_49,4,nyt_eng_200702,"Now , if you do n't get the Arizona Informant -LRB- newspaper -RRB- , there is no connection .",Moving in and growing,nyt_eng_20070218,Nyt2,2007-02-18,negative,not_VP-adv,not,VP-adv,False,47969,2007,False
nyt_eng_19981006_0443_31:6,neg-ext-nonsubj,as_cold,as,cold,"-LBQ-  It wo n't be as cold as Opening Day ,  -RDQ-  Cone said .",nyt_eng_19981006_0443_31,6,nyt_eng_199810,"Cone said he felt numbness when he pitched Opening Day April 4 , but he went on to pitch 207 innings .",-LBQ-  That day there was a wind-chill factor of 30 .,nyt_eng_19981006,Nyt1,1998-10-06,negative,not_VP-adv,not,VP-adv,False,16289,1998,False
nyt_eng_20070603_0166_48:8,neg-ext-nonsubj,as_colorblind,as,colorblind,But the rest of society was n't as colorblind .,nyt_eng_20070603_0166_48,8,nyt_eng_200706,"In a lifetime of tumult , it was the best change she ever experienced .",The family drew looks and comments when they went out in public .,nyt_eng_20070603,Nyt2,2007-06-03,negative,not_VP-adv,not,VP-adv,False,4295,2007,False
apw_eng_20001026_0157_18:6,neg-ext-nonsubj,as_comfortable,as,comfortable,"-LBQ-  He obviously is n't as comfortable as he has been this year , physically .",apw_eng_20001026_0157_18,6,apw_eng_200010,"-LBQ-  It 's like he 's in the laboratory , mixing this with a little of that , and he comes up with a different swing every at-bat that he needs to have against a certain pitcher ,  -RDQ-  Torre said .","I 'm not saying that he 's hurting , but by looking at him , you know he 's not as comfortable as he could be .",apw_eng_20001026,Apw,2000-10-26,negative,not_VP-adv,not,VP-adv,False,3033,2000,False
nyt_eng_20100719_0032_34:18,neg-ext-nonsubj,as_common,as,common,That means exposure to cell phone radiation is a bigger deal than when cell phones were n't as common .,nyt_eng_20100719_0032_34,18,nyt_eng_201007,Some people do n't even have a regular wired phone .,So let 's talk about ways regular cell phone users can reduce the risk a bit .,nyt_eng_20100719,Nyt2,2010-07-19,negative,not_VP-adv,not,VP-adv,False,10929,2010,False
nyt_eng_19961010_0458_49:8,outdated_input_file,as_common,as,common,"In a game where change is about as common as lunar eclipses , many took exception to Rickey 's innovations .",nyt_eng_19961010_0458_49,8,,,,nyt_eng_19961010,Nyt1,1996-10-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,244625,1996,False
nyt_eng_20030320_0059_22:9,neg-ext-nonsubj,as_complete,as,complete,The industrial world 's oil dependence is not as complete as three decades ago _ when the Arab embargo sent prices skyward and put American drivur3 -LRB- in long gas lines _ but no economy can do without oil .,nyt_eng_20030320_0059_22,9,nyt_eng_200303,"Other countries , especially Nigeria and Venezuela , must overcome political turmoil to avert production shortfalls .","Rising oil prices have triggered or deepened every U.S. recession since 1970 , including the downturn that started in late 2000 .",nyt_eng_20030320,Nyt2,2003-03-20,negative,not_VP-adv,not,VP-adv,False,67429,2003,False
nyt_eng_19970501_0575_4:12,outdated_input_file,as_complicated,as,complicated,"-LBQ-  Most Americans discover that life during retirement can be just as complicated as it was before they left the workforce ,  -RDQ-  said J. Michael Thompson , Merrill Lynch first vice president and director of priority client services .",nyt_eng_19970501_0575_4,12,,,,nyt_eng_19970501,Nyt1,1997-05-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,313013,1997,False
nyt_eng_19971021_0821_37:5,outdated_input_file,as_confused,as,confused,"-LBQ-  She may be as confused as anyone else , but she instinctively manages to do the right thing anyway .  -RDQ-",nyt_eng_19971021_0821_37,5,,,,nyt_eng_19971021,Nyt1,1997-10-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,372839,1997,False
nyt_eng_19941222_0273_3:13,outdated_input_file,as_contemporary,as,contemporary,"And though his origins date to the fourth century , he is as contemporary as  -LBQ-  ER  -RDQ-  or Green Day .",nyt_eng_19941222_0273_3,13,,,,nyt_eng_19941222,Nyt1,1994-12-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,38084,1994,False
nyt_eng_19950107_0123_1:6,neg-ext-subj,as_controversial,as,controversial,"No other building has been as controversial as the Pep ` e-Fareri building , which the county leased in 1991 from Fareri and his partners as a new home for offices and data-processing equipment .",nyt_eng_19950107_0123_1,6,nyt_eng_199501,,"About 700 workers from the parks , health and general services departments have been moved there .",nyt_eng_19950107,Nyt1,1995-01-07,negative,no_subj-det,no,subj-det,True,551,1995,False
nyt_eng_20080326_0055_12:16,neg-ext-nonsubj,as_convenient,as,convenient,Henry is worried she will have to search for another supplier who may not be as convenient .,nyt_eng_20080326_0055_12,16,nyt_eng_200803,Mamangakis does n't have any customers in the Orlando area .,Medicare officials say using competitive bids will save the program and beneficiaries huge amounts of money .,nyt_eng_20080326,Nyt2,2008-03-26,negative,not_VP-adv,not,VP-adv,False,41292,2008,False
nyt_eng_19951201_0024_14:3,outdated_input_file,as_convincing,as,convincing,He is as convincing as an actor can be in a social satire of this variety .,nyt_eng_19951201_0024_14,3,,,,nyt_eng_19951201,Nyt1,1995-12-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,141432,1995,False
nyt_eng_19990407_0271_33:5,neg-ext-nonsubj,as_crotchety,as,crotchety,"-LBQ-  He 's not as crotchety as the usual Dr. Coppelius ,  -RDQ-  Houk says .",nyt_eng_19990407_0271_33,5,nyt_eng_199904,"But , according to Houk , Dombrovsky brings both dancing and acting to the role to an unusual degree .","-LBQ-  Since he 's such a capable dancer and actor , he does a lot more than Coppelius often does .  -RDQ-",nyt_eng_19990407,Nyt1,1999-04-07,negative,not_VP-adv,not,VP-adv,False,37341,1999,False
nyt_eng_19980211_0183_2:21,outdated_input_file,as_difficult,as,difficult,"Considering the incredible variety of wines showcased at the recent 12th annual Albany American Wine Festival , this was about as difficult as finding an Irishman on St. Patrick 's Day .",nyt_eng_19980211_0183_2,21,,,,nyt_eng_19980211,Nyt1,1998-02-11,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,411850,1998,False
nyt_eng_20101124_0051_9:13,neg-ext-nonsubj,as_difficult,as,difficult,"Suddenly , I wondered if perhaps this baby thing would n't be as difficult as I 'd feared .",nyt_eng_20101124_0051_9,13,nyt_eng_201011,"I held my son , Khalil , in one hand and the iPhone in the other , just a few inches from his ear ; the background drone filled the room , and soon he was gliding into sleep .",The baby ca n't sleep ? He 's crying and you do n't know why ? There must be some gadget or app for that -- right ?,nyt_eng_20101124,Nyt2,2010-11-24,negative,not_VP-adv,not,VP-adv,False,23096,2010,False
nyt_eng_19950428_0309_13:34,outdated_input_file,as_dirty,as,dirty,"The  -LBQ-  girls  -RDQ-  may set some impossible feminine ideal for the millions who rub up against their glamour by buying fashion magazines and the clothes they wear , but the business is as dirty as dirty gets .",nyt_eng_19950428_0309_13,34,,,,nyt_eng_19950428,Nyt1,1995-04-28,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,71026,1995,False
nyt_eng_20060303_0333_29:5,neg-ext-nonsubj,as_distinctive,as,distinctive,"-LBQ-  It 's not as distinctive ,  -RDQ-  he said .",nyt_eng_20060303_0333_29,5,nyt_eng_200603,"Although beauty editors did take note , Andrew said that he does n't get nearly as much attention as fashion designers do , and that he thinks that 's a good thing .","-LBQ-  Sometimes hair gets a little more attention than makeup , unless it 's a really strong , singular look like an odd shade of lipstick .",nyt_eng_20060303,Nyt2,2006-03-03,negative,not_VP-adv,not,VP-adv,False,47565,2006,False
nyt_eng_20040908_0018_26:14,neg-ext-nonsubj,as_easy,as,easy,"A year ago , -LRB- being under center -RRB- would n't have been as easy for him .",nyt_eng_20040908_0018_26,14,nyt_eng_200409,-LBQ-  Jason handled it wonderfully .,"Obviously , his legs are back .  -RDQ-",nyt_eng_20040908,Nyt2,2004-09-08,negative,not_VP-adv,not,VP-adv,False,31909,2004,False
apw_eng_20070422_0698_47:6,neg-ext-nonsubj,as_easy,as,easy,-LBQ-  It really was n't as easy to relax as I thought it would be because you 'd wake up in the morning and not know where you were and wonder where you were and what was going on .  -RDQ-,apw_eng_20070422_0698_47,6,apw_eng_200704,"Something happened ,  -RDQ-  said Reibson , 21 , a student at Lock Haven University .","A mechanic in Iraq , she had vivid memories -- of a mortar hitting 50 yards -LRB- meters -RRB- away at her compound in Al Anbar province , of bagpipers playing  -LBQ-  Amazing Grace  -RDQ-  during regular memorial services .",apw_eng_20070422,Apw,2007-04-22,negative,not_VP-adv,not,VP-adv,False,44402,2007,False
apw_eng_19980531_0541_6:10,neg-ext-nonsubj,as_easy,as,easy,"Still , Hingis said ,  -LBQ-  It was n't as easy as I thought it was going to be .  -RDQ-",apw_eng_19980531_0541_6,10,apw_eng_199805,"Hingis , the top seed and world 's No. 1 player , beat Anna Smashnova of Israel 6-1 , 6-2 .","Venus Williams reached the quarters with a 6-1 , 6-3 victory over Henrieta Nagyova of Slovakia .",apw_eng_19980531,Apw,1998-05-31,negative,not_VP-adv,not,VP-adv,False,70400,1998,False
nyt_eng_20070403_0190_23:5,neg-ext-nonsubj,as_easy,as,easy,"But it 's not as easy to find a singular grand vision , or even much of a pattern , behind the intersection of food and city government .",nyt_eng_20070403_0190_23,5,nyt_eng_200704,It 's easy to see a dawning awareness in City Hall that government can help people eat better .,The mayor declined an interview with The New York Times on this subject and has never presented an overarching view on food policy .,nyt_eng_20070403,Nyt2,2007-04-03,negative,not_VP-adv,not,VP-adv,False,60803,2007,False
nyt_eng_20100601_0038_33:5,neg-ext-nonsubj,as_easy,as,easy,"The powder is not as easy to locate , but that 's actually somewhat of a blessing .",nyt_eng_20100601_0038_33,5,nyt_eng_201006,Dried limes are also used in a powdered form .,"Since the limes begin to lose their volatile oils the moment they are pulverized , it 's much better to grind your own .",nyt_eng_20100601,Nyt2,2010-06-01,negative,not_VP-adv,not,VP-adv,False,49748,2010,False
nyt_eng_19960406_0190_38:9,outdated_input_file,as_effective,as,effective,"Editorials suggesting that he step down have been as effective , as they say in Charleston , as a peashooter on the castle walls .",nyt_eng_19960406_0190_38,9,,,,nyt_eng_19960406,Nyt1,1996-04-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,185055,1996,False
nyt_eng_19980612_0291_16:10,neg-ext-nonsubj,as_effective,as,effective,"That system , analysts argue , will not be as effective now , because the new European Central Bank will try to keep interest rates and economic performance more in line for all Euroland countries .",nyt_eng_19980612_0291_16,10,nyt_eng_199806,Then they chose stocks in countries with the best outlook .,"That does not mean there will not be differences within Euroland , but it does mean that the era of making millions by exploiting them is over .",nyt_eng_19980612,Nyt1,1998-06-12,negative,not_VP-adv,not,VP-adv,False,62467,1998,False
nyt_eng_19980413_0486_55:9,neg-ext-nonsubj,as_effective,as,effective,His country wit and charm were n't nearly as effective in the urban northeast .,nyt_eng_19980413_0486_55,9,nyt_eng_199804,Barnes was a blue-plate special and cobbler guy in an ethnic city famous for its Italian restaurants .,People made fun of the Barneses ' accents .,nyt_eng_19980413,Nyt1,1998-04-13,negative,not_VP-adv,not,VP-adv,True,38662,1998,False
nyt_eng_19970506_0469_15:17,outdated_input_file,as_endearing,as,endearing,"Writing in The New York Times , Janet Maslin acknowledged that  -LBQ-  paid assassins are seldom as endearing as Cusack .  -RDQ-",nyt_eng_19970506_0469_15,17,,,,nyt_eng_19970506,Nyt1,1997-05-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,314557,1997,False
apw_eng_20020708_0466_24:19,neg-ext-nonsubj,as_enthusiastic,as,enthusiastic,"Merck wo n't say how many have been vaccinated so far , but  -LBQ-  enrollment has not been as enthusiastic as for RotaShield  -RDQ-  because U.S. parents and pediatricians remember the frightening bowel problem , says Dr. David Matson of Eastern Virginia Medical School , a lead investigator .",apw_eng_20020708_0466_24,19,apw_eng_200207,"Now final Phase 3 testing has begun here and in Finland , Belgium , Germany , Puerto Rico and Jamaica , aiming to enroll at least 60,000 babies , hopefully enough to rule out the side effect .","_ Glaxo 's version is a single human-only strain culled from an American baby who never had symptoms , suggesting the immune system is spurred enough by this mild infection to protect .",apw_eng_20020708,Apw,2002-07-08,negative,not_VP-adv,not,VP-adv,False,13304,2002,False
nyt_eng_20000909_0009_20:5,neg-ext-nonsubj,as_essential,as,essential,"-LBQ-  It 's not as essential as it is in May , June or July for the starter to get deep into games ,  -RDQ-  Scioscia said .",nyt_eng_20000909_0009_20,5,nyt_eng_200009,__ Quicker hook ? One thing Scioscia said he might alter slightly is how long he stays with his starting pitchers .,"-LBQ-  Now , as the -LRB- season -RRB- gets shorter , it 's more with how he 's pitching .  -RDQ-",nyt_eng_20000909,Nyt2,2000-09-09,negative,not_VP-adv,not,VP-adv,False,45682,2000,False
nyt_eng_20040725_0006_9:4,neg-ext-nonsubj,as_exciting,as,exciting,"It was n't as exciting as some of the stirring , late-inning resurrections that have defined this recent surge in which the Dodgers have won 20 of 24 games .",nyt_eng_20040725_0006_9,4,nyt_eng_200407,"The offense took care of the rest , igniting former Dodgers right-hander Ismael Valdez and breezing to a 12-2 victory over the Padres before 52,217 on Saturday night at Dodger Stadium .","But for a team that has been living on the edge all season , it 's nice to occasionally have a laugher .",nyt_eng_20040725,Nyt2,2004-07-25,negative,not_VP-adv,not,VP-adv,False,8891,2004,False
nyt_eng_19971208_0438_18:8,outdated_input_file,as_expensive,as,expensive,"At about $ 2,500 , it is as expensive as any standard home computer is likely to get , and it offers useful examples of what to look for and what to avoid .",nyt_eng_19971208_0438_18,8,,,,nyt_eng_19971208,Nyt1,1997-12-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,389998,1997,False
nyt_eng_20000403_0447_37:17,neg-ext-nonsubj,as_expensive,as,expensive,"-LBQ-  There 's still a shift going on toward so-called value stocks that are not nearly as expensive and where there are actual earnings ,  -RDQ-  Horwitz said .",nyt_eng_20000403_0447_37,17,nyt_eng_200004,"-LBQ-  Nasdaq would 've gone down without the Microsoft  -RDQ-  events , said Lawrence Horwitz , an economist with Primark Decision Economics in Boston .","Microsoft only added to the bad environment , he said .",nyt_eng_20000403,Nyt2,2000-04-03,negative,not_VP-adv,not,VP-adv,False,44216,2000,False
nyt_eng_19950121_0101_47:28,neg-ext-nonsubj,as_farfetched,as,farfetched,"He argues these groups need for the most part to be tolerated if we are to have a truly free society , a premise that is n't as farfetched as his plots .",nyt_eng_19950121_0101_47,28,nyt_eng_199501,"In an afterword , the author sounds the alarm for the seeming ease with which our government is sought to eliminate religious cults that fall outside the generally accepted mainstream .",Perhaps the true enemy is really ... ourselves .,nyt_eng_19950121,Nyt1,1995-01-21,negative,not_VP-adv,not,VP-adv,True,37848,1995,False
nyt_eng_19971122_0041_16:4,neg-ext-nonsubj,as_fast,as,fast,"He is not as fast as Brent Jones and may never become the receiver Jones has been for the 49ers ' offense , McKittrick said .",nyt_eng_19971122_0041_16,4,nyt_eng_199711,"In terms of pass-catching skills , Clark is all potential .","But with time , McKittrick said ,  -LBQ-  He 'll be as good a receiving tight end as we 've had , except Brent .",nyt_eng_19971122,Nyt1,1997-11-22,negative,not_VP-adv,not,VP-adv,True,23686,1997,False
nyt_eng_19940908_0239_8:9,outdated_input_file,as_formal,as,formal,"In their dress and movement , they are as formal as pallbearers at a Swedish funeral , but there is a mischievousness in their eyes and hands that galvanizes the beautifully made puppets into spirited action .",nyt_eng_19940908_0239_8,9,,,,nyt_eng_19940908,Nyt1,1994-09-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,15238,1994,False
nyt_eng_20021129_0284_8:12,neg-ext-nonsubj,as_fortunate,as,fortunate,"Clifton , a Green Bay Packers offensive lineman , was not as fortunate .",nyt_eng_20021129_0284_8,12,nyt_eng_200211,We just laughed about it .  -RDQ-,"Warren Sapp , a defensive tackle for the Tampa Bay Buccaneers , hit Clifton last week during the Bucs ' 21-7 victory with a pulverizing block that put him out for the season .",nyt_eng_20021129,Nyt2,2002-11-29,negative,not_VP-adv,not,VP-adv,False,42641,2002,False
nyt_eng_19960205_0007_14:9,outdated_input_file,as_frustrating,as,frustrating,It 's very frustrating and it 's just as frustrating that we do n't know why it happens .  -RDQ-,nyt_eng_19960205_0007_14,9,,,,nyt_eng_19960205,Nyt1,1996-02-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,163255,1996,False
nyt_eng_19990711_0199_11:9,neg-ext-nonsubj,as_good,as,good,"Orton on Saturday did a set that was as good , if not better than the previous night 's .",nyt_eng_19990711_0199_11,9,nyt_eng_199907,The second stage should have been called  -LBQ-  The Beth Orton Stage .  -RDQ-,"With a voice built on staggering breaths and a suffering brand of poise , Orton was unstoppable .",nyt_eng_19990711,Nyt1,1999-07-11,negative,not_VP-adv,not,VP-adv,False,40490,1999,False
nyt_eng_19960409_0508_10:23,outdated_input_file,as_good,as,good,"When the prices of French wines soared skywards in the 1970s , savvy buyers began to discover American wines that were just as good , at half the price .",nyt_eng_19960409_0508_10,23,,,,nyt_eng_19960409,Nyt1,1996-04-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,185947,1996,False
nyt_eng_19941015_0114_34:4,outdated_input_file,as_good,as,good,"If they are as good as hoped , they 'll be gone soon ; two college years are an acceptable pro apprenticeship .",nyt_eng_19941015_0114_34,4,,,,nyt_eng_19941015,Nyt1,1994-10-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,23577,1994,False
nyt_eng_19970624_0056_30:33,outdated_input_file,as_good,as,good,"But if you 're looking for a 3-mph Barcalounger view of nature , with time to take in the scenery while grabbing a chilled drink from the cooler , this river is as good as they come .",nyt_eng_19970624_0056_30,33,,,,nyt_eng_19970624,Nyt1,1997-06-24,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,330967,1997,False
