hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,category,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
nyt_eng_19990211_0505_24:15,neg-ext-nonsubj,even_close,even,close,"A long way from 16  -COL-  If you 're wondering , Ford is n't even close to matching his predecessor 's record for Clipper coaching futility .",nyt_eng_19990211_0505_24,15,nyt_eng_199902,"-LBQ-  After breaking down the film , we counted 17 times that we gave up the middle ; they -LRB- Grizzlies -RRB- scored 14 times .  -RDQ-","In 1994 , Bill Fitch began his L.A. run by coaching 16 consecutive defeats .",outdated_input_file,nyt_eng_19990211,Nyt1,1999-02-11,negative,not_VP-adv,not,VP-adv,False,8284,1999,False
nyt_eng_20001107_0094_54:5,neg-ext-nonsubj,even_safe,even,safe,Then it 's not even safe for an empty vehicle .,nyt_eng_20001107_0094_54,5,nyt_eng_200011,But say you let it drop to 20 pounds a tire .,"Then you take that tire out on a hot road , at high speed with a heavy load and you get real heat buildup from the friction .  -RDQ-",outdated_input_file,nyt_eng_20001107,Nyt2,2000-11-07,negative,not_VP-adv,not,VP-adv,False,74639,2000,False
apw_eng_20080318_0881_8:14,neg-ext-nonsubj,even_sure,even,sure,-LBQ-  It was a nervous moment and a mistake but I 'm not even sure it was directed at the coach .  -RDQ-,apw_eng_20080318_0881_8,14,apw_eng_200803,"-LBQ-  Everybody has got to keep their nerves in check until the end of the season ,  -RDQ-  Moratti said .","Ibrahimovic has 15 goals in Serie A this season , but has failed to score since January 20 .",outdated_input_file,apw_eng_20080318,Apw,2008-03-18,negative,not_VP-adv,not,VP-adv,False,55281,2008,False
nyt_eng_20061216_0085_39:22,neg-ext-subj,ever_able,ever,able,"Both finished well below expectations in the Iowa caucus , the first nominating event of the season , and neither was ever able to recover .",nyt_eng_20061216_0085_39,22,nyt_eng_200612,"Service unions backed Dean , while industrial unions supported then House Minority Leader Dick Gephardt of Missouri .",Some analysts interpreted the Dean and Gephardt losses in 2004 as a sign that the influence of organized labor in the nominating process had waned .,outdated_input_file,nyt_eng_20061216,Nyt2,2006-12-16,negative,neither_subj-NP,neither,subj-NP,False,124,2006,False
apw_eng_20090927_0143_4:5,neg-ext-subj,exactly_certain,exactly,certain,Yet no one is exactly certain just where they were buried .,apw_eng_20090927_0143_4,5,apw_eng_200909,"They were laid to rest here , in Boston 's historic Forest Hills Cemetery , sharing the space with writer e.e. cummings and 19th century white abolitionist William Lloyd Garrison .","This fall , retired Harvard librarian Sylvia McDowell and the nonprofit wing of the cemetery are combing through historic funeral documents , gathering oral histories , and searching old maps to locate the Wilsons and other African Americans of Boston 's past .",outdated_input_file,apw_eng_20090927,Apw,2009-09-27,negative,no-one_subj-NP,no-one,subj-NP,False,7,2009,False
apw_eng_19990215_0942_4:6,neg-ext-nonsubj,exactly_overpowering,exactly,overpowering,"The Buick field was n't exactly overpowering , but Woods ' golf was riveting , and one thing he said he 'll remember from this one was that he shot 17-under over the weekend .",apw_eng_19990215_0942_4,6,apw_eng_199902,"Woods lifted both arms , then hugged Brown after the two battled for most of the final 18 holes .","On Friday , he needed birdies on his final two holes just to make the cut .",outdated_input_file,apw_eng_19990215,Apw,1999-02-15,negative,not_VP-adv,not,VP-adv,False,6034,1999,False
nyt_eng_19960415_0671_4:9,,exceedingly_complex,exceedingly,complex,"-LBQ-  The oak forest system under study is exceedingly complex ,  -RDQ-  the ecologists said .",nyt_eng_19960415_0671_4,9,,,,outdated_input_file,nyt_eng_19960415,Nyt1,1996-04-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,188091,1996,False
nyt_eng_19960604_0305_4:3,,exceptionally_heavy,exceptionally,heavy,Traffic was exceptionally heavy .,nyt_eng_19960604_0305_4,3,,,,outdated_input_file,nyt_eng_19960604,Nyt1,1996-06-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,205634,1996,False
nyt_eng_19951015_0123_18:26,,extremely_capable,extremely,capable,"-LBQ-  What took so long , frankly ,  -RDQ-  he said ,  -LBQ-  was that we have had in the organization women who have been extremely capable , but we lost a lot of them for various reasons .",nyt_eng_19951015_0123_18,26,,,,outdated_input_file,nyt_eng_19951015,Nyt1,1995-10-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,125308,1995,False
nyt_eng_19980523_0300_12:4,,extremely_concerned,extremely,concerned,"-LBQ-  I 'm extremely concerned ,  -RDQ-  said Cheever , who is starting from the middle of the sixth row .",nyt_eng_19980523_0300_12,4,,,,outdated_input_file,nyt_eng_19980523,Nyt1,1998-05-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,441649,1998,False
nyt_eng_19960815_0287_25:4,,fairly_immune,fairly,immune,"-LBQ-  We 're fairly immune to memory prices ,  -RDQ-  MacDonald said .",nyt_eng_19960815_0287_25,4,,,,outdated_input_file,nyt_eng_19960815,Nyt1,1996-08-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,225707,1996,False
nyt_eng_19950406_0151_30:16,,fancily_intercut,fancily,intercut,And a sequence showing the ambush of one of Rob Roy 's men is too fancily intercut with another scene .,nyt_eng_19950406_0151_30,16,,,,outdated_input_file,nyt_eng_19950406,Nyt1,1995-04-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,64469,1995,False
nyt_eng_19950817_0335_38:11,,far_advanced,far,advanced,"-LBQ-  I do n't think we would have been as far advanced as we are now if women had n't gotten the right to vote ,  -RDQ-  she said .",nyt_eng_19950817_0335_38,11,,,,outdated_input_file,nyt_eng_19950817,Nyt1,1995-08-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,106814,1995,False
nyt_eng_19970414_0555_2:17,,finally_complete,finally,complete,"But despite the problems , a $ 110 million  -LBQ-  Palace on the Prairie  -RDQ-  is finally complete .",nyt_eng_19970414_0555_2,17,,,,outdated_input_file,nyt_eng_19970414,Nyt1,1997-04-14,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,306821,1997,False
nyt_eng_19961216_0333_20:11,neg-ext-nonsubj,fully_awake,fully,awake,For the workaday life is a life that is not fully awake .,nyt_eng_19961216_0333_20,11,nyt_eng_199612,"Travel can be exhausting , but it is also enlivening .","Routine dulls the luster of the stones under your feet , turns the music of the Aztec doves in your back yard to an irritating squabble .",outdated_input_file,nyt_eng_19961216,Nyt1,1996-12-16,negative,not_VP-adv,not,VP-adv,False,54933,1996,False
nyt_eng_19971231_0347_13:33,,fully_dormant,fully,dormant,"If you are determined to give it a try , expect to make multiple pruning cuts on each sprout every year , working always in deep winter , when the tree is fully dormant -LRB- maples tend to bleed profusely if pruned during active growth -RRB- .",nyt_eng_19971231_0347_13,33,,,,outdated_input_file,nyt_eng_19971231,Nyt1,1997-12-31,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,397914,1997,False
nyt_eng_20100913_0112_16:12,neg-ext-nonsubj,fully_extinguished,fully,extinguished,"It 's believed , however , that some embers were not fully extinguished , and when high winds them the blaze rekindled .",nyt_eng_20100913_0112_16,12,nyt_eng_201009,"Brough said Monday that it had been used several days before the wildfire broke out , and that the man who owns the property put water on it and stirred the ashes .",Brough declined to say exactly when Fairer used his fire pit and what he burned .,outdated_input_file,nyt_eng_20100913,Nyt2,2010-09-13,negative,not_VP-adv,not,VP-adv,False,352,2010,False
nyt_eng_19970421_0550_30:8,,genetically_close,genetically,close,"He points out that bonobos are as genetically close to humans as are chimpanzees , and that both are astonishingly similar to mankind , sharing at least 98 percent of humans ' DNA .",nyt_eng_19970421_0550_30,8,,,,outdated_input_file,nyt_eng_19970421,Nyt1,1997-04-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,309380,1997,False
nyt_eng_19940922_0142_3:14,,groaningly_clear,groaningly,clear,"In five minutes , the entire plot of  -LBQ-  The Innocent  -RDQ-  is groaningly clear .",nyt_eng_19940922_0142_3,14,,,,outdated_input_file,nyt_eng_19940922,Nyt1,1994-09-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,18393,1994,False
nyt_eng_19970709_0584_7:5,,highly_circumstantial,highly,circumstantial,"-LBQ-  The evidence is highly circumstantial ,  -RDQ-  Koenig said .",nyt_eng_19970709_0584_7,5,,,,outdated_input_file,nyt_eng_19970709,Nyt1,1997-07-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,336529,1997,False
nyt_eng_19960115_0585_27:27,,highly_likely,highly,likely,"Fall is always his forte , and Ferre resisted past missteps , like excess fabric and detailing , and showed trim and tidy clothes that are highly likely to outlive their buyers .",nyt_eng_19960115_0585_27,27,,,,outdated_input_file,nyt_eng_19960115,Nyt1,1996-01-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,155913,1996,False
nyt_eng_19960309_0083_33:5,,historically_true,historically,true,"-LBQ-  It has been historically true that price per room for studios and one-bedrooms is significantly less than the price per room for three-bedroom and larger ,  -RDQ-  said Deborah Beck , executive vice president of the Board of Realtors , because the rooms are often smaller and the apartments have fewer amenities .",nyt_eng_19960309_0083_33,5,,,,outdated_input_file,nyt_eng_19960309,Nyt1,1996-03-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,175092,1996,False
nyt_eng_19971114_0058_17:4,,icily_perfect,icily,perfect,Kevin Spacey is icily perfect as Williams ; the movie could use more of him .,nyt_eng_19971114_0058_17,4,,,,outdated_input_file,nyt_eng_19971114,Nyt1,1997-11-14,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,381582,1997,False
apw_eng_20080102_0406_6:15,neg-ext-nonsubj,immediately_available,immediately,available,"The Finance Ministry , which runs the government 's share portfolio , was not immediately available for comment .",apw_eng_20080102_0406_6,15,apw_eng_200801,The government still owns 68 percent after selling shares 18 months ago to raise money for airport expansion .,"-LBQ-  Vinci is signaling to the market their clear interest ,  -RDQ-  said Exane BNP Paribas analyst Steven Fernandez .",outdated_input_file,apw_eng_20080102,Apw,2008-01-02,negative,not_VP-adv,not,VP-adv,False,26938,2008,False
apw_eng_20080211_0623_25:4,neg-ext-nonsubj,immediately_available,immediately,available,"He was not immediately available to comment on the arrests , which took place in Hillah , about 60 miles south of the capital .",apw_eng_20080211_0623_25,4,apw_eng_200802,"But Iraqi police said the men were bodyguards for a Sadrist lawmaker , Ahmed al-Masaoudi .",-LBQ-  Special groups  -RDQ-  is language the military uses to describe Shiite Muslim militias allegedly backed by Iran .,outdated_input_file,apw_eng_20080211,Apw,2008-02-11,negative,not_VP-adv,not,VP-adv,False,38079,2008,False
apw_eng_20040121_0115_4:5,neg-ext-nonsubj,immediately_available,immediately,available,"Additional details were not immediately available , the military said .",apw_eng_20040121_0115_4,5,apw_eng_200401,"Details were scant , but the military said the explosion took place about 8 a.m. west of the city of Mosul , about 365 kilometers -LRB- 225 miles -RRB- northwest of Baghdad .","But an Iraqi police officer in Mosul , Abdul Kader Mohammed , said seven Iraqis injured in the blast were being treated at a nearby hospital .",outdated_input_file,apw_eng_20040121,Apw,2004-01-21,negative,not_VP-adv,not,VP-adv,False,71941,2004,False
apw_eng_20090310_0335_4:18,neg-ext-nonsubj,immediately_available,immediately,available,Further details on the ages of the students and the condition of the bus driver are not immediately available .,apw_eng_20090310_0335_4,18,apw_eng_200903,Police say it is not immediately clear what caused the accident .,,outdated_input_file,apw_eng_20090310,Apw,2009-03-10,negative,not_VP-adv,not,VP-adv,False,19518,2009,False
apw_eng_20051024_1028_3:8,neg-ext-nonsubj,immediately_available,immediately,available,"Further details of the deal were not immediately available , but Santander spokesman Keith Grant said the bank would soon issue a formal statement .",apw_eng_20051024_1028_3,8,apw_eng_200510,The Spanish bank 's board of directors made the decision during meetings held in London today .,"Sovereign is expected to use the investment to takeover Independence Community Bank Corp. , a New York City based thrift with a $ 2.71 billion market capitalization , according to a report in the Wall Street Journal .",outdated_input_file,apw_eng_20051024,Apw,2005-10-24,negative,not_VP-adv,not,VP-adv,False,47952,2005,False
apw_eng_20040216_0548_6:18,neg-ext-nonsubj,immediately_available,immediately,available,"Officials from the Washington-based group , which monitors human rights in the Western Hemisphere , were not immediately available for comment .",apw_eng_20040216_0548_6,18,apw_eng_200402,He claimed the center received funds from the U.S. National Endowment for Democracy for that purpose .,"Vice President Jose Vicente Rangel said Monday that the rights groups were breaking the law , citing a 2001 Supreme Court ruling that limited the activities of non-governmental organizations that received foreign funding .",outdated_input_file,apw_eng_20040216,Apw,2004-02-16,negative,not_VP-adv,not,VP-adv,False,33428,2004,False
apw_eng_20010303_0087_2:4,neg-ext-nonsubj,immediately_available,immediately,available,"Terms were not immediately available , but the deal reportedly is worth $ 36 million over six years , including a $ 10 million signing bonus .",apw_eng_20010303_0087_2,4,apw_eng_200103,"Jason Sehorn restaked his claim to being the NFL 's highest-paid cornerback on Friday night , re-signing with the New York Giants less than 24 hours after becoming an unrestricted free agent .",The contract will have only a $ 2.1 million value against the cap .,outdated_input_file,apw_eng_20010303,Apw,2001-03-03,negative,not_VP-adv,not,VP-adv,False,66274,2001,False
apw_eng_19970309_0937_7:9,neg-ext-nonsubj,immediately_available,immediately,available,His exact statements to Radio Programas were not immediately available .,apw_eng_19970309_0937_7,9,apw_eng_199703,"Cerpa , in speaking with Radio Programas , confirmed Cipriani 's statement , but apparently added little else .",The rebel leader had called off the negotiations last week after claiming the government was trying to tunnel under the residence .,outdated_input_file,apw_eng_19970309,Apw,1997-03-09,negative,not_VP-adv,not,VP-adv,False,11390,1997,False
nyt_eng_19960320_0649_31:19,neg-ext-nonsubj,immediately_available,immediately,available,"Officials at the Commodity Futures Trading Commission in Washington , which regulates the futures markets , were not immediately available for comment .",nyt_eng_19960320_0649_31,19,nyt_eng_199603,"That forced the firm to bid higher until it found a buyer , traders said .",,outdated_input_file,nyt_eng_19960320,Nyt1,1996-03-20,negative,not_VP-adv,not,VP-adv,False,21381,1996,False
apw_eng_19950511_0442_24:6,neg-ext-nonsubj,immediately_available,immediately,available,Tadic 's lawyer was not immediately available for comment .,apw_eng_19950511_0442_24,6,apw_eng_199505,Tribunal spokesman Christian Chartier said after the hearing that he was not aware of Tadic having been tried in the past for war crimes .,"The defendant , wearing a blue suit and pink shirt , sat restlessly through the hearing at the Tribunal 's courtroom in an insurance company 's office here .",outdated_input_file,apw_eng_19950511,Apw,1995-05-11,negative,not_VP-adv,not,VP-adv,False,46030,1995,False
apw_eng_20050918_0269_7:4,neg-ext-nonsubj,immediately_available,immediately,available,Ljajic was not immediately available to comment further Sunday because he traveling back to Belgrade from Brussels .,apw_eng_20050918_0269_7,4,apw_eng_200509,"-LBQ-  These were serious operations _ one lasted for four days ,  -RDQ-  he said .","Mladic was charged with genocide in 1995 by the court on suspicion of orchestrating the massacre of some 8,000 Muslims in Srebrenica the same year , as well as for the wartime siege of the Bosnian capital , Sarajevo .",outdated_input_file,apw_eng_20050918,Apw,2005-09-18,negative,not_VP-adv,not,VP-adv,False,59050,2005,False
apw_eng_19970303_0035_4:16,neg-ext-nonsubj,immediately_available,immediately,available,"Mrs. Marcos , who is now a member of the Philippine Congress , was not immediately available for comment .",apw_eng_19970303_0035_4,16,apw_eng_199703,"The electric company says it has been trying for a year to collect unpaid bills , which now total 5.6 million pesos -LRB- dlrs 215,385 -RRB- , but has not received any response from Mrs. Marcos .",She has previously said she can not pay the bills until the government returns property it seized after Marcos was ousted in a popular revolt in 1986 .,outdated_input_file,apw_eng_19970303,Apw,1997-03-03,negative,not_VP-adv,not,VP-adv,False,11447,1997,False
apw_eng_20070522_1041_6:7,neg-ext-nonsubj,immediately_available,immediately,available,Organizers of the concert were not immediately available for comment .,apw_eng_20070522_1041_6,7,apw_eng_200705,All but the cheapest tickets were still available for purchase on the Internet on Tuesday .,"Streisand 's 2006 U.S. tour was ranked the second-grossing tour in North America last year , generating US$ 92.5 million -LRB- euro68 .7 million -RRB- in gross sales , with the average ticket price at US$ 298.36 -LRB- euro221 .6 -RRB- .",outdated_input_file,apw_eng_20070522,Apw,2007-05-22,negative,not_VP-adv,not,VP-adv,False,75090,2007,False
apw_eng_20040325_0530_7:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear whether the arrests were the same as those cited by the Spanish Interior Ministry .,apw_eng_20040325_0530_7,4,apw_eng_200403,The German news channel n-tv reported Thursday that three suspects arrested by Spanish police on Wednesday had lived in Germany and were  -LBQ-  directly involved  -RDQ-  in planning the Madrid bombings .,"The three were known to German authorities as Islamic extremists who might be ready to carry out attacks , the station said , citing unidentified German intelligence sources .",outdated_input_file,apw_eng_20040325,Apw,2004-03-25,negative,not_VP-adv,not,VP-adv,False,57020,2004,False
apw_eng_20071221_0636_9:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear when the court might consider the complaint .,apw_eng_20071221_0636_9,4,apw_eng_200712,-LBQ-  Many of these caterers are angry ... and fear for their existence .  -RDQ-,,outdated_input_file,apw_eng_20071221,Apw,2007-12-21,negative,not_VP-adv,not,VP-adv,False,57583,2007,False
apw_eng_20081030_0827_5:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear who was responsible for the blasts that went off within minutes of each other , but the region is torn by dozens of militant separatist groups that have long fought the government and one another .",apw_eng_20081030_0827_5,4,apw_eng_200810,"Police officers covered the burned remains of the dead with white sheets , leaving them in the street .","Sixty-one people were killed in the blasts , including at least 31 killed in five explosions in the state capital , Gauhati , said Subhash Das , a senior official in the state 's Home Ministry .",outdated_input_file,apw_eng_20081030,Apw,2008-10-30,negative,not_VP-adv,not,VP-adv,False,43781,2008,False
apw_eng_20070113_0719_9:4,neg-ext-nonsubj,immediately_clear,immediately,clear,"It was not immediately clear whether the law would also apply to local council elections or vote for the Assembly of Experts , a supervisory body .",apw_eng_20070113_0719_9,4,apw_eng_200701,"Kadkhodaei said the council approved the bill on Wednesday , a day after parliament had passed the bill .","Ahmadinejad 's government had said it opposed the bill , fearing that banning youth from voting would make it unpopular .",outdated_input_file,apw_eng_20070113,Apw,2007-01-13,negative,not_VP-adv,not,VP-adv,False,61148,2007,False
apw_eng_20020128_1659_2:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear if the apparent softening of the government 's hardline immigration policy would affect a suicide pact made by 11 youngsters at the Woomera camp .,apw_eng_20020128_1659_2,4,apw_eng_200201,The government hinted Tuesday it might close an Outback detention center and move illegal immigrants held there to other sites _ one of the key demands of asylum seekers on hunger strike at the center .,"The refugees , mostly Afghans aged from 14 to 17 without parents or guardians at Woomera , said Monday they will attempt to poison themselves or throw themselves onto razor wire surrounding the camp at 5 p.m. -LRB- 0600 GMT -RRB- if their demand to be removed from the Woomera center is not met , their lawyers said .",outdated_input_file,apw_eng_20020128,Apw,2002-01-28,negative,not_VP-adv,not,VP-adv,False,36164,2002,False
apw_eng_19950323_0283_2:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear when or where the body of Gen. Vlado Santic was located .,apw_eng_19950323_0283_2,4,apw_eng_199503,"The body of an ethnic Croat general , believed killed by members of the nominally allied Bosnian Army , has been found , sources said Thursday .",He went missing March 8 in the northwestern Bihac area .,outdated_input_file,apw_eng_19950323,Apw,1995-03-23,negative,not_VP-adv,not,VP-adv,False,28781,1995,False
apw_eng_19981010_0104_2:7,neg-ext-nonsubj,immediately_clear,immediately,clear,"Northamptonshire police said it was not immediately clear what caused the helicopter to come down shortly after midnight near its base at Husband 's Bosworth , 100 miles -LRB- 160 kms -RRB- north of London .",apw_eng_19981010_0104_2,7,apw_eng_199810,"A police helicopter crashed into woodland in central England early Saturday , killing one policeman and injuring another and the aircraft 's civilian pilot .",Northamptonshire Chief Constable Chris Fox called the accident  -LBQ-  an appalling tragedy which has saddened professional colleagues .  -RDQ-,outdated_input_file,apw_eng_19981010,Apw,1998-10-10,negative,not_VP-adv,not,VP-adv,False,54442,1998,False
nyt_eng_20050606_0319_11:19,neg-ext-nonsubj,immediately_clear,immediately,clear,"The plaintiffs in the case and many others vowed to defy the ruling , but it was not immediately clear what steps the U.S. Justice Department would take to enforce the ruling , which left open the possibility that Congress would change the laws governing medical marijuana .",nyt_eng_20050606_0319_11,19,nyt_eng_200506,"Citing federal authority over interstate commerce and the nation 's drug policies , the court sided with the Bush administration in rejecting the claims of two seriously ill Northern California women that they were immune from federal prosecution because voters approved Proposition 215 in 1996 .",State Attorney General Bill Lockyer said he believes Proposition 215 still stands as it relates to enforcement by state officials .,outdated_input_file,nyt_eng_20050606,Nyt2,2005-06-06,negative,not_VP-adv,not,VP-adv,False,17852,2005,False
nyt_eng_20051107_0218_2:25,neg-ext-nonsubj,immediately_clear,immediately,clear,"The Peruvian government immediately sent a delegation to Chile to seek his extradition to stand trial in his homeland , but it was not immediately clear what would happen next , in part because of the countries ' testy relations .",nyt_eng_20051107_0218_2,25,nyt_eng_200511,"Alberto Fujimori , the disgraced fugitive former president of Peru , was arrested early Monday in Santiago , Chile , hours after his arrival on what was supposed to be the first leg of a triumphant political comeback .","Under a longstanding international warrant , Fujimori , 67 , has been wanted on charges involving 21 violations of human rights and acts of corruption committed during the decade he was in power .",outdated_input_file,nyt_eng_20051107,Nyt2,2005-11-07,negative,not_VP-adv,not,VP-adv,False,3357,2005,False
apw_eng_20050426_0101_13:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear how many passengers were aboard the American flight .,apw_eng_20050426_0101_13,4,apw_eng_200504,BWIA said it was investigating the incident and that more than 200 passengers were aboard the plane .,"American 's Internet site shows that Flight 2198 originates in Mexico City and lands in Miami about the time of the incident and then continues on to San Juan , Puerto Rico a couple of hours later .",outdated_input_file,apw_eng_20050426,Apw,2005-04-26,negative,not_VP-adv,not,VP-adv,False,8024,2005,False
nyt_eng_20061204_0292_7:4,neg-ext-nonsubj,immediately_clear,immediately,clear,It was not immediately clear who would replace Bolton .,nyt_eng_20061204_0292_7,4,nyt_eng_200612,"Despite the president 's strong words , administration officials had largely given up on Bolton 's confirmation last month , after Sen. Lincoln Chafee , R-R.I. , and a member of the Foreign Relations Committee , said he would not support it .","The leading candidate appeared to be the American ambassador to Iraq , Zalmay Khalilzad , who has told colleagues he is ready to leave Baghdad .",outdated_input_file,nyt_eng_20061204,Nyt2,2006-12-04,negative,not_VP-adv,not,VP-adv,False,66346,2006,False
nyt_eng_20100223_0108_10:36,neg-ext-nonsubj,immediately_taxable,immediately,taxable,"But DiNapoli and pay experts said the total value of 2009 bonuses was far larger than DiNapoli 's estimate , since many banks paid bonuses in the form of deferred stock , which is not immediately taxable , rather than cash .",nyt_eng_20100223_0108_10,36,nyt_eng_201002,"The 2009 bonus payouts trailed the record $ 25.6 billion awarded in 2005 , when the housing bubble was inflating and the stock market was flying high .","While the comptroller 's office estimates that bonuses were up 17 percent from 2008 , Alan Johnson , a Wall Street compensation consultant , said the payouts were in reality about 30 percent higher .",outdated_input_file,nyt_eng_20100223,Nyt2,2010-02-23,negative,not_VP-adv,not,VP-adv,False,50936,2010,False
nyt_eng_19970910_0826_2:45,,increasingly_likely,increasingly,likely,"A series of tense confrontations between supporters of the Bosnian Serb president , Biljana Plavsic , and those of Dr. Radovan Karadzic , the hard-liner who holds real political power in the Bosnian Serb enclave , has persuaded many diplomats here that it is increasingly likely that the only way to make the accords take hold is for NATO troops to arrest Karadzic , who has been indicted for war crimes .",nyt_eng_19970910_0826_2,45,,,,outdated_input_file,nyt_eng_19970910,Nyt1,1997-09-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,357843,1997,False
nyt_eng_19971104_0556_26:3,,incredibly_sad,incredibly,sad,It 's incredibly sad .  -RDQ-,nyt_eng_19971104_0556_26,3,,,,outdated_input_file,nyt_eng_19971104,Nyt1,1997-11-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,378015,1997,False
nyt_eng_19970313_0021_17:17,,indeed_hot,indeed,hot,"And this hard court , 102 degrees when the match began at high noon , was indeed hot enough to pop corn .",nyt_eng_19970313_0021_17,17,,,,outdated_input_file,nyt_eng_19970313,Nyt1,1997-03-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,295733,1997,False
nyt_eng_19970817_0167_3:14,,indeed_important,indeed,important,"Which is why Coach Bill Parcells , a pragmatist , believes it is indeed important that the Jets are unbeaten in the preaseason .",nyt_eng_19970817_0167_3,14,,,,outdated_input_file,nyt_eng_19970817,Nyt1,1997-08-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,349531,1997,False
nyt_eng_19960713_0404_44:5,,initially_reluctant,initially,reluctant,"Gerstner said he was initially reluctant to take the IBM job , thinking he needed more technical training , but that Jordan , a longtime friend , helped convince him he was the right person for the job .",nyt_eng_19960713_0404_44,5,,,,outdated_input_file,nyt_eng_19960713,Nyt1,1996-07-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,215378,1996,False
nyt_eng_19971208_0568_33:12,,intensely_haphazard,intensely,haphazard,He kept his desk compulsively neat but his writing style was intensely haphazard .,nyt_eng_19971208_0568_33,12,,,,outdated_input_file,nyt_eng_19971208,Nyt1,1997-12-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,390038,1997,False
nyt_eng_20060515_0072_22:5,neg-ext-nonsubj,invariably_exciting,invariably,exciting,It is not as invariably exciting for a major European conductor to come to New York for two months to rehearse and perform as it is for the public to fantasize about it .,nyt_eng_20060515_0072_22,5,nyt_eng_200605,He has always responded by saying that he has repeatedly tried to engage other major figures who have turned him down .,"Whatever the truth about the Met situation , the BSO continues to enjoy a lustrous group of guest conductors .",outdated_input_file,nyt_eng_20060515,Nyt2,2006-05-15,negative,not_VP-adv,not,VP-adv,False,53761,2006,False
nyt_eng_19960922_0119_30:27,,just_extraordinary,just,extraordinary,"-LBQ-  And the fact that these 2 million acres , almost , have been aside to really protect that kind of silence , I think is just extraordinary _ and not only silence , but the depth of biological and archeological communities that are part of it .  -RDQ-",nyt_eng_19960922_0119_30,27,,,,outdated_input_file,nyt_eng_19960922,Nyt1,1996-09-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,237929,1996,False
nyt_eng_19971107_0002_32:16,,just_good,just,good,"-LBQ-  For everybody else , though ,  -RDQ-  he said ,  -LBQ-  the news is just good .  -RDQ-",nyt_eng_19971107_0002_32,16,,,,outdated_input_file,nyt_eng_19971107,Nyt1,1997-11-07,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,379206,1997,False
nyt_eng_19950821_0408_22:3,,just_happy,just,happy,I was just happy to be involved with the whole show .,nyt_eng_19950821_0408_22,3,,,,outdated_input_file,nyt_eng_19950821,Nyt1,1995-08-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,107930,1995,False
nyt_eng_19950425_0397_36:11,neg-ext-nonsubj,just_individual,just,individual,"This failure , the defense lawyer implied , was not just individual but systemic .",nyt_eng_19950425_0397_36,11,nyt_eng_199504,"That , Neufeld suggested , is why Fung was belatedly designated the  -LBQ-  officer in charge  -RDQ-  at the scene .","He regularly returned to what he portrayed as the minimal training the Los Angeles Police Department had furnished Ms. Mazzola , reminding the jurors that even she had called it a  -LBQ-  mini-academy  -RDQ-  and conceded that students there were not even taught that bacteria degrades DNA .",outdated_input_file,nyt_eng_19950425,Nyt1,1995-04-25,negative,not_VP-adv,not,VP-adv,True,66739,1995,False
nyt_eng_19970701_0766_43:4,,just_jealous,just,jealous,Those people are just jealous because they did n't get government jobs .  -RDQ-,nyt_eng_19970701_0766_43,4,,,,outdated_input_file,nyt_eng_19970701,Nyt1,1997-07-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,334000,1997,False
