hit_id,colloc,sent_text,relay_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,relay_lemma,neg_lemma,adv_lemma,adj_lemma,relay_index,neg_index,adv_index,adj_index,dep_relay_source,dep_relay_target,dep_relay_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_20101221_0101_17:6-11-12,as_critical,"After Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .",player,no,as,critical,"after Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .",nyt_eng_20101221_0101_17,"His assist and scoring average -LRB- 18.4 points -RRB- are career highs , even when accounting for the Knicks ' higher pace .","After Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .","after Amar ' e Stoudemire , no other player has been as critical to the team 's resurgence .","after Amar ' e Stoudemire , no other player has be as critical to the team 's resurgence .","Felton is playing so well , in fact , that he might even erase one of the franchise 's recent blunders  -COL-  the failure to draft Brandon Jennings in 2009 .",player,no,as,critical,8,6,11,12,"{'lemma': 'critical', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'player', 'ix': 8, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}",nsubj,"{'lemma': 'player', 'ix': 8, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'critical'}","{'lemma': 'no', 'ix': 6, 'xpos': 'DT', 'deprel': 'det', 'head': 'player'}",det,"{'lemma': 'critical', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'critical'}",advmod,nyt_eng_201012,6-11-12,as_critical,nonimmediateNeg
nyt_eng_20101221_0042_30:3-12-13,so_reliable,"In truth , few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .",players,few,so,reliable,"in truth , few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .",nyt_eng_20101221_0042_30,"In either case , it was an international syllable of disapproval .","In truth , few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .","in truth , few players in women 's college basketball have been so reliable in pressured moments as the 6-foot Moore , who has played every game of the streak .","in truth , few player in woman 's college basketball have be so reliable in pressured moment as the 6-foot Moore , who has play every game of the streak .",She moves elegantly and stealthily without the ball .,players,few,so,reliable,4,3,12,13,"{'lemma': 'reliable', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'player', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'reliable'}",nsubj,"{'lemma': 'player', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'reliable'}","{'lemma': 'few', 'ix': 3, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'player'}",amod,"{'lemma': 'reliable', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'reliable'}",advmod,nyt_eng_201012,3-12-13,so_reliable,nonimmediateNeg
nyt_eng_20101221_0010_4:0-4-5,immediately_available,No other information was immediately available .,information,no,immediately,available,available .,nyt_eng_20101221_0010_4,A police spokesman confirmed that a male actor was injured at about 10 -COL- 42 p.m. and taken to Bellevue Hospital Center .,No other information was immediately available .,no other information was immediately available .,no other information be immediately available .,"Two brothers from Toronto who watched the performance , Scott Smith and Matthew Smith , saw the fall from their balcony seats .",information,no,immediately,available,2,0,4,5,"{'lemma': 'available', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'information', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'available'}",nsubj,"{'lemma': 'information', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'available'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'information'}",det,"{'lemma': 'available', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'immediately', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_201012,0-4-5,immediately_available,nonimmediateNeg
nyt_eng_20101220_0089_2:0-3-4,too_radical,"No idea was too radical , he said , and what he called the Grand Challenges in Global Health would pursue paths that the National Institutes of Health and other grant makers could not .",idea,no,too,radical,not .,nyt_eng_20101220_0089_2,"Five years ago , Bill Gates made an extraordinary offer  -COL-  He invited the world 's scientists to submit ideas for tackling the biggest problems in global health , including the lack of vaccines for AIDS and malaria , the fact that most vaccines must be kept refrigerated and be delivered by needles , the fact that many tropical crops like cassavas and bananas had little nutrition , and so on .","No idea was too radical , he said , and what he called the Grand Challenges in Global Health would pursue paths that the National Institutes of Health and other grant makers could not .","no idea was too radical , he said , and what he called the Grand Challenges in Global Health would pursue paths that the National Institutes of Health and other grant makers could not .","no idea be too radical , he say , and what he call the Grand Challenges in Global Health would pursue path that the National Institutes of Health and other grant maker could not .","About 1,600 proposals came in , and the top 43 were so promising that the Bill & Melinda Gates Foundation made $ 450 million in five-year grants -- more than double what he originally planned to give .",idea,no,too,radical,1,0,3,4,"{'lemma': 'radical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'idea', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'radical'}",nsubj,"{'lemma': 'idea', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'radical'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'idea'}",det,"{'lemma': 'radical', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'radical'}",advmod,nyt_eng_201012,0-3-4,too_radical,nonimmediateNeg
nyt_eng_20101219_0016_2:1-7-8,surprisingly_good,"A few new shows in 2010 were surprisingly good , like  -LBQ-  The Walking Dead ,  -RDQ-  the zombie thriller on AMC , but the best offerings were mostly in their second seasons and predictably well done  -COL-   -LBQ-  Glee ,  -RDQ-   -LBQ-  Modern Family  -RDQ-  and  -LBQ-  The Good Wife  -RDQ-  all started in 2009 .",shows,few,surprisingly,good,.,nyt_eng_20101219_0016_2,GREAT UNEXPECTATIONS,"A few new shows in 2010 were surprisingly good , like  -LBQ-  The Walking Dead ,  -RDQ-  the zombie thriller on AMC , but the best offerings were mostly in their second seasons and predictably well done  -COL-   -LBQ-  Glee ,  -RDQ-   -LBQ-  Modern Family  -RDQ-  and  -LBQ-  The Good Wife  -RDQ-  all started in 2009 .","a few new shows in 2010 were surprisingly good , like `` The Walking Dead , '' the zombie thriller on AMC , but the best offerings were mostly in their second seasons and predictably well done : `` Glee , '' `` Modern Family '' and `` The Good Wife '' all started in 2009 .","a few new show in 2010 be surprisingly good , like `` the Walking Dead , '' the zombie thriller on AMC , but the best offering be mostly in they second season and predictably well do : `` Glee , '' `` Modern Family '' and `` the good Wife '' all start in 2009 .","Scripted television had some high points , but the more arresting scenes popped up in real life , or at least on reality series and talk shows .",shows,few,surprisingly,good,3,1,7,8,"{'lemma': 'good', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'show', 'ix': 3, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'good'}",nsubj,"{'lemma': 'show', 'ix': 3, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'good'}","{'lemma': 'few', 'ix': 1, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'show'}",amod,"{'lemma': 'good', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'surprisingly', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201012,1-7-8,surprisingly_good,nonimmediateNeg
nyt_eng_20101218_0087_20:0-6-7,especially_musical,"Neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .",Pickow,neither,especially,musical,frets .,nyt_eng_20101218_0087_20,"It proved so successful that for about a decade , starting in the early 1960s , he ran a small family dulcimer-making business , located on the Brooklyn side of the Williamsburg Bridge and presided over by his uncle , a millwright and cabinetmaker .","Neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .","neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .","neither Pickow nor he uncle be especially musical , so Ritchie painstakingly mark each nascent dulcimer to indicate the placement of the fret .","Besides Ritchie , Pickow is survived by their sons , Jon and Peter , who sang on many of their mother 's albums , and a sister , Lenette , named for Vladimir Lenin .",Pickow,neither,especially,musical,1,0,6,7,"{'lemma': 'musical', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'Pickow', 'ix': 1, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'musical'}",nsubj,"{'lemma': 'Pickow', 'ix': 1, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'musical'}","{'lemma': 'neither', 'ix': 0, 'xpos': 'CC', 'deprel': 'preconj', 'head': 'Pickow'}",preconj,"{'lemma': 'musical', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'especially', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'musical'}",advmod,nyt_eng_201012,0-6-7,especially_musical,nonimmediateNeg
nyt_eng_20101218_0087_20:2-6-7,especially_musical,"Neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .",Pickow,nor,especially,musical,.,nyt_eng_20101218_0087_20,"It proved so successful that for about a decade , starting in the early 1960s , he ran a small family dulcimer-making business , located on the Brooklyn side of the Williamsburg Bridge and presided over by his uncle , a millwright and cabinetmaker .","Neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .","neither Pickow nor his uncle was especially musical , so Ritchie painstakingly marked each nascent dulcimer to indicate the placement of the frets .","neither Pickow nor he uncle be especially musical , so Ritchie painstakingly mark each nascent dulcimer to indicate the placement of the fret .","Besides Ritchie , Pickow is survived by their sons , Jon and Peter , who sang on many of their mother 's albums , and a sister , Lenette , named for Vladimir Lenin .",Pickow,nor,especially,musical,1,2,6,7,"{'lemma': 'musical', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'Pickow', 'ix': 1, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'musical'}",nsubj,"{'lemma': 'Pickow', 'ix': 1, 'xpos': 'NNP', 'deprel': 'nsubj', 'head': 'musical'}","{'lemma': 'nor', 'ix': 2, 'xpos': 'CC', 'deprel': 'cc', 'head': 'Pickow'}",cc,"{'lemma': 'musical', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'especially', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'musical'}",advmod,nyt_eng_201012,2-6-7,especially_musical,nonimmediateNeg
nyt_eng_20101217_0088_10:22-30-31,as_secure,"Addressing concerns from lawmakers who say they want more border security before voting for the legislation , Aguilar said ,  -LBQ-  At no point in history has the border been as secure as it is today .  -RDQ-",point,no,as,secure,"addressing concerns from lawmakers who say they want more border security before voting for the legislation , Aguilar said , `` At no point in history has the border been as secure as it is today . ''",nyt_eng_20101217_0088_10,"On a call organized by the White House on Friday , David Aguilar , the deputy commissioner of Customs and Border Protection , said that strict eligibility requirements in the bill for young immigrants who are here would dissuade others outside the country from trying coming to the country illegally .","Addressing concerns from lawmakers who say they want more border security before voting for the legislation , Aguilar said ,  -LBQ-  At no point in history has the border been as secure as it is today .  -RDQ-","addressing concerns from lawmakers who say they want more border security before voting for the legislation , Aguilar said , `` At no point in history has the border been as secure as it is today . ''","address concern from lawmaker who say they want more border security before vote for the legislation , Aguilar say , `` at no point in history has the border be as secure as it be today . ''","Latino leaders also turned up the pressure on senators , saying support for the student measure would be a litmus test for Latino voters in the 2012 elections .",point,no,as,secure,23,22,30,31,"{'lemma': 'secure', 'ix': 31, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'point', 'ix': 23, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'secure'}",nsubj,"{'lemma': 'point', 'ix': 23, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'secure'}","{'lemma': 'no', 'ix': 22, 'xpos': 'DT', 'deprel': 'det', 'head': 'point'}",det,"{'lemma': 'secure', 'ix': 31, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'secure'}",advmod,nyt_eng_201012,22-30-31,as_secure,nonimmediateNeg
nyt_eng_20101217_0017_32:11-15-16,of_perfect,"But as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .",one,no,of,perfect,"but as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .",nyt_eng_20101217_0017_32,"Perhaps Obama could have won a more progressive resolution to the tax-cut debate had he and congressional Democrats taken up the issue earlier this year , when the deadline was n't so close and when the president could have mounted a sustained public campaign .","But as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .","but as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .","but as it stand , the deal Obama get , while no one be idea of perfect , will pump hundred of billion of dollar in consumer and business tax break into a languish economy , while also aid the unemployed and ease the tax burden on a strained middle class .","On the other hand , had Obama held the line on principle and allowed all the cuts to expire , as some Democrats would have preferred , the public debate in January would most likely have come down to which of the two parties was responsible for letting middle-class taxes rise during a recession .",one,no,of,perfect,12,11,15,16,"{'lemma': 'perfect', 'ix': 16, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'pump'}","{'lemma': 'one', 'ix': 12, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'perfect'}",nsubj,"{'lemma': 'one', 'ix': 12, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'perfect'}","{'lemma': 'no', 'ix': 11, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'perfect', 'ix': 16, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'pump'}","{'lemma': 'of', 'ix': 15, 'xpos': 'IN', 'deprel': 'advmod', 'head': 'perfect'}",advmod,nyt_eng_201012,11-15-16,of_perfect,nonimmediateNeg
nyt_eng_20101216_0207_21:4-7-8,more_valuable,"Among hedge funds , few things are more valuable than information that can be traded on before others can , providing an edge that earns any extra profit .",things,few,more,valuable,"among hedge funds , few things are more valuable than information that can be traded on before others can , providing an edge that earns any extra profit .",nyt_eng_20101216_0207_21,-LBQ-  What 's intriguing is that the allegations have n't touched any of those controversial theories relating to market checks or market color .  -RDQ-,"Among hedge funds , few things are more valuable than information that can be traded on before others can , providing an edge that earns any extra profit .","among hedge funds , few things are more valuable than information that can be traded on before others can , providing an edge that earns any extra profit .","among hedge fund , few thing be more valuable than information that can be trade on before other can , provide a edge that earn any extra profit .","In the May phone call , Fleishman was recorded as saying that the information Primary Global consultants could provide  -LBQ-  definitely is weighted on near term .  -RDQ-",things,few,more,valuable,5,4,7,8,"{'lemma': 'valuable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'thing', 'ix': 5, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'valuable'}",nsubj,"{'lemma': 'thing', 'ix': 5, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'valuable'}","{'lemma': 'few', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'thing'}",amod,"{'lemma': 'valuable', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'valuable'}",advmod,nyt_eng_201012,4-7-8,more_valuable,nonimmediateNeg
nyt_eng_20101216_0130_32:11-15-16,of_perfect,"But as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .",one,no,of,perfect,"but as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .",nyt_eng_20101216_0130_32,"Perhaps Obama could have won a more progressive resolution to the tax-cut debate had he and congressional Democrats taken up the issue earlier this year , when the deadline was n't so close and when the president could have mounted a sustained public campaign .","But as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .","but as it stands , the deal Obama got , while no one 's idea of perfect , will pump hundreds of billions of dollars in consumer and business tax breaks into a languishing economy , while also aiding the unemployed and easing the tax burden on a strained middle class .","but as it stand , the deal Obama get , while no one be idea of perfect , will pump hundred of billion of dollar in consumer and business tax break into a languish economy , while also aid the unemployed and ease the tax burden on a strained middle class .","On the other hand , had Obama held the line on principle and allowed all the cuts to expire , as some Democrats would have preferred , the public debate in January would most likely have come down to which of the two parties was responsible for letting middle-class taxes rise during a recession .",one,no,of,perfect,12,11,15,16,"{'lemma': 'perfect', 'ix': 16, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'pump'}","{'lemma': 'one', 'ix': 12, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'perfect'}",nsubj,"{'lemma': 'one', 'ix': 12, 'xpos': 'CD', 'deprel': 'nsubj', 'head': 'perfect'}","{'lemma': 'no', 'ix': 11, 'xpos': 'DT', 'deprel': 'det', 'head': 'one'}",det,"{'lemma': 'perfect', 'ix': 16, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'pump'}","{'lemma': 'of', 'ix': 15, 'xpos': 'IN', 'deprel': 'advmod', 'head': 'perfect'}",advmod,nyt_eng_201012,11-15-16,of_perfect,nonimmediateNeg
nyt_eng_20101215_0204_14:0-5-6,as_sweet,"Few Derby victories have been as sweet for owner , trainer or fans , who knew that the team of Miller and Mellon was almost certainly taking its last crack at the Derby .",victories,few,as,sweet,Derby .,nyt_eng_20101215_0204_14,"Then when I had to get through , they parted like the Red Sea .  -RDQ-","Few Derby victories have been as sweet for owner , trainer or fans , who knew that the team of Miller and Mellon was almost certainly taking its last crack at the Derby .","few Derby victories have been as sweet for owner , trainer or fans , who knew that the team of Miller and Mellon was almost certainly taking its last crack at the Derby .","few Derby victory have be as sweet for owner , trainer or fan , who know that the team of Miller and Mellon was almost certainly take its last crack at the Derby .","Miller , known for his courtly manner , said  -COL-   -LBQ-  It 's great .",victories,few,as,sweet,2,0,5,6,"{'lemma': 'sweet', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'victory', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'sweet'}",nsubj,"{'lemma': 'victory', 'ix': 2, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'sweet'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'victory'}",amod,"{'lemma': 'sweet', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sweet'}",advmod,nyt_eng_201012,0-5-6,as_sweet,nonimmediateNeg
nyt_eng_20101215_0189_1:0-7-8,more_complicated,Few things in the digital universe are more complicated than setting up a wireless home network .,things,few,more,complicated,network .,nyt_eng_20101215_0189_1,,Few things in the digital universe are more complicated than setting up a wireless home network .,few things in the digital universe are more complicated than setting up a wireless home network .,few thing in the digital universe be more complicated than set up a wireless home network .,There are plugs .,things,few,more,complicated,1,0,7,8,"{'lemma': 'complicated', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'thing', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'complicated'}",nsubj,"{'lemma': 'thing', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'complicated'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'thing'}",amod,"{'lemma': 'complicated', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 7, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'complicated'}",advmod,nyt_eng_201012,0-7-8,more_complicated,nonimmediateNeg
nyt_eng_20101214_0053_1:9-32-33,as_appealing,"In a month or two , when winter is no longer novel and the glow of the holidays has faded , visiting a city just north of the Canadian border will seem as appealing as a tangle with a polar bear .",novel,no,as,appealing,"in a month or two , when winter is no longer novel and the glow of the holidays has faded , visiting a city just north of the Canadian border will seem as appealing as a tangle with a polar bear .",nyt_eng_20101214_0053_1,,"In a month or two , when winter is no longer novel and the glow of the holidays has faded , visiting a city just north of the Canadian border will seem as appealing as a tangle with a polar bear .","in a month or two , when winter is no longer novel and the glow of the holidays has faded , visiting a city just north of the Canadian border will seem as appealing as a tangle with a polar bear .","in a month or two , when winter be no longer novel and the glow of the holiday has fade , visit a city just north of the canadian border will seem as appealing as a tangle with a polar bear .","So if you 're thinking about a visit to Burlington , Vt. , make the trip soon -- or perhaps wait until summer .",novel,no,as,appealing,11,9,32,33,"{'lemma': 'appealing', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'novel', 'ix': 11, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'appealing'}",advcl,"{'lemma': 'novel', 'ix': 11, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'appealing'}","{'lemma': 'no', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'novel'}",advmod,"{'lemma': 'appealing', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'appealing'}",advmod,nyt_eng_201012,9-32-33,as_appealing,nonimmediateNeg
nyt_eng_20101214_0040_23:3-16-17,too_high,"Although the court rarely grants motions to rehear an already decided case , the stakes are too high to ignore any options , said Jaworski , Galveston 's mayor .",grants,rarely,too,high,"although the court rarely grants motions to rehear an already decided case , the stakes are too high to ignore any options , said Jaworski , Galveston 's mayor .",nyt_eng_20101214_0040_23,"-LBQ-  In the absence of a clear public easement , the state also lacks any clear authority for pursuing the kind of essential beach-renourishment projects on which the local economies of our coastal communities depend ,  -RDQ-  the brief said .","Although the court rarely grants motions to rehear an already decided case , the stakes are too high to ignore any options , said Jaworski , Galveston 's mayor .","although the court rarely grants motions to rehear an already decided case , the stakes are too high to ignore any options , said Jaworski , Galveston 's mayor .","although the court rarely grant motion to rehear a already decide case , the stake be too high to ignore any option , say Jaworski , Galveston 's mayor .","Galveston 's beach-rebuilding effort , replacing 54 million cubic feet of sand , was essential to restoring the island 's battered economy and shoring up several damaged neighborhoods , Jaworski said .",grants,rarely,too,high,4,3,16,17,"{'lemma': 'high', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'grant', 'ix': 4, 'xpos': 'VBZ', 'deprel': 'advcl', 'head': 'high'}",advcl,"{'lemma': 'grant', 'ix': 4, 'xpos': 'VBZ', 'deprel': 'advcl', 'head': 'high'}","{'lemma': 'rarely', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'grant'}",advmod,"{'lemma': 'high', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'too', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201012,3-16-17,too_high,nonimmediateNeg
nyt_eng_20101212_0026_7:0-6-7,more_unanimous,Few rules of contemporary society seem more unanimous right now than the strict admonition against using a smart phone at mealtime .,rules,few,more,unanimous,mealtime .,nyt_eng_20101212_0026_7,Google .,Few rules of contemporary society seem more unanimous right now than the strict admonition against using a smart phone at mealtime .,few rules of contemporary society seem more unanimous right now than the strict admonition against using a smart phone at mealtime .,few rule of contemporary society seem more unanimous right now than the strict admonition against use a smart phone at mealtime .,"Of the 40,569 surveyors who rated restaurants for the 2011 Zagat guide to New York City restaurants , 64 percent said that texting , checking e-mail or talking on the phone is rude and inappropriate in a restaurant .",rules,few,more,unanimous,1,0,6,7,"{'lemma': 'unanimous', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'rule', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'unanimous'}",nsubj,"{'lemma': 'rule', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'unanimous'}","{'lemma': 'few', 'ix': 0, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'rule'}",amod,"{'lemma': 'unanimous', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'unanimous'}",advmod,nyt_eng_201012,0-6-7,more_unanimous,nonimmediateNeg
nyt_eng_20101211_0044_81:1-6-7,as_profitable,Perhaps no business in finance is as profitable today as derivatives .,business,no,as,profitable,.,nyt_eng_20101211_0044_81,So they are making arguments that others should n't be allowed in .  -RDQ-,Perhaps no business in finance is as profitable today as derivatives .,perhaps no business in finance is as profitable today as derivatives .,perhaps no business in finance be as profitable today as derivative .,Not making loans .,business,no,as,profitable,2,1,6,7,"{'lemma': 'profitable', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'business', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'profitable'}",nsubj,"{'lemma': 'business', 'ix': 2, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'profitable'}","{'lemma': 'no', 'ix': 1, 'xpos': 'DT', 'deprel': 'det', 'head': 'business'}",det,"{'lemma': 'profitable', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'profitable'}",advmod,nyt_eng_201012,1-6-7,as_profitable,nonimmediateNeg
