l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
virulently,pro-abortion,9,1.3307456e-02,47794,38567,1450,6250,39429,23342,9.9486525e+01,2.1562677e+01,2.8378978e+00,8.0321285e-03,1.1640899e-02,6.1176633e-03,1469,772,85220496
indefinitely,expandable,4,5.8783511e-03,78352,62847,1451,10020,82571,19626,4.4240438e+01,9.5940399e+00,2.8378651e+00,5.4907344e-03,4.4330343e-03,7.1837189e-03,556,901,85220496
seasonally,themed,65,9.8813025e-02,13027,10583,1452,1635,23460,5565,7.1668362e+02,1.5494730e+02,2.8377618e+00,2.2382920e-02,2.1526860e-02,2.3237850e-02,2793,3015,85220496
miraculously,reborn,9,1.3310472e-02,47796,38569,1453,6211,39953,22891,9.9481623e+01,2.1561791e+01,2.8377591e+00,8.0717489e-03,1.1448118e-02,6.2192678e-03,1445,785,85220496
weakly,electric,47,7.2582305e-02,16323,13240,1454,3733,60509,2291,5.1746110e+02,1.1171771e+02,2.8377368e+00,1.1989796e-02,6.7526971e-03,5.2727986e-02,890,6950,85220496
fanatically,loyal,181,3.4508215e-01,6240,5120,1455,5123,78452,393,1.9523529e+03,4.1366855e+02,2.8369838e+00,9.3605358e-03,4.7691187e-03,2.3280485e-01,776,37897,85220496
unconsciously,incompetent,38,6.0087904e-02,18878,15326,1456,7323,92634,1544,4.1737459e+02,8.9934678e+01,2.8368165e+00,7.0882298e-03,3.7124022e-03,7.5728813e-02,501,10221,85220496
badly,swollen,287,4.5906262e-01,4278,3489,1457,591,11667,2671,3.1490279e+03,6.7781234e+02,2.8367485e+00,4.5883293e-02,4.5385203e-02,4.6249479e-02,6196,6314,85220496
staunchly,pro-choice,48,7.3029157e-02,16088,13030,1458,2314,16742,11540,5.2907716e+02,1.1440562e+02,2.8366184e+00,1.7235189e-02,3.0981151e-02,1.1913804e-02,4023,1547,85220496
dryly,humorous,54,8.8560738e-02,14909,12153,1459,7587,95167,1003,5.9103879e+02,1.2694633e+02,2.8364696e+00,6.8996359e-03,3.5579695e-03,1.0825653e-01,498,15155,85220496
geometrically,schematic,3,4.4170595e-03,92953,74451,1460,12278,60796,39700,3.3165005e+01,7.1930806e+00,2.8364590e+00,4.6511628e-03,6.7165888e-03,3.5493040e-03,844,446,85220496
closely,knit,383,7.0302549e-01,3488,2855,1461,1538,1902,10973,4.1465868e+03,8.8164042e+02,2.8363222e+00,2.3475329e-02,1.9575306e-01,1.2466494e-02,30677,1953,85220496
procedurally,defective,19,2.8672915e-02,29750,24122,1462,5587,74215,4471,2.0955979e+02,4.5352758e+01,2.8361162e+00,8.7476980e-03,5.1554745e-03,2.8571498e-02,664,3680,85220496
evenly,split,8,1.1896633e-02,51512,41381,1463,7602,34517,31396,8.8345562e+01,1.9146971e+01,2.8356573e+00,6.8906115e-03,1.3701815e-02,4.5935977e-03,1739,583,85220496
predictably,irrational,398,6.4963540e-01,3356,2698,1464,493,11578,1917,4.3576355e+03,9.3646173e+02,2.8355124e+00,5.2855246e-02,4.5745467e-02,6.2353692e-02,6373,8687,85220496
self-evidently,risible,3,4.4310937e-03,92978,74474,1465,12030,64142,37451,3.3145375e+01,7.1889475e+00,2.8349905e+00,4.7318612e-03,6.2669157e-03,3.7918945e-03,790,478,85220496
ardently,pro-business,4,5.9228475e-03,78420,62894,1466,10546,89966,17225,4.4181822e+01,9.5809398e+00,2.8347674e+00,5.2666228e-03,3.8853359e-03,8.1346236e-03,491,1028,85220496
criminally,underused,99,1.5885278e-01,9681,7888,1467,2486,6467,15326,1.0854050e+03,2.3367424e+02,2.8345900e+00,1.6317785e-02,7.9519380e-02,9.0766487e-03,10891,1243,85220496
almost,nightly,349,2.3030388e+00,4215,3775,1468,43975,30,104041,3.2069290e+03,6.0943416e+02,2.8342742e+00,1.5916377e-03,7.7388121e-01,7.9546499e-04,438094,448,85220496
badly,polluted,71,1.1051238e-01,12329,9983,1469,2116,11329,12013,7.8046795e+02,1.6852226e+02,2.8335890e+00,1.8403318e-02,4.6638653e-02,1.1442002e-02,6196,1520,85220496
rhetorically,ill-conceived,3,4.4469584e-03,93024,74509,1470,11607,79311,28656,3.3122996e+01,7.1842911e+00,2.8332978e+00,4.8701299e-03,4.6952594e-03,5.0430537e-03,594,638,85220496
innocently,flirtatious,6,8.9425671e-03,61406,49301,1471,7983,73451,15457,6.6207703e+01,1.4354367e+01,2.8328958e+00,6.6261734e-03,5.2278691e-03,9.0091792e-03,665,1146,85220496
grandly,theatrical,24,3.6774745e-02,25596,20724,1472,5314,73682,3563,2.6413979e+02,5.7128810e+01,2.8324873e+00,9.0857467e-03,5.2074140e-03,3.5188571e-02,681,4602,85220496
irreducibly,normative,4,5.9507868e-03,78466,62931,1473,9786,74529,23258,4.4141180e+01,9.5727645e+00,2.8323908e+00,5.5944056e-03,5.1271961e-03,6.1352991e-03,651,779,85220496
militarily,resurgent,14,2.1192789e-02,36311,29288,1474,6359,22495,30096,1.5423540e+02,3.3399036e+01,2.8319333e+00,7.9252760e-03,2.2546627e-02,4.7989307e-03,2913,620,85220496
pro,palestinian,5,7.4640495e-03,68520,54964,1475,9281,84376,15213,5.5153097e+01,1.1958505e+01,2.8318501e+00,5.8445354e-03,4.2854972e-03,9.1438973e-03,546,1165,85220496
gorgeously,wrought,24,3.6570745e-02,25591,20714,1476,4001,20273,19368,2.6421456e+02,5.7186791e+01,2.8313830e+00,1.1326097e-02,2.5304853e-02,7.2817851e-03,3291,947,85220496
coldly,analytical,42,6.4641421e-02,17595,14226,1477,2730,44416,3980,4.6192919e+02,9.9894644e+01,2.8311317e+00,1.5303334e-02,1.0064173e-02,3.1721641e-02,1322,4167,85220496
congenitally,infertile,4,5.9685642e-03,78489,62948,1478,9827,64275,28808,4.4117374e+01,9.5675826e+00,2.8310978e+00,5.5749129e-03,6.2504873e-03,5.0176743e-03,796,639,85220496
avowedly,anti-christian,4,5.9699254e-03,78493,62951,1479,9852,63735,29143,4.4115606e+01,9.5671864e+00,2.8310046e+00,5.5671538e-03,6.3197147e-03,4.9615749e-03,805,632,85220496
through,unscathed,24,3.7202694e-02,25615,20747,1480,6791,86719,2824,2.6377708e+02,5.7008217e+01,2.8309922e+00,7.5329567e-03,4.1119486e-03,4.4049541e-02,544,5828,85220496
ever-so-slightly,shimmery,3,4.4736656e-03,93085,74560,1481,11868,87295,24891,3.3087469e+01,7.1764898e+00,2.8307477e+00,4.7846890e-03,4.0700438e-03,5.7829045e-03,518,736,85220496
morphologically,indistinguishable,30,4.6887500e-02,22046,17876,1482,6150,82775,2378,3.2944819e+02,7.1153091e+01,2.8306550e+00,8.1378001e-03,4.4156098e-03,5.0854532e-02,589,6784,85220496
otherworldly,sensory,4,5.9844758e-03,78517,62975,1483,9892,77066,22194,4.4096176e+01,9.5629576e+00,2.8299491e+00,5.5517002e-03,4.8946737e-03,6.3904717e-03,625,816,85220496
domestically,oriented,6,9.0190979e-03,61466,49349,1484,9123,89002,11616,6.6114865e+01,1.4332162e+01,2.8298704e+00,5.9317845e-03,3.9519047e-03,1.1816601e-02,507,1516,85220496
left,penniless,13,1.9660822e-02,38136,30786,1485,5169,31999,21093,1.4316827e+02,3.1018614e+01,2.8298285e+00,9.2790864e-03,1.5006325e-02,6.7014116e-03,1937,865,85220496
militantly,anti-american,10,1.5115554e-02,44967,36212,1486,6848,76937,8516,1.1012997e+02,2.3862815e+01,2.8296174e+00,7.4962519e-03,4.9066943e-03,1.5774026e-02,633,2035,85220496
temporally,symmetric,3,4.4883569e-03,93115,74596,1487,11943,88403,24468,3.3067871e+01,7.1722182e+00,2.8293303e+00,4.7619048e-03,3.9940507e-03,5.8735874e-03,510,750,85220496
nominally,communist,64,9.9417633e-02,13191,10710,1488,1714,19448,7302,7.0289036e+02,1.5196301e+02,2.8283394e+00,2.1617970e-02,2.6405949e-02,1.8252844e-02,3501,2420,85220496
blithely,amoral,8,1.2077588e-02,51598,41468,1489,6623,63829,14060,8.8086932e+01,1.9094522e+01,2.8281470e+00,7.6960077e-03,6.3096691e-03,9.8253366e-03,813,1266,85220496
rhetorically,florid,3,4.5027196e-03,93156,74623,1490,11695,80040,28657,3.3048165e+01,7.1680556e+00,2.8278606e+00,4.8387097e-03,4.6370278e-03,5.0429599e-03,594,646,85220496
brilliantly,hued,89,1.4381705e-01,10462,8512,1491,2552,7198,15501,9.7377203e+02,2.0979838e+02,2.8277981e+00,1.6001438e-02,7.1659255e-02,8.9909439e-03,9884,1240,85220496
objectively,disordered,57,8.9718992e-02,14327,11641,1492,2711,11502,15098,6.2513479e+02,1.3501567e+02,2.8274642e+00,1.5368024e-02,4.6007362e-02,9.2079613e-03,6181,1237,85220496
fast,dwindling,31,4.9578496e-02,21622,17536,1493,8131,7868,40961,3.3946664e+02,7.3214990e+01,2.8272784e+00,6.5290649e-03,6.6133742e-02,3.4286332e-03,9028,468,85220496
repeatedly,untruthful,5,7.5532534e-03,68605,55029,1494,10095,42837,38494,5.5038401e+01,1.1932707e+01,2.8270341e+00,5.4585153e-03,1.0532647e-02,3.6763817e-03,1358,474,85220496
biblically,literate,80,1.2726091e-01,11319,9210,1495,2059,39879,2358,8.7630837e+02,1.8912804e+02,2.8262650e+00,1.8781547e-02,1.1475257e-02,5.1267137e-02,1558,6961,85220496
smoothly,orchestrated,6,9.0932116e-03,61523,49397,1496,7737,63943,19147,6.6004007e+01,1.4310837e+01,2.8253838e+00,6.7950170e-03,6.2930396e-03,7.3599066e-03,814,952,85220496
nakedly,confessional,7,1.0626458e-02,56079,45004,1497,7181,48563,23866,7.6990747e+01,1.6690905e+01,2.8252445e+00,7.2090628e-03,8.9838526e-03,6.0046985e-03,1164,778,85220496
double,off,110,1.7436266e-01,8985,7287,1498,1176,16605,4946,1.2050573e+03,2.6022092e+02,2.8251609e+00,2.8412760e-02,3.1272826e-02,2.5958660e-02,4231,3512,85220496
decidedly,unglamorous,159,2.9671442e-01,6960,5681,1499,4710,1932,28205,1.7147430e+03,3.6486747e+02,2.8251304e+00,1.0010388e-02,1.9425313e-01,5.1295943e-03,30950,817,85220496
staunchly,secular,346,5.8276984e-01,3766,3045,1500,672,18433,1333,3.7688633e+03,8.0939245e+02,2.8248998e+00,4.2277615e-02,2.7984388e-02,8.5864662e-02,4023,12345,85220496
good,alternative,19,2.9280280e-02,29835,24169,1501,4724,63048,5764,2.0867122e+02,4.5179794e+01,2.8248561e+00,9.9921115e-03,6.4092495e-03,2.2504042e-02,843,2960,85220496
tediously,protracted,6,9.1087243e-03,61538,49407,1502,8056,73650,15728,6.5986197e+01,1.4306395e+01,2.8248339e+00,6.5753425e-03,5.2095410e-03,8.8754648e-03,675,1150,85220496
smartly,run,6,9.1311367e-03,61556,49428,1503,8799,85274,12562,6.5963203e+01,1.4299992e+01,2.8242366e+00,6.0975610e-03,4.2189920e-03,1.0932313e-02,548,1420,85220496
seasonably,colder,3,4.5405274e-03,93251,74693,1504,11775,74211,32031,3.2997991e+01,7.1571614e+00,2.8242176e+00,4.8115477e-03,5.1557313e-03,4.4977220e-03,666,581,85220496
light,blue,206,3.5464778e-01,5600,4563,1505,1726,39064,893,2.2387839e+03,4.7993375e+02,2.8241549e+00,2.1468397e-02,1.1780498e-02,1.1880389e-01,1731,17460,85220496
electronically,adjustable,66,1.0708203e-01,12977,10560,1506,3534,59862,1704,7.2129582e+02,1.5546517e+02,2.8240704e+00,1.2494084e-02,6.8531982e-03,6.9434828e-02,949,9616,85220496
militantly,anti-war,3,4.5458079e-03,93273,74705,1507,11753,77067,30506,3.2990947e+01,7.1556471e+00,2.8237011e+00,4.8192771e-03,4.8945681e-03,4.7321903e-03,633,612,85220496
colorfully,profane,10,1.5317395e-02,45033,36267,1508,6654,74044,9149,1.0985759e+02,2.3805206e+01,2.8235292e+00,7.6716532e-03,5.1708487e-03,1.4770358e-02,676,1931,85220496
murderously,vengeful,4,6.0780801e-03,78637,63070,1509,10062,79871,21389,4.3972154e+01,9.5359964e+00,2.8232037e+00,5.4719562e-03,4.6495485e-03,6.6234663e-03,603,859,85220496
sadly,mistaken,1292,2.3702499e+00,1229,956,1510,248,7632,874,1.3955078e+04,2.9744087e+03,2.8231252e+00,8.7253081e-02,6.8022822e-02,1.2108439e-01,10652,18963,85220496
steadfastly,opposed,3,4.5538341e-03,93288,74712,1511,11974,69156,35045,3.2980747e+01,7.1533487e+00,2.8229885e+00,4.7505938e-03,5.6732286e-03,4.0754721e-03,735,528,85220496
separately,operable,4,6.0893919e-03,78654,63080,1512,9899,72542,24910,4.3956597e+01,9.5327663e+00,2.8223194e+00,5.5478502e-03,5.3181702e-03,5.7799464e-03,691,751,85220496
nightly,broadcast,4,6.0937336e-03,78657,63083,1513,10287,84191,19744,4.3952296e+01,9.5315282e+00,2.8221618e+00,5.3763441e-03,4.2991925e-03,7.1447808e-03,559,929,85220496
ruthlessly,unsentimental,13,2.0066124e-02,38230,30852,1514,5912,27372,26546,1.4266278e+02,3.0903410e+01,2.8217843e+00,8.3816892e-03,1.8103268e-02,5.4424726e-03,2385,717,85220496
nigh,invulnerable,33,5.1455931e-02,20691,16742,1515,2780,23814,11752,3.6178600e+02,7.8301872e+01,2.8214842e+00,1.5085714e-02,2.1189161e-02,1.1684268e-02,2820,1555,85220496
exclusively,heterosexual,199,3.3895480e-01,5741,4681,1516,1522,4810,10172,2.1637079e+03,4.6454894e+02,2.8213831e+00,2.3686247e-02,1.0219423e-01,1.3372077e-02,14859,1944,85220496
grandly,melodramatic,14,2.1695661e-02,36410,29381,1517,6044,74296,6406,1.5355601e+02,3.3256449e+01,2.8210044e+00,8.2449941e-03,5.1487107e-03,2.0526308e-02,681,2715,85220496
stridently,left-wing,13,2.0101455e-02,38234,30859,1518,5728,68950,7727,1.4260937e+02,3.0893478e+01,2.8207594e+00,8.5808581e-03,5.6980885e-03,1.7260656e-02,752,2278,85220496
lovingly,wrought,8,1.2290259e-02,51695,41544,1519,6505,51067,19527,8.7804212e+01,1.9033876e+01,2.8203557e+00,7.7934730e-03,8.4348453e-03,7.2222544e-03,1106,947,85220496
cleverly,self-referential,5,7.6593781e-03,68718,55098,1520,8870,55573,28730,5.4891084e+01,1.1902410e+01,2.8202753e+00,6.0606061e-03,7.5872024e-03,5.0326600e-03,992,658,85220496
bit,dated,36,5.8678666e-02,19612,15936,1521,7237,7554,37604,3.9295439e+02,8.4727000e+01,2.8202662e+00,7.1641791e-03,6.8460081e-02,3.7737889e-03,9525,525,85220496
privately,express,4,6.1283849e-03,78690,63120,1522,11169,50207,39793,4.3909913e+01,9.5216779e+00,2.8200170e+00,5.0282841e-03,8.6261195e-03,3.5407132e-03,1128,463,85220496
finely,balanced,141,2.2793545e-01,7542,6126,1523,1000,16633,3848,1.5400906e+03,3.3235290e+02,2.8196128e+00,3.1983668e-02,3.1221892e-02,3.2678547e-02,4308,4509,85220496
properly,chargeable,30,4.8565019e-02,22119,17957,1524,7799,8596,39529,3.2762493e+02,7.0695096e+01,2.8195732e+00,6.7506751e-03,6.0753769e-02,3.5681222e-03,8395,493,85220496
patently,false,2281,4.6363838e+00,727,575,1525,208,8012,468,2.4370253e+04,5.1497029e+03,2.8191510e+00,9.8469641e-02,6.4956230e-02,2.0201106e-01,11270,35059,85220496
dryly,didactic,5,7.6902627e-03,68745,55115,1526,9974,91345,13773,5.4856941e+01,1.1893672e+01,2.8190552e+00,5.5126792e-03,3.7936070e-03,1.0024777e-02,498,1316,85220496
immediately,accretive,243,6.4946779e-01,5087,4267,1527,11467,350,53079,2.5191503e+03,5.1971726e+02,2.8189790e+00,4.9154462e-03,4.3046560e-01,2.4680388e-03,98309,563,85220496
provably,fair,561,1.3983114e+00,2597,2174,1528,3231,60177,196,5.8620868e+03,1.2168452e+03,2.8189380e+00,1.3389021e-02,6.8017314e-03,3.8673890e-01,1447,82353,85220496
carefully,reasoned,12,1.8766906e-02,40212,32459,1529,8901,19510,41185,1.3145034e+02,2.8457929e+01,2.8188613e+00,6.0453401e-03,2.6332521e-02,3.4087418e-03,3515,455,85220496
excellently,run,6,9.2477753e-03,61637,49485,1530,8838,85277,12725,6.5810287e+01,1.4266917e+01,2.8186635e+00,6.0759494e-03,4.2189099e-03,1.0794218e-02,555,1420,85220496
grievously,miscast,4,6.1497413e-03,78724,63143,1531,11091,94397,16568,4.3881649e+01,9.5156347e+00,2.8184541e+00,5.0600886e-03,3.6046049e-03,8.4437049e-03,473,1108,85220496
thickly,veiled,7,1.0849010e-02,56194,45103,1532,9878,98260,8576,7.6729676e+01,1.6627894e+01,2.8180345e+00,5.5577610e-03,3.3715972e-03,1.5670824e-02,446,2073,85220496
electrically,chargeable,9,1.3993899e-02,48036,38758,1533,8655,27202,38156,9.8620661e+01,2.1366084e+01,2.8179094e+00,6.1813187e-03,1.8227298e-02,3.7148661e-03,2419,493,85220496
anywhere,near,121,2.0724598e-01,8441,6888,1534,2866,53690,1048,1.3139025e+03,2.8217258e+02,2.8176460e+00,1.4736329e-02,7.9144707e-03,1.0440311e-01,1157,15265,85220496
permanently,disabled,230,3.8143189e-01,5115,4155,1535,759,9992,4151,2.5051250e+03,5.3958376e+02,2.8174524e+00,3.8877620e-02,5.2946796e-02,3.0638928e-02,7495,4337,85220496
fast,grow,33,5.4027848e-02,20769,16847,1536,7554,8059,38726,3.5977873e+02,7.7602859e+01,2.8164900e+00,6.9196897e-03,6.4600332e-02,3.6496968e-03,9028,510,85220496
self-consciously,artsy,10,1.5533235e-02,45108,36336,1537,5664,53291,14705,1.0955264e+02,2.3744436e+01,2.8163352e+00,8.6617583e-03,7.9876906e-03,9.4283200e-03,1059,1250,85220496
home,rental,11,1.7165941e-02,42528,34267,1538,6520,30100,28251,1.2044840e+02,2.6096736e+01,2.8160055e+00,7.7821012e-03,1.6103991e-02,5.1203312e-03,2145,682,85220496
multi,directional,3,4.6369127e-03,93483,74862,1539,12786,98379,20954,3.2873533e+01,7.1297936e+00,2.8152963e+00,4.4977511e-03,3.3656117e-03,6.7463484e-03,444,890,85220496
smoothly,undulating,6,9.3415556e-03,61721,49547,1540,7878,65280,19150,6.5680155e+01,1.4240625e+01,2.8136086e+00,6.6964286e-03,6.1254879e-03,7.3596016e-03,814,978,85220496
masterfully,deadpan,4,6.2380416e-03,78838,63225,1541,10483,85538,19745,4.3764941e+01,9.4908690e+00,2.8119534e+00,5.2980132e-03,4.1995863e-03,7.1445226e-03,559,951,85220496
virulently,anti-abortion,7,1.0980375e-02,56297,45174,1542,7946,41380,30350,7.6538013e+01,1.6591305e+01,2.8113435e+00,6.6476733e-03,1.0971855e-02,4.7577536e-03,1469,637,85220496
doctrinally,impure,3,4.6819723e-03,93578,74943,1543,12748,97343,21579,3.2815237e+01,7.1171938e+00,2.8110439e+00,4.5078888e-03,3.4232558e-03,6.5687150e-03,456,875,85220496
off,injured,37,5.9106485e-02,19268,15611,1544,2473,27603,8923,4.0385618e+02,8.7404068e+01,2.8110364e+00,1.6426193e-02,1.7924205e-02,1.5115365e-02,2444,2061,85220496
avowedly,nonviolent,4,6.2533079e-03,78860,63248,1545,10104,66029,29144,4.3744008e+01,9.4866228e+00,2.8107382e+00,5.4533061e-03,6.0328969e-03,4.9612229e-03,805,662,85220496
momentarily,dazed,22,3.4925870e-02,27225,22011,1546,3543,30780,13322,2.4024910e+02,5.2029581e+01,2.8106539e+00,1.2478729e-02,1.5689596e-02,1.0331901e-02,2126,1400,85220496
artfully,unkempt,5,7.8332095e-03,68915,55235,1547,8765,63742,24304,5.4665041e+01,1.1853679e+01,2.8103568e+00,6.1162080e-03,6.3192570e-03,5.9079483e-03,845,790,85220496
lusciously,leafy,3,4.6881328e-03,93599,74960,1548,12224,68878,36210,3.2806303e+01,7.1154806e+00,2.8103191e+00,4.6656299e-03,5.7053911e-03,3.9360560e-03,761,525,85220496
methodologically,rigorous,105,1.9084279e-01,9404,7686,1549,5307,79426,723,1.1319273e+03,2.4215300e+02,2.8101836e+00,9.0916963e-03,4.6862759e-03,1.4416788e-01,727,22371,85220496
specially,themed,82,1.3341350e-01,11134,9060,1550,1482,18934,6042,8.9334816e+02,1.9305421e+02,2.8101030e+00,2.4167403e-02,2.7154057e-02,2.1710477e-02,3771,3015,85220496
cleverly,themed,22,3.5095783e-02,27241,22018,1551,4156,57315,5898,2.4011214e+02,5.1983212e+01,2.8100680e+00,1.0980784e-02,7.2854664e-03,2.2142298e-02,992,3015,85220496
vocally,resplendent,9,1.4188019e-02,48127,38817,1552,6702,38591,25888,9.8333049e+01,2.1312236e+01,2.8099793e+00,7.6238882e-03,1.1965235e-02,5.5813551e-03,1610,751,85220496
irritatingly,twee,4,6.2676002e-03,78876,63263,1553,10703,56005,35819,4.3727748e+01,9.4826569e+00,2.8099623e+00,5.2083333e-03,7.5070627e-03,3.9778680e-03,1004,532,85220496
heavily,unionized,410,8.4520747e-01,3349,2733,1554,2086,1353,14306,4.3643559e+03,9.2312568e+02,2.8096802e+00,1.8606762e-02,2.4068409e-01,9.6615133e-03,42370,1700,85220496
categorically,false,442,8.7626420e-01,3135,2555,1555,1519,37036,450,4.7232668e+03,1.0026738e+03,2.8091171e+00,2.3770470e-02,1.2587503e-02,2.0710552e-01,2130,35059,85220496
predominantly,african-american,409,8.8340389e-01,3373,2766,1556,2633,1075,17467,4.3321814e+03,9.1258923e+02,2.8090589e+00,1.5646219e-02,2.7538711e-01,8.0387412e-03,50799,1482,85220496
fanatically,pro-israel,9,1.4232351e-02,48147,38837,1557,6625,68471,11871,9.8275003e+01,2.1300042e+01,2.8085283e+00,7.6955964e-03,5.7491570e-03,1.1579703e-02,776,1563,85220496
anti,capitalist,7,1.1049455e-02,56328,45202,1558,7628,73179,13998,7.6446091e+01,1.6572239e+01,2.8083539e+00,6.8694799e-03,5.2549320e-03,9.8714811e-03,708,1330,85220496
industrially,mass,5,7.8753707e-03,68967,55261,1559,9195,79522,17700,5.4613400e+01,1.1842023e+01,2.8081963e+00,5.8962264e-03,4.6787133e-03,7.9366637e-03,629,1067,85220496
as-yet,unprofitable,5,7.8900034e-03,68976,55274,1560,10411,94840,13273,5.4601517e+01,1.1837992e+01,2.8079713e+00,5.3276505e-03,3.5786321e-03,1.0357133e-02,482,1395,85220496
fast,fading,36,6.0066254e-02,19654,15977,1561,6834,8222,35792,3.9109095e+02,8.4361589e+01,2.8078470e+00,7.5039083e-03,6.3386548e-02,3.9813626e-03,9028,567,85220496
openly,bisexual,407,8.3130988e-01,3370,2748,1562,1974,1477,13539,4.3343412e+03,9.1800355e+02,2.8071146e+00,1.9536313e-02,2.2870335e-01,1.0186987e-02,39890,1776,85220496
eminently,beatable,79,1.3464409e-01,11520,9367,1563,3460,6565,20401,8.5634944e+02,1.8439748e+02,2.8069137e+00,1.2729617e-02,7.8395911e-02,6.9153001e-03,11406,1006,85220496
south,central,85,1.5604102e-01,10951,8974,1564,7175,92891,704,9.1476734e+02,1.9566028e+02,2.8066225e+00,7.2199100e-03,3.6951640e-03,1.4653633e-01,579,22967,85220496
last,initial,26,4.1726019e-02,24438,19774,1565,3134,33556,10170,2.8340755e+02,6.1367070e+01,2.8066118e+00,1.3782136e-02,1.4169668e-02,1.3373965e-02,1941,1832,85220496
seemingly,bottomless,640,2.2665030e+00,2403,2055,1566,6781,151,37433,6.3999396e+03,1.2905787e+03,2.8061712e+00,7.5496181e-03,5.5600879e-01,3.7945591e-03,168398,1147,85220496
timelessly,chic,68,1.1470198e-01,12769,10402,1567,3352,57695,1820,7.3760221e+02,1.5902776e+02,2.8054057e+00,1.3028068e-02,7.2234052e-03,6.5275122e-02,1040,9399,85220496
best,offensive,1086,2.2290503e+00,1458,1169,1568,519,17845,432,1.1556552e+04,2.4472092e+03,2.8050861e+00,5.1014656e-02,2.8904036e-02,2.1402752e-01,5064,37512,85220496
externally,observable,16,2.5702385e-02,33590,27108,1569,4943,61347,7602,1.7432006e+02,3.7757633e+01,2.8047301e+00,9.6472716e-03,6.6367880e-03,1.7554361e-02,910,2407,85220496
athletically,freakish,5,7.9433943e-03,69044,55309,1570,8890,61092,26188,5.4525391e+01,1.1823347e+01,2.8042743e+00,6.0496068e-03,6.6739310e-03,5.5161432e-03,905,748,85220496
west,central,76,1.4014047e-01,11936,9758,1571,8209,99523,707,8.1715068e+02,1.7479662e+02,2.8041906e+00,6.4716652e-03,3.3038842e-03,1.4588524e-01,520,22967,85220496
irredeemably,batshit,4,6.3524624e-03,78986,63347,1572,11058,53724,38044,4.3620925e+01,9.4592936e+00,2.8041871e+00,5.0729233e-03,7.9082598e-03,3.7254643e-03,1072,505,85220496
permanently,resident,59,9.8590074e-02,14085,11438,1573,3155,10075,17883,6.4034220e+02,1.3822074e+02,2.8038886e+00,1.3695450e-02,5.2544322e-02,7.8594517e-03,7495,1121,85220496
shamelessly,manipulative,40,6.5330716e-02,18342,14840,1574,2820,44177,4510,4.3505061e+02,9.4105924e+01,2.8038243e+00,1.4939309e-02,1.0128460e-02,2.8282812e-02,1412,3943,85220496
rigidly,ideological,50,8.2154650e-02,15797,12810,1575,2504,42142,3780,5.4349378e+02,1.1750217e+02,2.8036733e+00,1.6241676e-02,1.0730991e-02,3.3168589e-02,1505,4652,85220496
sensibly,perceptible,9,1.4475051e-02,48227,38925,1576,9070,95325,7203,9.8013648e+01,2.1233951e+01,2.8032540e+00,5.9602649e-03,3.5474899e-03,1.8450875e-02,487,2533,85220496
dryly,sarcastic,14,2.2766917e-02,36597,29568,1577,8356,94690,4553,1.5229389e+02,3.2963410e+01,2.8027489e+00,6.3723259e-03,3.5877495e-03,2.8066897e-02,498,3896,85220496
happily,childless,12,1.9497833e-02,40403,32590,1578,9590,18858,43861,1.3054355e+02,2.8258805e+01,2.8025892e+00,5.6818182e-03,2.7290578e-02,3.1653988e-03,3785,439,85220496
presumptively,unlawful,19,3.0824240e-02,30018,24318,1579,4854,63863,6034,2.0670463e+02,4.4755768e+01,2.8021489e+00,9.7887687e-03,6.3043687e-03,2.1728946e-02,873,3009,85220496
simple,minded,33,5.5872522e-02,20853,16914,1580,7898,95873,1837,3.5757067e+02,7.7121699e+01,2.8019673e+00,6.6794859e-03,3.5151767e-03,6.4851031e-02,508,9373,85220496
keenly,aware,8683,4.6658707e+01,201,166,1581,503,18986,61,8.2047939e+04,1.5937148e+04,2.8017035e+00,5.2213496e-02,2.7075370e-02,6.9551494e-01,12419,320177,85220496
unlawfully,discriminatory,25,4.1355544e-02,25132,20359,1582,6539,84478,3037,2.7145679e+02,5.8677795e+01,2.8015967e+00,7.7651809e-03,4.2776955e-03,4.1322552e-02,604,5835,85220496
vertically,convex,3,4.7879562e-03,93804,75148,1583,12138,80894,30001,3.2679303e+01,7.0880298e+00,2.8010550e+00,4.6948357e-03,4.5659072e-03,4.8154886e-03,622,656,85220496
gracefully,outward,3,4.7912770e-03,93809,75153,1584,12573,93189,23953,3.2675970e+01,7.0871265e+00,2.8008732e+00,4.5592705e-03,3.6751379e-03,5.9784957e-03,501,815,85220496
conceptually,separable,13,2.1146087e-02,38433,31042,1585,7609,21917,35374,1.4135037e+02,3.0607445e+01,2.8006529e+00,6.8819481e-03,2.3176677e-02,4.0333574e-03,3218,560,85220496
seismically,active,918,3.9506298e+00,1812,1547,1586,6404,88937,73,8.9405963e+03,1.7734676e+03,2.8006270e+00,7.8743197e-03,3.9555539e-03,6.2908806e-01,1453,231710,85220496
woefully,ill-prepared,60,1.0549105e-01,14001,11385,1587,6287,5183,34367,6.4761109e+02,1.3923847e+02,2.8005064e+00,7.9952029e-03,9.5831917e-02,4.1646705e-03,14384,625,85220496
